predictor,unique_r2,relative_r2
profession_embedding_9,0.25677656689173933,0.3740044194015595
lex_emb_norm,0.1146195948955323,0.16694761348304565
profession_embedding_6,0.06656771498199054,0.09695830072852651
profession_embedding_7,0.06301686164200981,0.09178635354551312
profession_embedding_3,0.06243748982088604,0.09094247739201512
profession_embedding_10,0.02905053301474103,0.0423131591211939
profession_embedding_2,0.025235583591085464,0.036756546376066825
profession_embedding_8,0.01708803805099135,0.024889349629272497
log_frequency,0.014788530929709665,0.021540033777692834
C(syntactic_role),0.01076488753799465,0.015679450669142406
profession_embedding_1,0.010459132160602347,0.015234106828835024
C(tense),0.007465804424758082,0.010874215988815251
profession_embedding_4,0.003278017294408686,0.004774551548157772
"C(valence, Treatment(reference='-val'))",0.003259787499563682,0.004747999188184481
profession_embedding_5,0.0006421376887362218,0.0009352969251002792
C(semantic_role),0.0006363306162675553,0.0009268387126031004
"C(dominance, Treatment(reference='-dom'))",0.0004732368368152162,0.0006892866842757039
