,Group
CEO,-0.2059340802121021
accountant,-0.030944800904807584
administrator,-0.5942307605615595
agronomist,0.4361448437080083
bodyguard,1.2654160535443133
bookbinder,0.5225560461089017
builder,1.6563448305581074
cashier,-1.5040547104892075
chauffeur,1.763611749579978
colonel,1.8197365246239996
doctor,0.06104412866591728
electrician,1.5076918956582923
farmer,1.590499709595453
farmhand,1.03806520108867
fisherman,2.343121993696745
hairdresser,-1.632975690314401
hawker,0.27291827869138335
housekeeper,-2.123495604153116
manager,-0.26621621675801044
midwife,-3.3524939443809516
molder,-0.145255122958073
nurse,-2.7316173337418506
paralegal,-1.6358886581387015
programmer,0.42981814884560127
salesperson,-0.570263833833624
scientist,-0.15180984162151448
scrivener,0.41324320408511167
secretary,-2.386657362065738
sergeant,0.8110283488745532
soldier,1.4102111428535997
solicitor,-0.1855001612457079
teacher,-1.4019950211119554
tradesperson,0.6264124173252353
welder,0.9514686255952857
