,Group
CEO,-0.22176897077394797
accountant,0.17314028365110196
administrator,-0.19641465463726077
agronomist,0.4646749383544958
bodyguard,0.6982759610741052
bookbinder,0.5431390714224339
builder,1.033346051866922
cashier,-1.1516409471504891
chauffeur,1.0112029743101796
colonel,1.8794912279706868
doctor,0.1284749869278508
electrician,1.0146643440402803
farmer,1.3077846390491503
farmhand,0.9727917802977452
fisherman,2.2733569290290765
hairdresser,-1.3610024694723653
hawker,0.9565693956128237
housekeeper,-3.147518895067405
manager,-0.2755618961718821
midwife,-3.1594773032556405
molder,0.4451604674250146
nurse,-2.649531064989966
paralegal,-1.0445894604185582
programmer,0.23102451452870415
salesperson,-0.352322105887452
scientist,-0.3296153950730491
scrivener,0.6299738416678617
secretary,-1.8412612858040913
sergeant,1.1902917420519374
soldier,1.5473159342181442
solicitor,-0.061747300442804916
teacher,-1.2410487567139443
tradesperson,-0.15275601888890167
welder,0.6855774407391442
