predictor,shapley_r2,mc_standard_error,relative_r2,permutations,random_state,baseline_r2,full_r2
profession_embedding,0.5065930823741998,0.0009878000649832964,0.9047271014198665,500,0,0.0,0.5599402091295369
lex_emb_norm,0.03860134740097925,0.0009706079511596667,0.06893833800753035,500,0,0.0,0.5599402091295369
C(tense),0.006875583136897933,6.168178631986794e-18,0.012279138066520477,500,0,0.0,0.5599402091295369
log_frequency,0.004504736128997802,9.509388854904046e-05,0.00804503062211,500,0,0.0,0.5599402091295369
C(semantic_role),0.0015039566052515152,5.910797612994525e-18,0.002685923569570959,500,0,0.0,0.5599402091295369
"C(valence, Treatment(reference='-val'))",0.0013524411311410642,6.123115187373762e-18,0.0024153313319711777,500,0,0.0,0.5599402091295369
"C(dominance, Treatment(reference='-dom'))",0.0004262619877945231,6.637258399173575e-18,0.0007612634007069698,500,0,0.0,0.5599402091295369
C(syntactic_role),8.280036427575021e-05,5.6308610642107066e-18,0.0001478735817248572,500,0,0.0,0.5599402091295369
