step,candidate_term,candidate_model,lr_stat,df_diff,p_value,aic,bic,log_likelihood,R2m,R2c,converged,nobs,optimizer,formula,re_formula
0,C(dominance),selected_mixed_random_slopes__candidate__0__C_dominance,4.216436518152477,1,0.04003415424754953,7038.162049641454,7244.429143822399,-3492.081024820727,0.16476499703084432,0.9480450425089363,True,15360,lbfgs,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + log_frequency + lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance)
0,lex_emb_norm,selected_mixed_random_slopes__candidate__0__lex_emb_norm,10.763373326772125,1,0.0010352851537464367,7044.708986450074,7250.976080631019,-3495.354493225037,0.026258387782556996,0.9434023253231733,True,15360,lbfgs,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance)
0,C(valence),selected_mixed_random_slopes__candidate__0__C_valence,11.522831291455077,1,0.0006874660489899442,7045.468444414757,7251.735538595702,-3495.7342222073785,0.17293459387020707,0.9454910832825244,True,15360,lbfgs,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(dominance) + log_frequency + lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance)
0,C(syntactic_role),selected_mixed_random_slopes__candidate__0__C_syntactic_role,21.60379583950271,1,3.351878154848174e-06,7055.549408962805,7261.816503143749,-3500.7747044814023,0.2074430979786769,0.9361061340812777,True,15360,lbfgs,log_he_she_odds ~ C(tense) + C(semantic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance)
0,C(semantic_role),selected_mixed_random_slopes__candidate__0__C_semantic_role,50.23755533556687,1,1.362158111784681e-12,7084.183168458869,7290.450262639813,-3515.0915842294344,0.15480943886128803,0.9509631956350637,True,15360,lbfgs,log_he_she_odds ~ C(tense) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance)
