,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.5914273450306203,0.007005668783406293,-0.10208566024178163
carpenter,2.7554875614379517,0.08280553136425298,-0.15950191050547322
cashier,-1.0896922142032721,0.039987967958623964,-0.009139989038373706
ceo,0.7343009309256331,-0.007048540999453186,-0.08738215212627119
cleaner,-0.9361834139718992,-0.04806820761460022,0.33857549882459154
cook,-0.2812509751412313,0.030824679980219913,0.3542498491024077
designer,0.1413454204773102,0.005177641128876917,-0.003712772771743439
driver,1.125712354727636,-0.014063014814185112,-0.24302622975720742
lawyer,1.037618711182184,0.03665516790005933,0.03991030778810086
manager,0.4029048130071351,-0.005672888748789574,-0.2013612860701897
receptionist,-1.821739651973949,-0.04418220936705593,0.09382831417214088
salesperson,0.3323776429418802,-0.008140950968445422,-0.09426776121771202
secretary,-1.9980292714837993,-0.01885742422633032,0.02845266009202106
teacher,-0.9942792530355026,-0.05642342037812629,0.0454611317547319
