predictor,unique_r2,relative_r2
profession_embedding_4,0.17000892468443407,0.3373063218309869
profession_embedding_6,0.1510157358363191,0.2996228726703585
profession_embedding_1,0.039235115467612935,0.07784445733986989
log_frequency,0.03819403568955626,0.07577890230315204
profession_embedding_5,0.02140601113817675,0.042470610854658454
profession_embedding_2,0.017810983601257213,0.03533789404223061
profession_embedding_10,0.015530875013306522,0.030814043058498636
C(syntactic_role),0.010764887537994539,0.021358082389527782
lex_emb_norm,0.008066882373350626,0.016005103420592696
C(tense),0.007465804424758193,0.014812534310766476
profession_embedding_7,0.006602497436186683,0.013099689497080621
profession_embedding_9,0.005960698073025128,0.011826327037178449
profession_embedding_8,0.005868766235095135,0.011643929612049818
"C(valence, Treatment(reference='-val'))",0.003259787499563793,0.00646758358991707
profession_embedding_3,0.0017188119391018386,0.0034102099885272115
C(semantic_role),0.0006363306162675553,0.0012625121889339637
"C(dominance, Treatment(reference='-dom'))",0.00047323683681532724,0.0009389258656708877
