,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.3506284063978619,-0.006704551763821705,-0.12360636828437348
carpenter,1.8960712341693309,0.18423257976352664,-0.11471324015270705
cashier,-0.5778750043409863,-0.06640398791882772,-0.005105090200228763
ceo,0.8409627360947064,0.1738964409064266,-0.22240473000147473
cleaner,-0.6626305595502097,-0.03455154314277351,0.09133187406289371
cook,-0.20293452702457568,-0.0017736283227649792,0.5663637704530686
designer,-0.10987851252631778,-0.020297584071002992,0.24840474366238466
driver,1.0849446606783029,0.08937367249192667,-0.2873993678718035
lawyer,0.4448416711407699,0.04850858487143463,-0.08621759785314193
manager,0.4526320856055824,0.09553026077335915,-0.10431529579804727
receptionist,-1.6142617175245806,-0.20213606704849402,-0.11390816457178982
salesperson,0.7350659579753472,0.05069016926708664,-0.4470635479762352
secretary,-1.868949943375327,-0.25260355094324854,0.4671827765022606
teacher,-0.7686164876915645,-0.05776079485955552,0.13145023802551428
