,Group
CEO,0.07772047409632993
accountant,0.13642818089474115
administrator,-0.3617591412349679
agronomist,0.3647481474940973
bodyguard,0.5195693073507105
bookbinder,0.5052474481318012
builder,1.8078148597280694
cashier,-1.3751234000509922
chauffeur,1.2652314278239287
colonel,1.3459838776538922
doctor,0.07844370618444566
electrician,1.4853342955685676
farmer,1.419908041653276
farmhand,0.7052671615823739
fisherman,2.2025699410037
hairdresser,-1.5711428266276786
hawker,0.20257497821929316
housekeeper,-2.8306459237234143
manager,-0.01203610804206445
midwife,-4.196152367079793
molder,0.5058792203249131
nurse,-3.0201449103875584
paralegal,-1.4890548932292835
programmer,0.631352402245445
salesperson,-0.3310227036150791
scientist,0.057843746409247394
scrivener,1.653816025337009
secretary,-2.452621646752333
sergeant,0.8154542043814071
soldier,1.382584882624073
solicitor,0.033525577081737326
teacher,-1.244651542172571
tradesperson,0.4511037954604073
welder,1.2359537602750497
