,Group
CEO,-0.8376819793561333
accountant,-0.24603636217409594
administrator,-1.1246323073734372
agronomist,0.371012695550228
binman,1.2287326762272208
bodyguard,0.8150933751563114
bookbinder,-0.9340824805596254
builder,1.1642418649967674
cashier,-1.5872154802788334
chauffeur,1.1516215992605072
colonel,1.4516826268862164
doctor,-0.01451413454419161
electrician,1.3808396650853385
farmer,1.0119994830109496
farmhand,0.9232126742327903
fisherman,3.035350499916122
hawker,-0.33924751979274564
housekeeper,-3.2095411293913236
manager,-0.3263260348546983
midwife,-4.702217064789277
molder,-0.21142876735676597
paralegal,-1.9205193016840794
programmer,1.3235003052358478
salesperson,-0.4731112262738831
scientist,-0.2522099435675752
scrivener,0.5308414175954798
sergeant,0.6485946979800845
soldier,1.4389696621053671
solicitor,-0.26955593304518877
teacher,-1.4439508571787807
tradesperson,0.1039912110779327
welder,1.3125860702467593
