,Group
CEO,0.05123005195051672
accountant,0.3471838284038515
administrator,0.24007000989351115
agronomist,0.850069659555792
bodyguard,0.6782269909534464
bookbinder,0.5220810422247968
builder,1.6672571350563279
cashier,-1.0726842033106676
chauffeur,1.056049322958557
colonel,0.91549824955686
doctor,-0.200024366003408
electrician,1.1624068226600355
farmer,1.8295814483798791
farmhand,0.3221074558087718
fisherman,3.2269586292352805
hairdresser,-1.119236862796815
hawker,0.8185931180377647
housekeeper,-3.162531522933493
manager,0.012045062626859719
midwife,-4.268278615624788
molder,-0.573585235546961
nurse,-3.0761694829367903
paralegal,-1.2599614930509042
programmer,0.9791116380300348
salesperson,-0.11820959714767794
scientist,0.3757380953382549
scrivener,0.962519898771687
secretary,-2.4755913488389596
sergeant,0.5595485713631838
soldier,1.0467592900809908
solicitor,-0.4051696834172604
teacher,-0.7812345594664081
tradesperson,-0.1925580899940713
welder,1.0821987407707252
