,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.6175363095913216,0.015959700231741696,-0.03733307644671145
carpenter,2.449119080556801,0.17400163648764636,-0.021921578825585635
cashier,-0.9265438600054983,-0.03631759673414245,0.1788063946924449
ceo,0.37023889026263385,0.09667777437459014,0.03784856537912237
cleaner,-0.6054415895133093,-0.10038447780996149,-0.1570289798548769
cook,-0.1516544353964971,0.015226858653067893,0.14135074792987162
designer,-0.026453479440986454,0.03833878463995892,0.169796413621413
driver,1.2066478034496098,0.02167757047428734,-0.11999592191144495
lawyer,1.0214103104145575,-0.02581592573236809,-0.34520201745003487
manager,0.38143553567798666,0.00484276010500562,0.022792124797606738
receptionist,-1.9296819533871912,-0.05248171160213916,0.008311386784782814
salesperson,0.0444107872777122,-0.011276274768514626,0.07411074927189594
secretary,-1.6729386928792942,-0.07617636717812239,-0.03175548338698334
teacher,-0.7780847066831765,-0.0642727311448572,0.0802206754006837
