,Group
CEO,0.32720941634282524
accountant,0.01632332736352042
administrator,-0.15942438727302255
agronomist,0.474116506447051
bodyguard,0.7004321748269199
bookbinder,0.27169012093802614
builder,1.2376583380605186
cashier,-1.5521674431592296
chauffeur,1.1377203522153072
colonel,1.6876823139618913
doctor,0.25831163441271593
electrician,1.303615212188817
farmer,1.1614509969067912
farmhand,0.5141828160474395
fisherman,1.9518189515468174
hairdresser,-1.5365914110745273
hawker,0.2756235342765365
housekeeper,-2.9461216405359494
manager,-0.02541834378679331
midwife,-3.832299937599976
molder,0.2601176690789477
nurse,-2.6045004210652944
paralegal,-1.4764934720401501
programmer,0.7224950848042396
salesperson,-0.2522460270624892
scientist,0.3840344259992828
scrivener,0.8579070083164129
secretary,-2.1157107652579366
sergeant,1.418583148691281
soldier,1.4798907038481512
solicitor,-0.02806078808871836
teacher,-1.2407327304739266
tradesperson,0.48053118362848934
welder,0.8483724469253565
