predictor,unique_r2,relative_r2
profession_embedding_9,0.20084030338759318,0.5337240799841382
log_frequency,0.047180974165133005,0.1253813184121917
profession_embedding_1,0.025914865170245105,0.06886758951070417
lex_emb_norm,0.023144658476358937,0.06150588972175816
C(syntactic_role),0.018182904998153004,0.04832025284710708
profession_embedding_7,0.011174602303172243,0.029696003405946206
profession_embedding_8,0.010722786644610571,0.028495323599050673
profession_embedding_6,0.008248146998257155,0.021919079955396426
profession_embedding_5,0.007315216557426618,0.019439859237129806
C(tense),0.00565486572168683,0.015027551511494017
profession_embedding_4,0.004804712509503761,0.012768307558141184
profession_embedding_10,0.004141506398200878,0.01100586712350452
profession_embedding_3,0.003813703459989437,0.010134745547496153
profession_embedding_2,0.0034150385947199213,0.00907531158504419
"C(valence, Treatment(reference='-val'))",0.0014521845421638924,0.003859115155974663
"C(dominance, Treatment(reference='-dom'))",0.00015239754761586788,0.00040498963366006644
C(semantic_role),0.00014100528631988407,0.0003747152112628661
