,Group
CEO,0.033271934371081585
accountant,0.028586625435951
administrator,-0.2657886104799284
agronomist,0.5636524504933226
bodyguard,0.7516557785002208
bookbinder,0.5296273830943912
builder,1.288812471464243
cashier,-1.335067552838257
chauffeur,1.1157010503372435
colonel,1.683021996235491
doctor,0.330702955088023
electrician,1.1973710136415598
farmer,1.4427914600384448
farmhand,0.6087784520201189
fisherman,3.274635698419098
hairdresser,-1.4051983990856085
hawker,0.5994957245983393
housekeeper,-3.195451714001764
manager,0.052975838937010016
midwife,-4.227063889824389
molder,-0.11144310807931242
nurse,-3.3346952498177496
paralegal,-1.439410559806808
programmer,0.6116192519426551
salesperson,-0.16868242491711147
scientist,0.24013631797559962
scrivener,0.9272484599045797
secretary,-2.2430146367454133
sergeant,1.2216716640944012
soldier,1.2927182394331156
solicitor,-0.14916844572202642
teacher,-1.112686687330646
tradesperson,0.11597089177042916
welder,1.0772256192939365
