,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.6175354863943189,0.015960421451666176,-0.0373321937634325
carpenter,2.449120737916366,0.17399362551645503,-0.021916747411124926
cashier,-0.9265444277177476,-0.03631491521850191,0.1788049510000715
ceo,0.37024262684262554,0.09666892615439089,0.03785013329568401
cleaner,-0.6054436614937918,-0.1003786712668961,-0.15703088467216555
cook,-0.1516543920115762,0.015226856295345701,0.14135078500188145
designer,-0.026452841568668405,0.03833722555917925,0.1697968714413121
driver,1.2066461036691356,0.021679239026954393,-0.11999431923006473
lawyer,1.0214086769964636,-0.02581377538584828,-0.34520123319538343
manager,0.3814343323143688,0.004844658165158421,0.02279262079469614
receptionist,-1.9296785327311796,-0.05248567081780987,0.008308574562542618
salesperson,0.04440934332589825,-0.011273309452252883,0.07411068293616427
secretary,-1.6729370546217293,-0.07617686173217232,-0.0317582910587864
teacher,-0.7780863972201957,-0.06426774829090345,0.08021905029581934
