predictor,unique_r2,relative_r2
profession_embedding_4,0.1486354665520947,0.34220396296309147
profession_embedding_6,0.1423101695919301,0.3276412092886306
C(syntactic_role),0.02324481671174139,0.05351662413842976
log_frequency,0.021244710205031048,0.048911771818713354
profession_embedding_1,0.020739455109038185,0.047748521215295256
C(tense),0.016944129303831934,0.03901052912359981
profession_embedding_10,0.014559131536587944,0.03351954028667262
profession_embedding_5,0.013993577736922669,0.03221746376345963
lex_emb_norm,0.013534917396803792,0.031161488432109835
profession_embedding_9,0.005441457421878293,0.012527886763883788
profession_embedding_8,0.0041470696793208806,0.009547813263332355
"C(valence, Treatment(reference='-val'))",0.0034322551495766795,0.007902093230715975
profession_embedding_2,0.002906977258553045,0.006692744075128119
profession_embedding_7,0.0016900174352227904,0.003890933148228533
profession_embedding_3,0.0011063081466801128,0.0025470571784399756
C(semantic_role),0.0002976989068793623,0.0006853932514699831
"C(dominance, Treatment(reference='-dom'))",0.00011943171362660543,0.0002749680587988941
