feature,coefficient,nonzero
Intercept,0.0,False
C(tense)[T.past perfect],0.0,False
C(tense)[T.present continuous],-0.008414684822779078,True
C(tense)[T.present perfect],0.0063371255007194875,True
C(tense)[T.simple future],0.1665518815251896,True
C(tense)[T.simple past],0.008010328318779552,True
C(semantic_role)[T.patient],-0.0,False
C(syntactic_role)[T.subject],0.022969631789820658,True
"C(valence, Treatment(reference='-val'))[T.+val]",-0.0,False
"C(dominance, Treatment(reference='-dom'))[T.+dom]",0.016335229982222674,True
log_frequency,0.3405706276198283,True
lex_emb_norm,-0.0,False
profession_embedding_1,-0.5560629346157477,True
profession_embedding_2,0.05166571104442567,True
profession_embedding_3,-0.0,False
profession_embedding_4,0.039479798408913545,True
profession_embedding_5,-0.10784485288285692,True
