,Group,C(profession)[T.carpenter],C(profession)[T.cashier],C(profession)[T.ceo],C(profession)[T.cleaner],C(profession)[T.cook],C(profession)[T.designer],C(profession)[T.driver],C(profession)[T.lawyer],C(profession)[T.manager],C(profession)[T.receptionist],C(profession)[T.salesperson],C(profession)[T.secretary],C(profession)[T.teacher],C(syntactic_role)[T.subject]
Group,0.013362146053591418,-3.7932241280150524e-05,-1.6127237223728406e-05,0.0003051954556710002,0.00045806151319020914,0.00010482304352886754,0.00022115274010151462,0.00034633422996800423,0.00011715325414492943,0.0002705410742512242,0.00036986027182927487,0.0002887274859619529,0.00022965149999887134,0.0004695740361595132,1.933014108683561e-05
C(profession)[T.carpenter],-3.7932241280150524e-05,0.01104595579238005,-0.0010892939671701784,7.224254382266797e-05,0.0006248319220613088,-0.000652075649833342,-0.00023156009690508653,0.00022095344851335173,-0.0006075036661585345,-5.3028189242727955e-05,0.000305996793365205,1.2713140784218236e-05,-0.0002008382706843494,0.0006664480794502509,-5.45190832773747e-05
C(profession)[T.cashier],-1.6127237223728406e-05,-0.0010892939671701784,0.011457966435080829,4.3290643723137316e-05,0.0005031863457074511,-0.0005595273568567759,-0.00020955085889062615,0.00016705615315705709,-0.0005224320659799613,-6.096664747715019e-05,0.00023783396814926734,-6.253045817865057e-06,-0.0001839824415584762,0.0005378216330834027,-4.532384116686608e-05
C(profession)[T.ceo],0.0003051954556710002,7.224254382266797e-05,4.3290643723137316e-05,0.012884813972745587,-0.0004670188284668739,-8.784644891014172e-05,-0.00021271678906159674,-0.00034708879967120134,-0.00010108191362502423,-0.0002657310946743237,-0.00037234206634687147,-0.0002852527085245738,-0.00022183950726728738,-0.00047937657288984423,1.7117330353535023e-05
C(profession)[T.cleaner],0.00045806151319020914,0.0006248319220613088,0.0005031863457074511,-0.0004670188284668739,0.011630865553516029,0.00012168663390543017,-0.00019824547206281483,-0.0005425219454472184,8.77758581802428e-05,-0.00033407419184194604,-0.0006072237055309335,-0.000384090801258619,-0.0002216189204262163,-0.0008814583640427804,4.281202314579111e-05
C(profession)[T.cook],0.00010482304352886754,-0.000652075649833342,-0.0005595273568567759,-8.784644891014172e-05,0.00012168663390543017,0.012685682688112841,-0.0002061745074470277,-3.6469095488593045e-05,-0.00034716400696420727,-0.0001392199792471784,-4.575429501227948e-06,-0.00011456511618745642,-0.0001946529514017158,0.00013060402449628842,-2.0067115029933905e-05
C(profession)[T.designer],0.00022115274010151462,-0.00023156009690508653,-0.00020955085889062615,-0.00021271678906159674,-0.00019824547206281483,-0.0002061745074470277,0.013076049100255454,-0.00019950224190267574,-0.00020196002298580496,-0.00020031506235475028,-0.00019924994408238467,-0.00020012002776021668,-0.00020075357005273008,-0.00019818059440006232,5.299213878192545e-07
C(profession)[T.driver],0.00034633422996800423,0.00022095344851335173,0.00016705615315705709,-0.00034708879967120134,-0.0005425219454472184,-3.6469095488593045e-05,-0.00019950224190267574,0.012701811909696704,-4.929829927354017e-05,-0.00026046249671154206,-0.0003971921186130062,-0.00028549915887469756,-0.00020417110327713194,-0.0005344649281602933,2.1788611273471055e-05
C(profession)[T.lawyer],0.00011715325414492943,-0.0006075036661585345,-0.0005224320659799613,-0.00010108191362502423,8.77758581802428e-05,-0.00034716400696420727,-0.00020196002298580496,-4.929829927354017e-05,0.012777691985356925,-0.00013662339851234763,-2.0954715006482867e-05,-0.00011544322035039219,-0.0001842440331685613,9.517348706620783e-05,-1.7158744615313687e-05
C(profession)[T.manager],0.0002705410742512242,-5.3028189242727955e-05,-6.096664747715019e-05,-0.0002657310946743237,-0.00033407419184194604,-0.0001392199792471784,-0.00020031506235475028,-0.00026046249671154206,-0.00013662339851234763,0.013035827513631144,-0.0002667360168485221,-0.00022400742439340459,-0.00019289504854734678,-0.00031925028406839764,8.760833238721943e-06
