,Group,C(profession)[T.carpenter],C(profession)[T.cashier],C(profession)[T.ceo],C(profession)[T.cleaner],C(profession)[T.cook],C(profession)[T.designer],C(profession)[T.driver],C(profession)[T.lawyer],C(profession)[T.manager],C(profession)[T.receptionist],C(profession)[T.salesperson],C(profession)[T.secretary],C(profession)[T.teacher],C(syntactic_role)[T.subject]
Group,0.009672036703786715,0.0011898260873646261,-0.00015740466277592573,0.0008517371678703745,-0.0005354211244174182,0.00017401850093091094,0.0003310043070099899,0.00016787751988972137,-5.3912384225648525e-05,7.16092681143361e-05,-3.3107005078883205e-06,-4.2300347358606456e-05,-0.00022470981492448558,-0.00035646177165617106,-0.0001326900543425494
C(profession)[T.carpenter],0.0011898260873646261,0.004299919509088384,0.0005885654057511157,-0.0015292598320031923,0.0013818858077075805,-0.0001069724454818169,-0.000436429110519351,-9.408473810212979e-05,0.0003713723880942602,0.00010794764923515376,0.0002651776792779254,0.0003470029050478235,0.0007298146786402614,0.0010063145824424089,0.00033375386110369296
C(profession)[T.cashier],-0.00015740466277592573,0.0005885654057511157,0.009365915652291867,0.00030287784162225453,-0.0006698296772007321,-0.00017235418247319082,-6.227209972263446e-05,-0.0001766603805890008,-0.000332184597641141,-0.0002441659081478662,-0.000296701525164318,-0.0003240419684762687,-0.00045195171142731465,-0.0005443392346458974,-0.0001107741120182336
C(profession)[T.ceo],0.0008517371678703745,-0.0015292598320031923,0.00030287784162225453,0.007792721159739687,0.0005471922879126105,-0.00010137253836214052,-0.00024488788259838555,-9.575849573612133e-05,0.00010700030923629774,-7.750722051431572e-06,6.074059799270301e-05,9.638466499724189e-05,0.0002631421457067991,0.00038358887842337167,0.0001462802137176754
C(profession)[T.cleaner],-0.0005354211244174182,0.0013818858077075805,-0.0006698296772007321,0.0005471922879126105,0.007771303137689962,-0.00018767412471812976,-7.84168584422423e-05,-0.0001919480576090329,-0.000346306972069027,-0.00025894778377089615,-0.0003110897650444351,-0.00033822535351106335,-0.0004651767019566076,-0.0005568719894429071,-0.00011091252931200164
C(profession)[T.cook],0.00017401850093091094,-0.0001069724454818169,-0.00017235418247319082,-0.00010137253836214052,-0.00018767412471812976,0.009972604267168231,-0.00014399361803479053,-0.000151763076615218,-0.00016232656225780067,-0.00015634817393761288,-0.00015991648790567646,-0.00016177350018216677,-0.00017046136088237805,-0.00017673648827738398,-6.964007482418481e-06
C(profession)[T.designer],0.0003310043070099899,-0.000436429110519351,-6.227209972263446e-05,-0.00024488788259838555,-7.84168584422423e-05,-0.00014399361803479053,0.009877608025907493,-0.00013902493154488758,-0.00012097108263461237,-0.00013118863043215,-0.00012509009407557232,-0.00012191631032619337,-0.000107068055712921,-9.634335690371781e-05,1.3761153865615018e-05
C(profession)[T.driver],0.00016787751988972137,-9.408473810212979e-05,-0.0001766603805890008,-9.575849573612133e-05,-0.0001919480576090329,-0.000151763076615218,-0.00013902493154488758,0.009977872723313054,-0.00016040984803560192,-0.0001525196262439278,-0.0001572290541236226,-0.00015967992180684174,-0.00017114608026787704,-0.0001794279355554403,-9.38257935186802e-06
C(profession)[T.lawyer],-5.3912384225648525e-05,0.0003713723880942602,-0.000332184597641141,0.00010700030923629774,-0.000346306972069027,-0.00016232656225780067,-0.00012097108263461237,-0.00016040984803560192,0.009754411333856081,-0.00017762697949023212,-0.00019521077872433073,-0.0002043616918280844,-0.0002471733949714378,-0.00027809572447428586,-3.702229717951331e-05
C(profession)[T.manager],7.16092681143361e-05,0.00010794764923515376,-0.0002441659081478662,-7.750722051431572e-06,-0.00025894778377089615,-0.00015634817393761288,-0.00013118863043215,-0.0001525196262439278,-0.00017762697949023212,0.00993748252446764,-0.0001667255356076702,-0.00017157951082898362,-0.00019428838631413458,-0.0002106907080815767,-1.9341723827586258e-05
C(profession)[T.receptionist],-3.3107005078883205e-06,0.0002651776792779254,-0.000296701525164318,6.074059799270301e-05,-0.0003110897650444351,-0.00015991648790567646,-0.00012509009407557232,-0.0001572290541236226,-0.00019521077872433073,-0.0001667255356076702,0.00985438855159764,-0.000180485269100142,-0.00021169969328580353,-0.0002342454608923611,-2.6881648668110026e-05
C(profession)[T.salesperson],-4.2300347358606456e-05,0.0003470029050478235,-0.0003240419684762687,9.638466499724189e-05,-0.00033822535351106335,-0.00016177350018216677,-0.00012191631032619337,-0.00015967992180684174,-0.0002043616918280844,-0.00017157951082898362,-0.000180485269100142,0.009799645686030258,-0.00021157795165907631,-0.0002353221998563076,-2.84175437208255e-05
C(profession)[T.secretary],-0.00022470981492448558,0.0007298146786402614,-0.00045195171142731465,0.0002631421457067991,-0.0004651767019566076,-0.00017046136088237805,-0.000107068055712921,-0.00017114608026787704,-0.0002471733949714378,-0.00019428838631413458,-0.00021169969328580353,-0.00021157795165907631,0.009384047609282001,-0.0002531508242062864,-3.618690694107363e-05
C(profession)[T.teacher],-0.00035646177165617106,0.0010063145824424089,-0.0005443392346458974,0.00038358887842337167,-0.0005568719894429071,-0.00017673648827738398,-9.634335690371781e-05,-0.0001794279355554403,-0.00027809572447428586,-0.0002106907080815767,-0.0002342454608923611,-0.0002353221998563076,-0.0002531508242062864,0.009021889726317836,-1.8524373973273838e-05
C(syntactic_role)[T.subject],-0.0001326900543425494,0.00033375386110369296,-0.0001107741120182336,0.0001462802137176754,-0.00011091252931200164,-6.964007482418481e-06,1.3761153865615018e-05,-9.38257935186802e-06,-3.702229717951331e-05,-1.9341723827586258e-05,-2.6881648668110026e-05,-2.84175437208255e-05,-3.618690694107363e-05,-1.8524373973273838e-05,0.01045828016744691
