,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.6175380976224725,0.01595910674064995,-0.037335976047720536
carpenter,2.449127409763475,0.17399875674118895,-0.021935454240483702
cashier,-0.926545910608509,-0.036320145025334524,0.17881271357544165
ceo,0.37024071667882036,0.09667800168702408,0.03784447217844184
cleaner,-0.6054448365309072,-0.10038101291300185,-0.15702552624670488
cook,-0.1516540391932973,0.015224093532310173,0.1413524220738739
designer,-0.026452423224954422,0.03833546321327101,0.16979723964088447
driver,1.2066509870671356,0.021677381297222,-0.12000183413537933
lawyer,1.0214114233750282,-0.02581093706134218,-0.3452084789273565
manager,0.3814368742623713,0.00484109982735112,0.02279108288242082
receptionist,-1.9296881629986697,-0.052477152364968395,0.008319192701517807
salesperson,0.0444112888704203,-0.011278582253173677,0.07411193877416661
secretary,-1.6729444418956385,-0.07617216640913808,-0.03174810756029292
teacher,-0.7780869834294487,-0.06427390702426168,0.08022631533830936
