predictor,unique_r2,relative_r2
profession_embedding_4,0.07479821597558856,0.18479917714184693
profession_embedding_3,0.06008493884339405,0.1484480226172941
profession_embedding_5,0.05843120317424044,0.1443622434729165
log_frequency,0.05558791566496468,0.13733751453735826
profession_embedding_9,0.03044453271255121,0.07521736341390374
profession_embedding_10,0.024400355479935465,0.06028440058158952
C(syntactic_role),0.023244816711741723,0.05742948471585016
profession_embedding_7,0.022053605552665667,0.0544864353512599
profession_embedding_1,0.017103611201874758,0.042256800313152924
C(tense),0.016944129303832156,0.04186277856887882
profession_embedding_6,0.013317555317045371,0.03290283373782897
"C(valence, Treatment(reference='-val'))",0.0034322551495769016,0.008479853685142485
profession_embedding_8,0.002166914912403728,0.005353658339649394
lex_emb_norm,0.002163268658832096,0.0053446497737244
C(semantic_role),0.00029769890687958434,0.0007355056843244665
profession_embedding_2,0.00028303563123344144,0.0006992780652794392
