predictor,shapley_r2,mc_standard_error,relative_r2,permutations,random_state,baseline_r2,full_r2
profession_embedding,0.29653086245988947,0.0010916013263326412,0.7700772004274026,500,0,0.0,0.38506640930975633
log_frequency,0.030009174935234327,0.0011065108617207783,0.07793246621803943,500,0,0.0,0.38506640930975633
C(syntactic_role),0.023244816711741723,8.857276530529119e-18,0.06036573471419849,500,0,0.0,0.38506640930975633
C(tense),0.01694412930383217,6.742836285429707e-18,0.04400313528828717,500,0,0.0,0.38506640930975633
lex_emb_norm,0.014607471842601989,0.0005761322302956912,0.03793494184233401,500,0,0.0,0.38506640930975633
"C(valence, Treatment(reference='-val'))",0.003432255149576747,5.3270813928256175e-18,0.008913410950929667,500,0,0.0,0.38506640930975633
C(semantic_role),0.00029769890687933166,6.682485615360161e-18,0.0007731105588071583,500,0,0.0,0.38506640930975633
