semantic_role,Group,C(profession)[T.carpenter],C(profession)[T.cashier],C(profession)[T.ceo],C(profession)[T.cleaner],C(profession)[T.cook],C(profession)[T.designer],C(profession)[T.driver],C(profession)[T.lawyer],C(profession)[T.manager],C(profession)[T.receptionist],C(profession)[T.salesperson],C(profession)[T.secretary],C(profession)[T.teacher],C(syntactic_role)[T.subject]
agent,0.02489137952863862,-0.07133386112954536,0.027235660764303737,-0.05135253054576743,0.056917991544028046,0.0012937574020182906,-0.011344355077345446,0.001791736433995693,0.019647033194765143,0.009572849236193242,0.015614843103784226,0.0187638033949688,0.033353991298974935,0.04375356038902713,0.014621758852444523
patient,-0.024891379527892277,0.07133386112971965,-0.027235660764266235,0.051352530545876816,-0.056917991544012975,-0.0012937574020061762,0.011344355077415616,-0.0017917364339924743,-0.019647033194708438,-0.009572849236116125,-0.015614843103718785,-0.018763803394972273,-0.033353991298984594,-0.04375356038901643,-0.014621758852133515
