,Group,C(tense)[T.past perfect],C(tense)[T.present continuous],C(tense)[T.present perfect],C(tense)[T.simple future],C(tense)[T.simple past],C(semantic_role)[T.patient],C(syntactic_role)[T.subject],"C(valence, Treatment(reference='-val'))[T.+val]","C(dominance, Treatment(reference='-dom'))[T.+dom]"
Group,1.1345844013669233,-0.020725493946510264,-0.0484431227560923,-0.0616816363009074,-0.0278151968110326,-0.009456183466961037,-0.012975408512433768,0.050968608422939043,-0.04759883624731556,-0.0316491967502358
C(tense)[T.past perfect],-0.020725493946510264,0.0029308409182217912,5.491097344849064e-05,0.0016577053851747226,-0.0013912417885466309,0.0011109546398994216,0.000508696608312327,0.0001545522462523796,-0.0002890713922180493,-0.0002642087919091557
C(tense)[T.present continuous],-0.0484431227560923,5.491097344849064e-05,0.007242565872114615,0.006938390124020872,0.005933894715892846,-5.173865368202714e-05,0.0009454398414434419,-0.0014240265916043912,0.002236422750083109,0.0018297614198776407
C(tense)[T.present perfect],-0.0616816363009074,0.0016577053851747226,0.006938390124020872,0.007606192357282619,0.004698246342939101,0.0005928069489957439,0.0011023300235079084,-0.0016530115131601032,0.0022093901152309284,0.0017649379758059235
C(tense)[T.simple future],-0.0278151968110326,-0.0013912417885466309,0.005933894715892846,0.004698246342939101,0.014899395632864028,0.0003532832002544758,0.0019356388842735022,0.0012081765336293636,0.000844807032018267,0.001527452913742318
C(tense)[T.simple past],-0.009456183466961037,0.0011109546398994216,-5.173865368202714e-05,0.0005928069489957439,0.0003532832002544758,0.0005980222562523282,0.00023891400008003286,5.7304288826979923e-05,-0.0002435433368997405,6.2328735551802e-05
C(semantic_role)[T.patient],-0.012975408512433768,0.000508696608312327,0.0009454398414434419,0.0011023300235079084,0.0019356388842735022,0.00023891400008003286,0.0024354986414832345,0.00020273459344493882,0.0008590989327962703,-0.00030769218560339255
C(syntactic_role)[T.subject],0.050968608422939043,0.0001545522462523796,-0.0014240265916043912,-0.0016530115131601032,0.0012081765336293636,5.7304288826979923e-05,0.00020273459344493882,0.02758788616237742,-0.001107518348103149,-0.0019357642948636495
"C(valence, Treatment(reference='-val'))[T.+val]",-0.04759883624731556,-0.0002890713922180493,0.002236422750083109,0.0022093901152309284,0.000844807032018267,-0.0002435433368997405,0.0008590989327962703,-0.001107518348103149,0.0032233910007425605,0.001335455020687705
"C(dominance, Treatment(reference='-dom'))[T.+dom]",-0.0316491967502358,-0.0002642087919091557,0.0018297614198776407,0.0017649379758059235,0.001527452913742318,6.2328735551802e-05,-0.00030769218560339255,-0.0019357642948636495,0.001335455020687705,0.002481748939989071
