,Group,C(tense)[T.past perfect],C(tense)[T.present continuous],C(tense)[T.present perfect],C(tense)[T.simple future],C(tense)[T.simple past],C(semantic_role)[T.patient],C(syntactic_role)[T.subject],"C(valence, Treatment(reference='-val'))[T.+val]","C(dominance, Treatment(reference='-dom'))[T.+dom]"
CEO,0.2115782255928233,-0.04121570883787762,-0.04834574127910631,-0.06641555263359727,-0.013176642799120265,-0.017897083520441608,0.0563369949817798,-0.26392268514038697,0.021259257433847357,-0.04092291885098016
accountant,0.36899430412090206,-0.0616591577841175,-0.07448756204895994,-0.09765982900711333,-0.024876775846830033,-0.018847963571085966,-0.023742223168404707,-0.203479065262821,0.0043241941370680825,0.0005991674229393756
administrator,-0.3730289017792367,-0.06134432985802982,0.09287819471796173,0.05619033365028492,0.1772178629059655,-0.012553091089473056,-7.933177407283033e-05,-0.05675254576020463,0.024623322540616742,0.0476017418170714
agronomist,-0.8724624427558023,0.02543538262100167,0.0548684998952607,0.06938100292054682,0.05512709425319308,0.01234467622243575,0.01122187802191729,0.07766278100979004,0.03880574412142569,0.010962932969663976
bodyguard,1.551864143381752,-0.058443338074698266,0.03847066744401688,-0.0003838759525281246,0.01668074724465294,-0.030034255212998087,-0.024251181829385914,-0.12803649439734502,-0.06188336632548169,-0.019584220147695612
bookbinder,-0.22754838311169062,-0.0017602038424742498,-0.12707087921609958,-0.11785040026313649,-0.059045382383435124,0.008512374732424173,-0.003016596908869615,0.08541968170307201,0.0176504563441416,0.016553392243357834
builder,0.7582091704220368,0.024753380639957013,-0.14623281654391906,-0.12672309391702632,-0.021469169251842564,0.026823814897110134,-0.01872225233672248,0.01468769467016117,-0.07449023615594635,-0.006587554608447295
cashier,-0.8031148777353363,-0.03983897987850778,0.08434920254765252,0.06623205968831647,-0.04529045033021711,-0.027414795102597186,-0.044643904617710145,-0.17077391483262463,0.061691926516096486,0.0619951653572099
chauffeur,1.400800112340373,-0.006179037915144729,-0.09226099511168945,-0.0938416903444093,-0.13011347993295463,-0.011094303303033057,-0.011171332009081481,0.023316980028239766,-0.05193736057599245,-0.04060102707497344
colonel,1.5200600198581473,-0.002258751797290918,-0.08704399029340798,-0.08545917901326051,-0.2103024695682247,-0.0153510547038796,-0.06838095909644926,-0.3361851118521497,-0.09385452994018799,-0.040369162187926876
doctor,0.13862641894381078,0.028893062653263375,-0.059082465281294266,-0.04039753254475981,-0.08580565513245181,0.007342888159861858,-0.006565160446949799,0.1561075596065519,-0.0025572456370105932,-0.030780694684214144
electrician,1.3169476295491753,-0.00958088745799025,-0.07816524583749021,-0.08458500185842213,-0.1268288303090255,-0.014272167758235938,-0.013951494750635658,0.0967513336729248,-0.04672169918350019,-0.10602320808718994
farmer,1.508108292978513,0.06634845506678545,-0.14163069543192097,-0.1077855231074612,-0.1081151927459362,0.027777586384994966,0.017268476297204613,0.15749459934142135,-0.10527973856089579,-0.08289789116474276
farmhand,1.1992377720233311,0.037297185808113184,-0.11242030050061813,-0.09124788260283782,-0.11502002569631985,0.01588074534311049,-0.006307396375102595,0.0064995576354890516,-0.08683691433131778,-0.03734377929377086
fisherman,1.9689027386597262,-0.037590526858735346,0.046609849860438285,0.010422022112140314,0.06821759850964482,-0.02602450267478152,0.043365023300475966,0.5213686127363325,-0.033621409817180634,-0.06954695109109187
