,Group,C(profession)[T.carpenter],C(profession)[T.cashier],C(profession)[T.ceo],C(profession)[T.cleaner],C(profession)[T.cook],C(profession)[T.designer],C(profession)[T.driver],C(profession)[T.lawyer],C(profession)[T.manager],C(profession)[T.receptionist],C(profession)[T.salesperson],C(profession)[T.secretary],C(profession)[T.teacher],C(syntactic_role)[T.subject]
Group,0.009324529029322346,0.0011856499535752676,-0.0001639649268985459,0.0008469627341625291,-0.0005426503463351958,0.00016804474065531532,0.00032530835706650447,0.0001618928922116388,-6.028950297336541e-05,6.545427907888797e-05,-9.59827185674269e-06,-4.865691683566024e-05,-0.0002313891857808632,-0.00036337429769899715,-0.00013387347545895645
C(profession)[T.carpenter],0.0011856499535752676,0.00399991615768253,0.000580260780863493,-0.0014931872179177242,0.0013569578238987702,-0.00010070266220341682,-0.00042325584111062303,-8.808500584592365e-05,0.0003676188594332624,0.00010971396346735975,0.0002636493710395821,0.00034376001831947135,0.0007185502945497945,0.0009892563764216926,0.00032680999944637837
C(profession)[T.cashier],-0.0001639649268985459,0.000580260780863493,0.009035071526202032,0.0002980273821996189,-0.0006535199463723781,-0.00016686648798152178,-5.9179120774033193e-05,-0.0001710790094580155,-0.0003232199669405832,-0.00023711602795479698,-0.00028850878997165513,-0.00031525447178452464,-0.00044038167790576256,-0.0005307594114082447,-0.00010839093535754155
C(profession)[T.ceo],0.0008469627341625291,-0.0014931872179177242,0.0002980273821996189,0.007486130940048738,0.000519334769097051,-9.528547846271694e-05,-0.0002312895181973411,-8.996526353769507e-05,0.00010218155333932769,-6.563639740175131e-06,5.83429823518709e-05,9.21215105711486e-05,0.00025015124009700857,0.0003642940330468891,0.00013872537441393632
C(profession)[T.cleaner],-0.0005426503463351958,0.0013569578238987702,-0.0006535199463723781,0.000519334769097051,0.00747651762419095,-0.00018288141661679553,-8.373804958336328e-05,-0.00018675971333532873,-0.0003268296879266985,-0.00024755730299157115,-0.00029487252296232243,-0.00031949618140368104,-0.0004346956968532106,-0.0005179027900961817,-0.00010078374563028462
C(profession)[T.cook],0.00016804474065531532,-0.00010070266220341682,-0.00016686648798152178,-9.528547846271694e-05,-0.00018288141661679553,0.00963761869543868,-0.00013848900104454612,-0.00014641187754134,-0.00015718395274523479,-0.00015108751348624598,-0.00015472628838646824,-0.00015661996975016,-0.00016547938339353527,-0.00017187842122066895,-7.130990361844905e-06
C(profession)[T.designer],0.00032530835706650447,-0.00042325584111062303,-5.9179120774033193e-05,-0.0002312895181973411,-8.373804958336328e-05,-0.00013848900104454612,0.009544847122534426,-0.00013371463575931336,-0.00011912748610990678,-0.00012738306083602384,-0.00012245556515808487,-0.00011989121122239242,-0.00010789411779641778,-9.922877517319817e-05,1.1280384742833593e-05
C(profession)[T.driver],0.0001618928922116388,-8.808500584592365e-05,-0.0001710790094580155,-8.996526353769507e-05,-0.00018675971333532873,-0.00014641187754134,-0.00013371463575931336,0.009642675050137163,-0.00015535250101064696,-0.00014741318927718184,-0.00015215191741567004,-0.00015461803346010155,-0.00016615552997297636,-0.00017448891179612942,-9.462905118443598e-06
C(profession)[T.lawyer],-6.028950297336541e-05,0.0003676188594332624,-0.0003232199669405832,0.00010218155333932769,-0.0003268296879266985,-0.00015718395274523479,-0.00011912748610990678,-0.00015535250101064696,0.009423164199756735,-0.00017066521932860833,-0.00018668859664957514,-0.00019502743921372901,-0.00023403994521925545,-0.00026221816465132815,-3.376033236255177e-05
C(profession)[T.manager],6.545427907888797e-05,0.00010971396346735975,-0.00023711602795479698,-6.563639740175131e-06,-0.00024755730299157115,-0.00015108751348624598,-0.00012738306083602384,-0.00014741318927718184,-0.00017066521932860833,0.009602810091692783,-0.00016030473184300035,-0.00016481295643467264,-0.00018590426948097145,-0.00020113824719637726,-1.7963550681324116e-05
C(profession)[T.receptionist],-9.59827185674269e-06,0.0002636493710395821,-0.00028850878997165513,5.83429823518709e-05,-0.00029487252296232243,-0.00015472628838646824,-0.00012245556515808487,-0.00015215191741567004,-0.00018668859664957514,-0.00016030473184300035,0.009521325147880913,-0.00017228736727151905,-0.00020052965123170625,-0.000220928681085891,-2.4333721327704435e-05
C(profession)[T.salesperson],-4.865691683566024e-05,0.00034376001831947135,-0.00031525447178452464,9.21215105711486e-05,-0.00031949618140368104,-0.00015661996975016,-0.00011989121122239242,-0.00015461803346010155,-0.00019502743921372901,-0.00016481295643467264,-0.00017228736727151905,0.009467841969354894,-0.00019886633689241117,-0.00021990784817794518,-2.5204834623938705e-05
C(profession)[T.secretary],-0.0002313891857808632,0.0007185502945497945,-0.00044038167790576256,0.00025015124009700857,-0.0004346956968532106,-0.00016547938339353527,-0.00010789411779641778,-0.00016615552997297636,-0.00023403994521925545,-0.00018590426948097145,-0.00020052965123170625,-0.00019886633689241117,0.00906291811419364,-0.00022695677452212984,-2.968581212621869e-05
C(profession)[T.teacher],-0.00036337429769899715,0.0009892563764216926,-0.0005307594114082447,0.0003642940330468891,-0.0005179027900961817,-0.00017187842122066895,-9.922877517319817e-05,-0.00017448891179612942,-0.00026221816465132815,-0.00020113824719637726,-0.000220928681085891,-0.00021990784817794518,-0.00022695677452212984,0.008715651363356332,-8.778904092456803e-06
C(syntactic_role)[T.subject],-0.00013387347545895645,0.00032680999944637837,-0.00010839093535754155,0.00013872537441393632,-0.00010078374563028462,-7.130990361844905e-06,1.1280384742833593e-05,-9.462905118443598e-06,-3.376033236255177e-05,-1.7963550681324116e-05,-2.4333721327704435e-05,-2.5204834623938705e-05,-2.968581212621869e-05,-8.778904092456803e-06,0.010105598620220018
