step,current_model,candidate_term,full_model,reduced_model,lr_stat,df_diff,p_value,candidate_model
0,selected_mixed__current,C(tense):C(syntactic_role),selected_mixed__current,selected_mixed__candidate__0__C_tense_C_syntactic_role_,72.80449698228767,5,2.67011599083597e-14,selected_mixed__candidate__0__C_tense_C_syntactic_role_
0,selected_mixed__current,C(tense):C(valence),selected_mixed__current,selected_mixed__candidate__0__C_tense_C_valence_,41.7260507408937,5,6.692188260366024e-08,selected_mixed__candidate__0__C_tense_C_valence_
0,selected_mixed__current,C(tense):C(dominance),selected_mixed__current,selected_mixed__candidate__0__C_tense_C_dominance_,28.413355808210326,5,3.0215047747358338e-05,selected_mixed__candidate__0__C_tense_C_dominance_
0,selected_mixed__current,C(tense):C(semantic_role),selected_mixed__current,selected_mixed__candidate__0__C_tense_C_semantic_role_,6.262233802750416,5,0.281532208642187,selected_mixed__candidate__0__C_tense_C_semantic_role_
0,selected_mixed__current,C(syntactic_role):C(valence),selected_mixed__current,selected_mixed__candidate__0__C_syntactic_role_C_valence_,32.26678471568448,1,1.3439112838022449e-08,selected_mixed__candidate__0__C_syntactic_role_C_valence_
0,selected_mixed__current,C(syntactic_role):C(dominance),selected_mixed__current,selected_mixed__candidate__0__C_syntactic_role_C_dominance_,0.9092933495776379,1,0.34030198340225587,selected_mixed__candidate__0__C_syntactic_role_C_dominance_
0,selected_mixed__current,C(syntactic_role):C(semantic_role),selected_mixed__current,selected_mixed__candidate__0__C_syntactic_role_C_semantic_role_,3.0774331485372386,1,0.0793857222821371,selected_mixed__candidate__0__C_syntactic_role_C_semantic_role_
0,selected_mixed__current,C(valence):C(dominance),selected_mixed__current,selected_mixed__candidate__0__C_valence_C_dominance_,151.31532922316546,1,8.942689611371482e-35,selected_mixed__candidate__0__C_valence_C_dominance_
0,selected_mixed__current,C(valence):C(semantic_role),selected_mixed__current,selected_mixed__candidate__0__C_valence_C_semantic_role_,5.596388359394041,1,0.01799754203745125,selected_mixed__candidate__0__C_valence_C_semantic_role_
0,selected_mixed__current,C(dominance):C(semantic_role),selected_mixed__current,selected_mixed__candidate__0__C_dominance_C_semantic_role_,4.939797305640241,1,0.026245114196626822,selected_mixed__candidate__0__C_dominance_C_semantic_role_
1,selected_mixed__current,C(tense):C(syntactic_role),selected_mixed__current,selected_mixed__candidate__1__C_tense_C_syntactic_role_,72.79460430552717,5,2.6828239122243106e-14,selected_mixed__candidate__1__C_tense_C_syntactic_role_
1,selected_mixed__current,C(tense):C(valence),selected_mixed__current,selected_mixed__candidate__1__C_tense_C_valence_,41.720353187891305,5,6.709969644573013e-08,selected_mixed__candidate__1__C_tense_C_valence_
1,selected_mixed__current,C(tense):C(dominance),selected_mixed__current,selected_mixed__candidate__1__C_tense_C_dominance_,28.409461263094272,5,3.0268139342896676e-05,selected_mixed__candidate__1__C_tense_C_dominance_
1,selected_mixed__current,C(tense):C(semantic_role),selected_mixed__current,selected_mixed__candidate__1__C_tense_C_semantic_role_,6.261331167705066,5,0.28161436083855634,selected_mixed__candidate__1__C_tense_C_semantic_role_
1,selected_mixed__current,C(syntactic_role):C(valence),selected_mixed__current,selected_mixed__candidate__1__C_syntactic_role_C_valence_,32.26236772349512,1,1.3469697951905817e-08,selected_mixed__candidate__1__C_syntactic_role_C_valence_
1,selected_mixed__current,C(syntactic_role):C(semantic_role),selected_mixed__current,selected_mixed__candidate__1__C_syntactic_role_C_semantic_role_,3.0769630699433037,1,0.07940867307720695,selected_mixed__candidate__1__C_syntactic_role_C_semantic_role_
1,selected_mixed__current,C(valence):C(dominance),selected_mixed__current,selected_mixed__candidate__1__C_valence_C_dominance_,151.29491768372827,1,9.035025560844728e-35,selected_mixed__candidate__1__C_valence_C_dominance_
1,selected_mixed__current,C(valence):C(semantic_role),selected_mixed__current,selected_mixed__candidate__1__C_valence_C_semantic_role_,5.595577138039516,1,0.018005878063188548,selected_mixed__candidate__1__C_valence_C_semantic_role_
1,selected_mixed__current,C(dominance):C(semantic_role),selected_mixed__current,selected_mixed__candidate__1__C_dominance_C_semantic_role_,4.939092835498741,1,0.026255813283424446,selected_mixed__candidate__1__C_dominance_C_semantic_role_
2,selected_mixed__current,C(tense):C(syntactic_role),selected_mixed__current,selected_mixed__candidate__2__C_tense_C_syntactic_role_,72.72678196168272,5,2.7715890002528418e-14,selected_mixed__candidate__2__C_tense_C_syntactic_role_
2,selected_mixed__current,C(tense):C(valence),selected_mixed__current,selected_mixed__candidate__2__C_tense_C_valence_,41.68140441162541,5,6.832791470571075e-08,selected_mixed__candidate__2__C_tense_C_valence_
2,selected_mixed__current,C(tense):C(dominance),selected_mixed__current,selected_mixed__candidate__2__C_tense_C_dominance_,28.382920612937596,5,3.063242201165462e-05,selected_mixed__candidate__2__C_tense_C_dominance_
2,selected_mixed__current,C(syntactic_role):C(valence),selected_mixed__current,selected_mixed__candidate__2__C_syntactic_role_C_valence_,32.23223291996692,1,1.3680232722208955e-08,selected_mixed__candidate__2__C_syntactic_role_C_valence_
2,selected_mixed__current,C(syntactic_role):C(semantic_role),selected_mixed__current,selected_mixed__candidate__2__C_syntactic_role_C_semantic_role_,3.0740968174868613,1,0.07954876779388997,selected_mixed__candidate__2__C_syntactic_role_C_semantic_role_
2,selected_mixed__current,C(valence):C(dominance),selected_mixed__current,selected_mixed__candidate__2__C_valence_C_dominance_,151.15475059490564,1,9.69538308066314e-35,selected_mixed__candidate__2__C_valence_C_dominance_
2,selected_mixed__current,C(valence):C(semantic_role),selected_mixed__current,selected_mixed__candidate__2__C_valence_C_semantic_role_,5.590398923435714,1,0.018059182876027858,selected_mixed__candidate__2__C_valence_C_semantic_role_
2,selected_mixed__current,C(dominance):C(semantic_role),selected_mixed__current,selected_mixed__candidate__2__C_dominance_C_semantic_role_,4.934520726630581,1,0.026325362098749687,selected_mixed__candidate__2__C_dominance_C_semantic_role_
3,selected_mixed__current,C(tense):C(syntactic_role),selected_mixed__current,selected_mixed__candidate__3__C_tense_C_syntactic_role_,72.693496117201,5,2.8162202834414285e-14,selected_mixed__candidate__3__C_tense_C_syntactic_role_
3,selected_mixed__current,C(tense):C(valence),selected_mixed__current,selected_mixed__candidate__3__C_tense_C_valence_,41.66228474123636,5,6.893900958210121e-08,selected_mixed__candidate__3__C_tense_C_valence_
3,selected_mixed__current,C(tense):C(dominance),selected_mixed__current,selected_mixed__candidate__3__C_tense_C_dominance_,28.369888796725718,5,3.081287847042299e-05,selected_mixed__candidate__3__C_tense_C_dominance_
3,selected_mixed__current,C(syntactic_role):C(valence),selected_mixed__current,selected_mixed__candidate__3__C_syntactic_role_C_valence_,32.217437803177745,1,1.3784801028958758e-08,selected_mixed__candidate__3__C_syntactic_role_C_valence_
