,Group,C(tense)[T.past perfect],C(tense)[T.present continuous],C(tense)[T.present perfect],C(tense)[T.simple future],C(tense)[T.simple past],C(semantic_role)[T.patient],C(syntactic_role)[T.subject],"C(valence, Treatment(reference='-val'))[T.+val]","C(dominance, Treatment(reference='-dom'))[T.+dom]"
housekeeper,-3.6733325327430655,0.04871853013774796,-0.03260925154918237,0.12725791820509202,0.1994833018039201,0.02527034492037159,-0.10410787452596498,0.8824582201480315,0.08897520434018212,0.10207397738465532
manager,0.2432108947665328,8.108896532460497e-05,-0.02043562001158751,-0.019885389163898447,0.03404081102462325,-0.026240850284534295,0.09997751607872259,-0.16322427814960092,-0.06579616268538607,-0.03303734358168711
midwife,-3.486265692354321,0.056612634461298765,-0.1457750358675222,0.04923613564500695,-0.18539915429407985,-0.008861522323350843,-0.03912161242000645,0.010524716476423557,0.08000523568389205,0.05738372683873526
molder,-0.2776759143926014,0.028275946399043038,-0.10421180604917094,-0.05365496198868343,-0.0773338703092036,-0.0017558621870664287,0.009487922401028692,0.06227535614909732,-0.03465197161035674,0.0005514427254076498
nurse,-2.8424422118957406,0.06601133106161985,-0.02391193824059997,0.11671662906611358,0.1370870118230817,0.0106504618384005,-0.1359018190044594,0.08450808964849482,0.08489913687512946,0.042900195508760515
paralegal,-1.7251199972449973,-0.038526168149700155,0.08140671957716938,0.09721418142884874,0.14383916091972723,-0.019538979006848915,-0.038302697358345975,0.34558198837651566,0.02044307008886996,-0.01276695669544739
programmer,0.34113868613612186,0.02174536566393625,0.00347755984780726,-0.016714406310634075,-0.10500525743337492,0.006420065775543186,-0.1034871662711515,0.22334913962005165,0.08174866358179816,-0.018882650434159952
salesperson,-0.3902724780288216,-0.017500773761214318,0.19554000655045925,0.15951144995356892,0.4344061774995433,0.002622926574867116,-0.02222714142416825,0.025037630003684093,0.013176441273747397,0.004359964018857236
scientist,0.2204207835285022,0.022827218190406083,-0.05867728277104885,-0.047502082869661094,-0.20112877195580936,-0.007601864737696244,-0.05010812400172211,-0.053608432078462484,0.0396795937278715,-0.008233420486092404
scrivener,0.2467916423808983,0.15107880245479116,-0.3939238907134544,-0.21468711383050543,-0.26108568688502487,0.11926622209143437,-0.07912197608744664,0.28174127093042584,-0.037081412392611514,0.1394243746191513
secretary,-2.659138406079631,0.03918460408504526,-0.025336914840458802,0.13367781131092213,0.3930828373699358,0.04788518194675703,-0.1608964583512026,0.4310004006585847,-0.03685614705323922,0.13588209312258218
sergeant,0.972206331969748,0.07294747092314158,-0.1679446995082591,-0.14575575721268247,-0.07297860781360008,0.043267553720828834,0.09447366716373616,-0.20673144293232182,-0.045961861225167586,0.01767503525705466
soldier,1.076369785891623,-0.003025566307035774,0.011968716674810179,-0.01636704426239166,0.005743494545693808,0.046246301554814004,0.006650127918412817,-0.18555395185199902,-0.0019467574205594453,0.02951941953839484
solicitor,-0.1845738185746674,-0.012482286059111534,0.04074784484507927,0.028743688845176175,0.15072789403960377,-0.02392766735326358,-0.006897087127511409,-0.046638918737747385,-0.04679068697726228,-0.013327343973268742
teacher,-1.5550222719219324,0.016058476916525226,0.022205909081905922,0.07398671092442632,0.22185871995448936,-0.00582364644252658,-0.06393173867757862,0.2935233902690144,-0.0011879462783315545,-0.0001252041830517997
tradesperson,-0.2875994326883218,-0.052353869171795624,0.30170695016516547,0.23413231047707103,0.5814884608076034,0.024449504129363836,-0.013310257122673967,0.11833210285916493,0.030662108523991594,0.03427113894735169
welder,0.8127454212439369,-0.05461832160288955,0.05135406863708314,-0.05120394230519816,-0.1020188535697002,-0.057445150259291006,0.0782181938787079,0.13072699599186915,-0.01743543901798527,-0.1020854310904164
