predictor,shapley_r2,mc_standard_error,relative_r2,permutations,random_state,baseline_r2,full_r2
profession_embedding,0.4915371483187438,0.00017035961089091685,0.9586655437343827,500,0,0.0,0.5127305884010512
log_frequency,0.009982062040218528,0.0001724819335019937,0.01946843481943911,500,0,0.0,0.5127305884010512
C(tense),0.006409707424659999,7.618383737378098e-18,0.012501121582483798,500,0,0.0,0.5127305884010512
lex_emb_norm,0.004223804033329666,0.00010247703756753998,0.008237862395730253,500,0,0.0,0.5127305884010512
C(syntactic_role),0.0004978584682764567,5.7685372534730885e-18,0.0009709942795280203,500,0,0.0,0.5127305884010512
"C(dominance, Treatment(reference='-dom'))",4.6426537297069804e-05,6.3988498875023124e-18,9.054762549246538e-05,500,0,0.0,0.5127305884010512
C(semantic_role),3.358157852479393e-05,8.202073312413903e-18,6.549556294177412e-05,500,0,0.0,0.5127305884010512
