predictor,shapley_r2,mc_standard_error,relative_r2,permutations,random_state,full_r2
male_perc:C(semantic_role),0.11511454536422504,0.009691707198243218,0.21290788185440246,500,0,0.5406777070045081
male_perc,0.10661592603606564,0.009427862951686943,0.19718942478088278,500,0,0.5406777070045081
"male_perc:C(dominance, Treatment(reference='-dom'))",0.10374483681466269,0.009323123183578162,0.19187925721856638,500,0,0.5406777070045081
male_perc:C(tense),0.10173894193459758,0.009141102577586118,0.18816929312336025,500,0,0.5406777070045081
"male_perc:C(valence, Treatment(reference='-val'))",0.09990362385374327,0.009178272615949168,0.1847748160493517,500,0,0.5406777070045081
"C(valence, Treatment(reference='-val')):C(syntactic_role)",0.0020853866239499644,0.0001139946917180189,0.003856986513284478,500,0,0.5406777070045081
C(syntactic_role):C(tense),0.0019889368212040463,0.00012077318773395186,0.003678599645291946,500,0,0.5406777070045081
C(semantic_role):C(syntactic_role),0.0018698873636824698,8.252836769754482e-05,0.003458414022731066,500,0,0.5406777070045081
"C(valence, Treatment(reference='-val')):C(tense)",0.0017423544616982274,9.920466271516076e-05,0.003222538009475763,500,0,0.5406777070045081
C(semantic_role):C(tense),0.0013868782130904008,7.611424414585636e-05,0.0025650737863302307,500,0,0.5406777070045081
"C(dominance, Treatment(reference='-dom')):C(tense)",0.0011339781744655125,7.215717259197792e-05,0.002097327409239859,500,0,0.5406777070045081
"C(dominance, Treatment(reference='-dom')):C(syntactic_role)",0.0010392540411742275,8.26386382310272e-05,0.0019221322198245587,500,0,0.5406777070045081
C(syntactic_role),0.0007874143620109031,7.574935978267596e-05,0.0014563470100762593,500,0,0.5406777070045081
"C(valence, Treatment(reference='-val'))",0.0007356553043975888,4.822838568132265e-05,0.0013606170457319319,500,0,0.5406777070045081
C(tense),0.0006472086047256296,6.447643729486354e-05,0.001197032162304841,500,0,0.5406777070045081
C(semantic_role),8.449171142418099e-05,5.293397145368858e-06,0.00015627001137569836,500,0,0.5406777070045081
"C(dominance, Treatment(reference='-dom'))",5.838731939065367e-05,3.6416715503319697e-06,0.00010798913776958598,500,0,0.5406777070045081
