predictor,shapley_r2,mc_standard_error,relative_r2,permutations,random_state,full_r2,utility
log_frequency:lex_emb_norm,0.05846003077403238,0.0003888161823564011,0.4210654255783982,500,0,0.13883835438098135,OLS fixed-effect R2
C(tense):C(syntactic_role),0.00909917666829906,0.0005687883257131591,0.0655379178820453,500,0,0.13883835438098135,OLS fixed-effect R2
"C(syntactic_role):C(valence, Treatment(reference='-val'))",0.005610405939740263,0.0004613395599043615,0.0404096257461029,500,0,0.13883835438098135,OLS fixed-effect R2
"C(syntactic_role):C(dominance, Treatment(reference='-dom'))",0.005141682030621023,0.0004289973066031602,0.03703358523331325,500,0,0.13883835438098135,OLS fixed-effect R2
C(semantic_role):C(syntactic_role),0.005079791629445983,0.00041829827448124643,0.036587812151004824,500,0,0.13883835438098135,OLS fixed-effect R2
C(tense):lex_emb_norm,0.004880814343491591,0.0004545631305701568,0.03515465423983868,500,0,0.13883835438098135,OLS fixed-effect R2
C(syntactic_role):lex_emb_norm,0.004789066265374938,0.00043815711298846635,0.03449382763665891,500,0,0.13883835438098135,OLS fixed-effect R2
C(syntactic_role),0.004648963342348307,0.0004162323630233999,0.03348471942840271,500,0,0.13883835438098135,OLS fixed-effect R2
"C(tense):C(valence, Treatment(reference='-val'))",0.0046371912360687875,0.0003359370419138393,0.03339992941247371,500,0,0.13883835438098135,OLS fixed-effect R2
"C(valence, Treatment(reference='-val')):lex_emb_norm",0.004619138680206952,0.0004499044499754474,0.03326990370061387,500,0,0.13883835438098135,OLS fixed-effect R2
"C(tense):C(dominance, Treatment(reference='-dom'))",0.003980471512493105,0.0003172805764657428,0.028669826362032757,500,0,0.13883835438098135,OLS fixed-effect R2
lex_emb_norm,0.003825190319201492,0.00042546016106326327,0.027551394830746295,500,0,0.13883835438098135,OLS fixed-effect R2
"C(dominance, Treatment(reference='-dom')):lex_emb_norm",0.003704325414834202,0.00041768003176723264,0.026680850773189775,500,0,0.13883835438098135,OLS fixed-effect R2
C(tense),0.003490490636589418,0.000306769971187828,0.025140679981061197,500,0,0.13883835438098135,OLS fixed-effect R2
C(semantic_role):lex_emb_norm,0.003411730747844711,0.0003981108121656898,0.02457340237901915,500,0,0.13883835438098135,OLS fixed-effect R2
C(tense):C(semantic_role),0.003284894178476415,0.00029749132868965247,0.023659846683737367,500,0,0.13883835438098135,OLS fixed-effect R2
C(tense):log_frequency,0.0017222749282782865,0.00012393215470894899,0.012404892984774608,500,0,0.13883835438098135,OLS fixed-effect R2
C(syntactic_role):log_frequency,0.0013313249743250272,0.00012020825882298449,0.009589028768461098,500,0,0.13883835438098135,OLS fixed-effect R2
C(semantic_role):log_frequency,0.001181177936199954,0.00012146936719888417,0.008507576609261198,500,0,0.13883835438098135,OLS fixed-effect R2
"C(valence, Treatment(reference='-val')):log_frequency",0.001106152956575528,0.000114918271428315,0.007967200140821126,500,0,0.13883835438098135,OLS fixed-effect R2
"C(dominance, Treatment(reference='-dom')):log_frequency",0.0011021787117044257,0.00011554509719769247,0.007938575162595033,500,0,0.13883835438098135,OLS fixed-effect R2
log_frequency,0.0010506787867470913,0.0001131787233174613,0.007567640738984569,500,0,0.13883835438098135,OLS fixed-effect R2
"C(valence, Treatment(reference='-val')):C(dominance, Treatment(reference='-dom'))",0.0008603582366439775,6.328740743245764e-05,0.006196834012329902,500,0,0.13883835438098135,OLS fixed-effect R2
"C(semantic_role):C(valence, Treatment(reference='-val'))",0.0006750967561358458,6.169207506183356e-05,0.004862465844872642,500,0,0.13883835438098135,OLS fixed-effect R2
"C(valence, Treatment(reference='-val'))",0.0006727220093170489,6.099375241327491e-05,0.004845361444367574,500,0,0.13883835438098135,OLS fixed-effect R2
"C(semantic_role):C(dominance, Treatment(reference='-dom'))",0.0003878095269341415,6.966028725197584e-06,0.002793244911776808,500,0,0.13883835438098135,OLS fixed-effect R2
C(semantic_role),6.013517918963296e-05,5.350619864372064e-06,0.00043313088416921283,500,0,0.13883835438098135,OLS fixed-effect R2
"C(dominance, Treatment(reference='-dom'))",2.5080659861586474e-05,2.177672585560866e-06,0.00018064647894603774,500,0,0.13883835438098135,OLS fixed-effect R2
