,Group,C(tense)[T.past perfect],C(tense)[T.present continuous],C(tense)[T.present perfect],C(tense)[T.simple future],C(tense)[T.simple past],C(semantic_role)[T.patient],C(syntactic_role)[T.subject],"C(valence, Treatment(reference='-val'))[T.+val]","C(dominance, Treatment(reference='-dom'))[T.+dom]"
Group,2.424501510465558,-0.023940988319060184,-0.13711589024578272,-0.08060241502853484,-0.20057732826675911,0.04035139163268239,0.09546501790079713,-0.17498834285025724,-0.1345485155152836,0.03597665919334458
C(tense)[T.past perfect],-0.023940988319060184,0.003225448216791579,0.0004427720862688718,0.0025670170619954765,0.0022068954497786986,0.0011788864291222062,-0.003862004503502338,0.0016667341348050313,-0.0012409709607453818,0.0017100093890227203
C(tense)[T.present continuous],-0.13711589024578272,0.0004427720862688718,0.02488191271388944,0.012832389597456742,0.0274122065038642,-0.004392206618933395,-0.0074108238976525985,0.010492516554091504,0.014452163438155575,-0.004766095967116134
C(tense)[T.present perfect],-0.08060241502853484,0.0025670170619954765,0.012832389597456742,0.02407486970966173,0.01764468326261383,0.009377904965101692,-0.005891044719233014,0.0042326900307807416,0.006798459797296701,-0.0018766976623097503
C(tense)[T.simple future],-0.20057732826675911,0.0022068954497786986,0.0274122065038642,0.01764468326261383,0.15075324247207367,-0.016400141977211558,-0.014417091316775484,0.01693695582647581,0.012168542761973693,0.01204746678036844
C(tense)[T.simple past],0.04035139163268239,0.0011788864291222062,-0.004392206618933395,0.009377904965101692,-0.016400141977211558,0.010674128925162623,0.0002045688434263567,-0.004734057803809521,-0.0026971152036223437,-0.0012651561286301644
C(semantic_role)[T.patient],0.09546501790079713,-0.003862004503502338,-0.0074108238976525985,-0.005891044719233014,-0.014417091316775484,0.0002045688434263567,0.010321871097550487,-0.006406716832894947,-0.0050798010004701865,0.0013788098446360201
C(syntactic_role)[T.subject],-0.17498834285025724,0.0016667341348050313,0.010492516554091504,0.0042326900307807416,0.01693695582647581,-0.004734057803809521,-0.006406716832894947,0.04969253166704581,0.008409975598717083,-0.003195840695524722
"C(valence, Treatment(reference='-val'))[T.+val]",-0.1345485155152836,-0.0012409709607453818,0.014452163438155575,0.006798459797296701,0.012168542761973693,-0.0026971152036223437,-0.0050798010004701865,0.008409975598717083,0.012905476369965823,-0.006582555527651111
"C(dominance, Treatment(reference='-dom'))[T.+dom]",0.03597665919334458,0.0017100093890227203,-0.004766095967116134,-0.0018766976623097503,0.01204746678036844,-0.0012651561286301644,0.0013788098446360201,-0.003195840695524722,-0.006582555527651111,0.008973017355583597
