,Group,C(tense)[T.past perfect],C(tense)[T.present continuous],C(tense)[T.present perfect],C(tense)[T.simple future],C(tense)[T.simple past],C(semantic_role)[T.patient],C(syntactic_role)[T.subject],"C(valence, Treatment(reference='-val'))[T.+val]","C(dominance, Treatment(reference='-dom'))[T.+dom]"
CEO,0.13285009082846655,-0.008013278062721466,0.02537585322039211,-0.04082341649459433,-0.12517832024053516,-0.021472573670645378,0.0046119421881980205,0.14131642943644254,0.00933857161892511,-0.029182092843562532
accountant,-0.012892489461977519,0.005204843990367858,-0.008762520398007317,-0.0257659015258397,0.12100627460355787,-0.015136934689022002,-0.05488746595428749,0.2554070858615042,0.003878721556324266,-0.04255515457845928
administrator,-0.5709437045150108,0.00512171357051415,0.2661334641307665,0.20496574634419273,0.7444468070494548,-0.029946498609669785,-0.10783930032151001,-0.1439714588246261,0.1245759827151362,-0.005916138963439649
agronomist,0.6011555122791128,0.00934497027552228,-0.0002958625777838009,0.10512572347028522,0.22152126137550643,0.07086627317838973,-0.048297803533216506,0.006151153928753317,-0.013211050580570677,-0.006987354329777401
bodyguard,0.7809249732974419,-0.04157671980736214,-0.15645925528983234,-0.19803604757791013,-0.31103343615707035,-0.043630261064864756,0.10118404112195234,0.18988030681321855,-0.07539153035014978,0.03722433000758459
bookbinder,0.28938815124516304,0.04558155667742863,-0.25891566020992773,-0.18204329897325405,-0.35189723528191796,-0.005953583242031511,0.050535543158487586,-0.08475411858655134,-0.1601688378530171,0.0968158321005636
builder,2.1070846803910728,-0.04606700838371385,-0.19375846699697016,-0.17676872672825839,-0.2022118974192255,-0.020018817976869836,0.15468155244946138,-0.3769006876214987,-0.1372675298933217,0.054488580139773556
cashier,-1.684826331582239,-0.029600548553437345,0.15953695811945756,0.060283305424663654,0.2995248707418863,-0.06914875961585953,-0.01957583356661357,0.31526407665583434,0.14068451147660996,-0.07892181712647682
chauffeur,1.3847679319383484,-0.03497620282694439,-0.23937685900340744,-0.2565976628266764,-0.2556695004918526,-0.03730287601959518,0.06101843453123168,-0.2838632784216804,-0.09457108307205786,-0.0252033014380435
colonel,1.0480356264641317,0.0311130241983898,-0.18981168172562984,-0.1402826750729661,-0.16332003387318184,0.0037800496765609884,0.004816386314030578,0.1795480183908983,-0.14677550105540965,0.09567585434251774
doctor,-0.09807177717594273,-0.03865471384361599,-0.030323560950658968,-0.07271493129897677,0.0975445748366181,-0.04627301762304537,0.022961560132408187,0.15571130407840822,0.02206834867587676,-0.03257372888637
electrician,1.252712143673829,-0.04461899864909688,0.0011512467529361248,0.01799906688169825,0.11136774205287518,0.014590540357373644,0.06109861286597164,-0.013527764814229001,-0.021036045315454582,-0.00798843506570418
farmer,1.95983960019175,0.018384622106606196,-0.1432202491829555,-0.20269375114328098,-0.49254979627463935,-0.00728464370697602,0.01915240744599435,-0.36341427155774864,-0.12461546547439951,-0.0011659596194411419
farmhand,1.0275199282318126,-0.012295668502342557,-0.05922081641799731,-0.09838549286272996,-0.21714955395323732,-0.01468374088607384,0.05542624219781665,-0.06223989964297974,-0.06134444511907047,0.03846548021986631
fisherman,3.3147361752150784,-0.08445168586799237,-0.028803480641226203,-0.01033296282500559,-0.6686559896866617,0.11259957528244141,0.1670785197707497,-0.3566725190950331,-0.05592765799803949,-0.11691582372071478
hairdresser,-1.8855950342582064,-0.0643832550572872,0.12377312935257617,0.01509566878246743,0.3122403311828883,-0.09813332139792773,0.04250518647391427,0.16918475065148644,0.1495188894003454,-0.020018266414008112
hawker,0.19429129061015038,0.013033611444202288,0.22109885846395905,0.14482986732668526,0.3469452366151421,0.006497202002786737,-0.11958830140359966,-0.046753675800164374,0.08942428800890825,-0.037909948421422875
housekeeper,-2.9105908669067757,0.05040214762190649,-0.06378491010464256,-0.005863772528068821,0.06304076940237985,-0.014299427837976218,-0.1149464317804012,-0.5542139990222584,0.09072147249812051,0.020069618934885913
manager,-0.6039395127921379,-0.011802392886068392,0.2668936876563082,0.17246049391193474,0.5994359982272898,-0.053728177848783316,-0.035611760682855015,-0.02889264011891321,0.11671893031792366,-0.021133773503290133
midwife,-4.842796068160032,0.007213115778946028,0.06825458161780046,-0.015378810208045615,-0.5114696477267322,-0.02443245751316593,-0.11248066887784809,0.5426003827863329,0.25776965792979023,-0.23822584268749458
molder,0.13661412996416433,0.007280903362707038,0.06480541536359832,0.14156919281587912,-0.08081757558501265,0.0776901007257226,0.01938197453110487,0.12638690775495484,0.003333433952108722,0.004533448069629478
nurse,-2.9656373721121603,-0.002155161396797136,0.15346421123204662,0.07136661803497613,-0.18639992912239017,-0.02957492197706283,-0.021546806138104845,0.15268289724316786,0.17317496173847485,-0.03448421456148015
paralegal,-1.8625913655691535,0.046016276721148254,0.24168884535516577,0.19459890027913151,0.5275985485473897,-0.01927408068757372,-0.16546712284756504,0.3331479386572097,0.13357266303283655,-0.028298087496321997
programmer,2.0282656405231396,0.03269700095191852,-0.29553022005971286,0.46531613614371836,-1.0120051967048374,0.5506780276446581,0.1416086867057636,-0.2068102741452966,-0.18143185629090933,-0.015922393131996268
salesperson,-0.5598075756156439,-0.001945851288231137,0.2770873974007708,0.21391475616137065,0.41175071954417564,-0.007706841185938838,-0.03943101804738246,-0.10808083295257971,0.1172712573735677,-0.003941290906357343
scientist,0.3441979195408572,0.021945795379260266,-0.15441981960263923,-0.11531721775764928,-0.5236046216360998,0.053283471768664444,-0.03505176741457164,0.07205148116255587,-0.04351153931945708,-0.13151344642540103
scrivener,0.7748868441594476,0.12794541484254413,-0.28921887869323104,-0.15338606904910226,-0.3414760404389554,0.03005041307423277,-0.030624652748161285,0.14264415350489446,-0.25877783075898375,0.12340249265671299
secretary,-2.2299218326443353,0.1614166870823629,0.1442098771914848,0.20688991925193134,-0.029815447791964322,0.08332311260032135,-0.25775503165965974,0.01619001443763174,0.045236400538224905,0.08853382061494106
sergeant,1.3220972073230657,-0.0004287319054462682,-0.04768436872521631,-0.10387730511410098,0.3439784829816298,-0.0869283809120172,0.04209340144210438,-0.07508479497784187,-0.11052805214912276,0.1532253710355822
soldier,1.9256852134609135,-0.06095498394704865,-0.17267177740667633,-0.18531937079274444,0.40351008305902014,-0.11523168910784513,0.1785784838582071,0.0349107788289294,-0.1699121855423516,0.19359016444523985
solicitor,-0.26765042143082046,-0.0032689882395349704,0.09420553723893337,-0.0473848795905879,0.29916720176923295,-0.09217498364858627,-0.06255342330548412,0.022081506406614465,0.054306611176579284,-0.03068849316491999
teacher,-1.672628514539608,0.019481799365972254,0.12972940519212578,0.060402570701187784,0.378264039812964,-0.0739807948018991,-0.04754353188674664,0.14376791651960322,0.07815911525726578,0.02416352441469457
tradesperson,0.06241716969242894,-0.010888837176449204,0.09962978489986496,0.12252590173981942,0.3777861187599145,-0.006769161974688728,0.0325341473901854,-0.08961613321432105,0.01584940788891248,0.032251782650979735
welder,1.4804226379354866,-0.1061004569777804,-0.0047798652121713026,-0.1663715749062332,-0.1858748381900336,-0.07027282031009718,0.11393379759838629,-0.2041307543351543,0.028867385605293866,-0.05289473634483082
