,Group,C(tense)[T.past perfect],C(tense)[T.present continuous],C(tense)[T.present perfect],C(tense)[T.simple future],C(tense)[T.simple past],C(semantic_role)[T.patient],C(syntactic_role)[T.subject],"C(valence, Treatment(reference='-val'))[T.+val]","C(dominance, Treatment(reference='-dom'))[T.+dom]"
CEO,0.11426006328654567,-0.07576029191314057,-0.035727925565935945,-0.09554822691037507,-0.12220952291040801,-0.027594548496105913,-0.05746018969265166,0.09327470385152144,-0.025888060472528902,-0.055843417616003775
accountant,0.284636733492139,-0.011995490111179893,-0.048737532738396615,-0.042072368184308,0.0771073868257197,-0.004696957086979713,0.009333177469100251,0.07132212311027254,-0.031142301272944872,-0.0205738918021465
administrator,-0.9360204304040194,0.08840109283428582,0.32571077069818605,0.3349216865720676,0.7573153538567279,0.05928722761736438,0.006926216931133227,-0.11330191417963476,0.10047607593222979,0.0657830413106892
agronomist,-0.4560825663730262,-0.0911861103160555,0.014263446932847278,0.0230035839029323,0.1713393638109829,0.03443765969286153,0.048343584571156985,0.23478176050796443,0.06873412635395204,-0.04744675072461703
bodyguard,0.8988771316435622,-0.02032118615918077,-0.06607018549999501,-0.10223806741923727,-0.30404512496027014,-0.03532398367224425,-0.06278750222812467,0.17292215702962002,-0.04079164839206166,-0.012052935590105736
bookbinder,1.1729116491010814,0.12344050848860505,-0.23405476209214138,-0.14515113028229773,-0.25397867208986313,-0.01958426989575771,0.010341522452103404,-0.3073358544989698,-0.22641935141550762,0.08791994346766273
builder,1.9401146942051328,0.004669732277014595,-0.1317161196244333,-0.1394085468501123,-0.33553399754939717,-0.03524306576841218,-0.03282133923967082,-0.15165187047540446,-0.15418682878120862,-0.033433096712587776
cashier,-1.811022916414009,0.022689027745583026,0.3032679332406886,0.30156382146133626,0.5006145350087496,0.04399445668952117,0.05340396201915361,-0.09951537860207019,0.16674879990575886,0.010708802194199629
chauffeur,1.4488454862796263,0.08186728046126644,-0.06847064757488974,-0.09265418890282012,-0.16345258545302244,-0.0302477003025692,-0.03094341966935788,-0.09758767058700493,0.03677415072613352,0.06255475299276812
colonel,1.6148224428312479,0.044129627672613456,-0.17227931285965667,-0.15270815025020737,-0.41007961354670663,-0.026145143752969703,0.013982568910660494,-0.12643532124958695,-0.035352905696837106,0.002168769962566583
doctor,0.8722998737287622,0.008426035724709601,-0.09461535217917225,-0.08826570585313784,-0.08603104400704054,-0.005041328361803436,0.012417841422996137,-0.017475385174705052,0.014604039070418101,-0.002220804559472
electrician,1.7524628330423844,-0.05350699767227389,-0.1629474246061155,-0.13729490081381251,-0.24163711864270995,-0.006905991326496712,0.021584973795301235,-0.09107325293195866,-0.12865987517755778,-0.1192946371298294
farmer,1.730308545144636,-0.007237791948322157,-0.21416233527589548,-0.20613723305517204,-0.41049516802482505,-0.03373507555232832,0.004502396503112207,-0.19757569022371133,-0.11876071003162988,-0.04191323569325883
farmhand,0.9055346202493679,-0.038316565793041185,-0.10604816522930585,-0.10461710072046854,-0.3600095300595344,-0.01598301329520601,0.018883923354149228,0.05820568010201979,-0.011523322326228921,-0.04435404676532068
fisherman,2.747828638206812,-0.04449673321110344,-0.002134106311434625,-0.045750099910282255,-0.20541867390016091,-0.025516752062218727,0.030923160662774077,-0.029555423535775574,-0.010645446689595606,-0.0782596302529651
hairdresser,-0.9937613376564538,-0.02263136411730892,0.13372277031021057,0.10514633706913082,0.3736366350700175,0.01895214291458706,-0.010518252328285512,0.15193474503570392,0.07982295369826803,0.014800800710905553
hawker,-0.029967341539976072,-0.06244635495890604,0.2284941643495343,0.04573289891213619,0.3110661264360811,-0.045138650122631616,-0.15015261596113336,-0.05321753578788795,0.114131108714639,-0.11152929353614312
housekeeper,-3.0017293549722366,-0.024893980025157914,0.012416147212919653,0.04910744781483048,0.0830553479157211,0.049299554025364636,0.010205475008151364,0.25075018029086127,0.10799354977008274,0.12202369393675681
manager,0.018630977280743588,-0.06947586700808892,0.17821219473320568,0.11919478525992258,0.35556316914086905,0.0102814611398743,0.01754218960583897,0.12665691349104424,0.13537004178911746,-0.09548888529158944
midwife,-3.8959903126566044,-0.1146063749711608,0.17049072653675337,0.15417527894817484,-0.08877472560140852,-0.0017175472659657458,0.052659335825341914,0.19201805726723625,0.11767069814501308,-0.0404534899766764
molder,-0.048081398838054845,0.06540729795202614,0.005445313803024321,0.0853199875737704,0.07467425751701326,0.05301566665843718,0.07517632375940246,0.0164461944257394,0.07135231940402947,0.09186931793858588
nurse,-3.4891600846777537,-0.08423267831364598,0.36887021253784713,0.33784758606442367,0.10160941418241595,0.012157553657236178,0.055813823376707095,0.5255106012513437,0.16600650957156798,0.07731073822922525
paralegal,-2.5885795363589854,-0.05117184017637404,0.3120529706742435,0.29953238381723174,0.31196568703484945,0.022142493038655377,0.06135876413182383,0.260911521259432,0.1574544574926625,-0.007987551787219258
programmer,0.6693342651881724,-0.08868610236740321,-0.10155254212600329,-0.06698073506660371,0.007031173073097696,0.038161734480906165,0.0068564714974566135,0.012127380990794245,-0.12402474273542385,-0.08099387928770274
salesperson,-0.17709841306243934,-0.013886084413292962,0.16181319895553775,0.11088961433506248,0.27787608441335737,-0.003497856088129145,-0.03845049402372091,-0.10977353422522813,0.006898441546494619,-0.05305420431063897
scientist,0.48041167067813517,0.04887862332841972,-0.1818847926452525,-0.16502400705762493,-0.21341576476730043,-0.018283346569501216,-0.02983970542281558,-0.21939137423887511,-0.03994039979753444,-0.00678930112947565
scrivener,1.1023520261309696,0.12329489302640584,-0.34521956817762156,-0.3171871531741309,-0.6892744637120853,-0.07460929390865156,-0.09213710938471005,-0.3092917097519895,-0.24363888439512799,0.09246630612787683
secretary,-2.7863233799222487,0.14412319393124023,0.011919629557372502,0.13590110992486445,0.13618201720697395,0.0565275857024234,0.0699112684507722,-0.17275485705824892,0.0586302865160575,0.18574169565799512
sergeant,0.5877135066084027,0.08302392001550768,-0.077977042736814,-0.054043069763796456,0.09191181605765789,0.0035001602298372243,-0.02505514388595054,-0.07403833061190256,-0.02612038277437202,0.05122979351754428
soldier,1.5240933524359184,0.054497834328696274,-0.14910837236733337,-0.15331626609893861,-0.1364278182803098,-0.0320705473846695,-0.0703847057503212,-0.033275347512899414,-0.148119246495648,0.042250939015573384
solicitor,0.08624911550835868,0.04480263476941093,-0.14702466292069966,-0.1685815933419653,-0.15433600004551812,-0.038173980733128096,-0.05069631746836678,-0.16900464912829313,0.013144203178054537,-0.009128194621179433
teacher,-1.2202514061275769,-0.016176878634189894,0.15098736166320953,0.19270049373833037,0.3214090128832993,0.052144549462306206,0.07102715071340568,0.12449960129223361,0.06681934623128433,0.028789335569375633
tradesperson,0.16266635224242817,-0.025653018120193643,0.10761421826850433,0.09917827020754467,0.34985261703203596,0.03096744589176821,0.012139515156570125,-0.009118121972454568,0.028882863508835135,-0.03663043848515361
welder,1.3197145023760373,-0.020969992320339914,-0.14555020898839122,-0.117236741992678,-0.12709017396836253,-0.005360639561379284,-0.0120868505695602,0.09001160180679521,-0.14629986512864426,-0.03817024536830689
