predictor,unique_r2,relative_r2
profession_embedding_9,0.1817781985147271,0.506736457394855
profession_embedding_5,0.06592990928554021,0.18379040468382737
profession_embedding_10,0.031777979260693145,0.08858631433970449
profession_embedding_6,0.023066081302719366,0.06430047398877019
profession_embedding_3,0.02027615419111195,0.05652309588469979
profession_embedding_8,0.01662367380346297,0.046341209456820576
lex_emb_norm,0.005524533443865831,0.015400540488232225
C(syntactic_role),0.004423676191072534,0.012331720855647335
C(tense),0.0038524321709857423,0.010739284725176363
"C(valence, Treatment(reference='-val'))",0.0023133814603698566,0.006448929164273698
profession_embedding_7,0.0015209575829879807,0.00423991800858742
profession_embedding_1,0.0006757986713767927,0.0018838993204010732
profession_embedding_2,0.0003354513051208041,0.0009351253746286037
C(semantic_role),0.0002499754775862062,0.0006968475261754702
log_frequency,0.00017914597049106806,0.0004993986912894418
"C(dominance, Treatment(reference='-dom'))",0.0001717274099725108,0.0004787182405706033
profession_embedding_4,2.4271887633542377e-05,6.766185634032892e-05
