predictor,shapley_r2,mc_standard_error,relative_r2,permutations,random_state,full_r2
male_perc,0.29463679987213676,0.004661994452047227,0.6579407275416544,500,0,0.44781663079746525
"C(dominance, Treatment(reference='-dom'))",0.07907272125464178,0.004750957323101801,0.1765738827381874,500,0,0.44781663079746525
C(semantic_role),0.07289319550088216,0.004647196287731243,0.1627746503542645,500,0,0.44781663079746525
"C(valence, Treatment(reference='-val'))",0.0012139141698038246,1.86487952346035e-05,0.002710739365892026,500,0,0.44781663079746525
