predictor,unique_r2,relative_r2
profession_embedding_8,0.12991648885939577,0.2952926221335764
profession_embedding_7,0.09728240737893812,0.2211172532031976
profession_embedding_9,0.06531783238634359,0.14846363357556136
lex_emb_norm,0.02554305783245925,0.058057884652499045
profession_embedding_5,0.024534156253617767,0.055764710050057044
C(syntactic_role),0.023244816711741723,0.052834116270285676
C(tense),0.016944129303832156,0.0385130202934753
profession_embedding_4,0.015276137429035663,0.034721771786603926
profession_embedding_6,0.010893644848572248,0.0247606210741138
log_frequency,0.010133011820372073,0.023031746445876893
profession_embedding_1,0.008407594601556156,0.01910997347239396
profession_embedding_2,0.0035825566575987677,0.008142942890870253
"C(valence, Treatment(reference='-val'))",0.0034322551495767906,0.007801316305945575
profession_embedding_3,0.003394765944855549,0.007716105524304001
profession_embedding_10,0.001638479539170068,0.003724168684680026
C(semantic_role),0.0002976989068794733,0.0006766522986460881
"C(dominance, Treatment(reference='-dom'))",0.00011943171362671645,0.0002714613379130658
