,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.6174662939945583,0.016099199258412293,-0.03734111516714265
carpenter,2.449372014326713,0.1734623125256606,-0.021895952242575775
cashier,-0.9265884042686845,-0.036006462317571215,0.1785800829789404
ceo,0.3706401656310722,0.09578816964665013,0.037955114674425285
cleaner,-0.6057150515136638,-0.09996746158944389,-0.1569006222221953
cook,-0.1516182756109002,0.01532480574979222,0.14117566047331795
designer,-0.026345066319400166,0.03830775263135946,0.16960737118427532
driver,1.2064893162701904,0.021938590020337562,-0.11995520385221362
lawyer,1.0211919787301063,-0.025721604625629894,-0.3448629552912472
manager,0.3813342368166293,0.005128473398175863,0.022697180244157303
receptionist,-1.9294061737283033,-0.05319848124080661,0.008513694653365952
salesperson,0.04428620900779137,-0.010878965100261113,0.07394960778942952
secretary,-1.6728439980248924,-0.07650667383226571,-0.03158923860962075
teacher,-0.7782632453013184,-0.06376965452391262,0.0800663753867893
