,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject],C(valence)[T.-val],C(dominance)[T.-dom]
CEO,-0.2114010501114383,0.021916987969493987,0.012096053268971379,-0.0593754587570502,0.0007599746191764718
accountant,-0.2648628742619966,-0.07783559622811645,-0.01860639556159281,-0.058983160526780626,-0.026341707418042676
administrator,-0.6530618630871203,-0.038324634862265054,0.08068785589412211,-0.08631351756442923,-0.055016888292812996
agronomist,0.3239735813841023,-0.014643338427332358,0.12592390784435517,-0.034606069307509514,0.05870993087240665
binman,0.4552732338342039,0.08320365625588333,-0.13153908054314709,0.04459162398894919,0.0851012770331491
bodyguard,0.8344075602243366,-0.007585536990222829,0.10373093291137031,-0.0068772232462865025,0.03549359087140434
bookbinder,-0.15742658374848556,0.017838310670164035,-0.10631034705015976,0.09831694032517577,-0.08396598300987604
builder,1.382875219401868,0.20831359730542984,0.02059581509850841,0.1546962944283922,0.01155004455218583
cashier,-1.795762598878723,-0.14423346072026622,0.22583017809405198,-0.18312582284476991,-0.06317115195975626
chauffeur,1.3076937406100302,0.0195325908993772,-0.03680053527315405,0.02157232543413003,0.02226933364508849
colonel,1.7039378602104576,0.13738513178269454,-0.2932859180351222,0.013865310494842274,-0.021474321827085214
doctor,0.2928517037635283,0.010656791791110766,-0.27137912363148303,0.022913101063393386,0.05122950747661399
electrician,0.9782638440954678,0.17455273909856095,-0.007037832546379861,0.0756096810909019,0.09600836854273284
farmer,1.53306105756711,0.07485440724335582,-0.2912634918211511,0.07409889278382224,-0.02258310943506043
farmhand,0.6016954726306906,-0.00375755065558914,-0.17817648958989524,-0.01240009230935454,0.028767455309950493
fisherman,1.8748828576041634,0.060454405662655114,0.12232193475306456,0.007085238600976247,-0.03677830249209067
hawker,0.24045908724910436,-0.07856904721286444,-0.017070298807629548,-0.04094344115416756,0.048017891186528994
housekeeper,-2.5895014537414554,-0.10829373733579681,0.33177096974164594,-0.06648055374984875,-0.0928680096050373
manager,-0.15483961492291928,-0.04177480624280568,0.06210283457410249,-0.06013047151583653,0.07473076373337725
midwife,-3.9217298780513388,-0.1021535997041361,0.5422899981844377,-0.09284036906911015,-0.07258527557802164
molder,-0.7993853066933507,-0.06476516150972633,0.10635689563633312,-0.05644479612949745,-0.016322994975101188
paralegal,-1.555390821813325,-0.07615724106526625,0.20166088169712162,-0.13611019364888913,-0.01716556285082385
programmer,0.10532321828294207,0.10031316608887275,0.10406741185698999,0.05124743703150324,0.14045424953487187
salesperson,-0.9679252606766183,-0.15213102759522837,0.10567931828512911,-0.07887139198338053,0.0081811428776329
scientist,-0.081556668252944,1.975694827697047e-06,-0.1863986249760005,0.007682563840874198,0.0009217589250136795
scrivener,0.9102978370747317,0.11912651774031398,-0.26400760801857404,0.14277205765152595,-0.10008301160798816
sergeant,0.736980681291421,0.0008961488097610298,-0.3719867398548904,0.05961735329032577,-0.010857129446746884
soldier,1.2192039700350532,0.11714943519029532,-0.02812082515304639,0.1403917454254109,0.00915525591642273
solicitor,-0.34988534663913184,-0.13196653616486237,-0.10536294383177579,-0.034479141322530334,-0.06831309889553479
teacher,-1.3190854202406619,-0.10155601273308199,0.11210811041606579,0.022307414061824005,-0.03530978558802602
tradesperson,-0.20203088224811394,0.016360108084778176,0.21832021918460953,0.004259593477076156,-0.022448674947987544
welder,0.5226646936314719,-0.018808683352962537,-0.16819706190435044,0.06695412972056598,0.0739344626117962
