,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.6175150230584595,0.01600471723963025,-0.037338309540850635
carpenter,2.4492079669678555,0.17381830010111374,-0.021918677866478917
cashier,-0.9265639634222577,-0.03621278350328116,0.17874020754209693
ceo,0.37037180940821185,0.09638242103569973,0.03788439300421705
cleaner,-0.6055302021643668,-0.10024518083493769,-0.15699132260123552
cook,-0.15164557813534918,0.015259576389143239,0.14129856148509787
designer,-0.02642101283096435,0.03832854065221046,0.16974044132497457
driver,1.2065999710835815,0.021761709304056326,-0.11998929021104081
lawyer,1.021346820070558,-0.025786618071176017,-0.3451050217825139
manager,0.3814022283702347,0.004936651673397401,0.02276092626910738
receptionist,-1.9295943729692937,-0.05271539157416952,0.008382139086371145
salesperson,0.044368097927001394,-0.011144778902319857,0.07406028182547413
secretary,-1.6729098331200665,-0.07628254093983967,-0.031698609719249725
teacher,-0.7781469542417062,-0.06410462256940816,0.08017428118409885
