predictor,unique_r2,relative_r2
profession_embedding_7,0.19536829590945526,0.38366855516972315
profession_embedding_8,0.10733229662135679,0.21078152407517173
profession_embedding_9,0.058743863520944295,0.11536249081382974
profession_embedding_4,0.05171143423856761,0.10155205156347574
profession_embedding_10,0.030645019286577924,0.06018136268270855
profession_embedding_5,0.021423780560401284,0.04207249132014646
profession_embedding_2,0.01180618837376246,0.023185252317102306
C(syntactic_role),0.010764887537994872,0.02114032284020738
C(tense),0.007465804424758193,0.014661510883803915
profession_embedding_6,0.0057887678269550324,0.011368109539175884
"C(valence, Treatment(reference='-val'))",0.0032597874995639042,0.006401642366260095
profession_embedding_3,0.0022982892940273114,0.00451343104927408
profession_embedding_1,0.0010194754657755212,0.002002068335418923
C(semantic_role),0.0006363306162677773,0.0012496400555536708
"C(dominance, Treatment(reference='-dom'))",0.00047323683681543827,0.0009293529054387477
lex_emb_norm,0.0004618862192071749,0.0009070623130078001
log_frequency,1.1778954431163058e-05,2.3131769701818963e-05
