,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject],C(valence)[T.-val],C(dominance)[T.-dom]
accountant,0.3691002268170914,-0.0460890823983495,0.018786356045194883,-0.025091359652411865,-0.00805693826151741
carpenter,1.9000993921499914,-0.06676162900254416,-0.20496622996621303,0.0270768679929323,0.05606907059599188
cashier,-0.35062433647803076,-0.08555148403348524,-0.03417651545932103,0.041321153843269724,-0.007711303530306634
ceo,-0.7256034567137588,-0.14444286279928878,-0.12270266614307465,-0.020188219011115453,-0.10407598087279032
cleaner,-0.1432762530634405,-0.11805594405103374,-0.20339849902432788,0.07195598454447501,-0.012379236115443759
cook,-0.4219411540928934,-0.13222120046874486,-0.09120639403992015,0.042210029863492614,-0.031689284524738355
designer,-0.11140097975430853,-0.07422521363968002,0.10050086770994264,-0.1264820953017906,-0.09783692782388309
driver,1.3344593116804728,-0.16173959923091188,0.12617738483920585,-0.04674029729855787,0.018268503809958345
lawyer,0.318120333448865,-0.04445105591140018,-0.06349578718001833,-0.06543097427335845,-0.056464884012440666
manager,0.5397385052480904,-0.06740218905263315,0.41431613684783397,-0.08833752163808639,0.02377186769783756
receptionist,-1.7028815478568202,-0.04000033744758244,-0.17933503836613193,0.04458611212046789,-0.08885075279287735
salesperson,-0.33488020496103754,-0.08660781639804954,0.18386021660134663,-0.025112747876776885,-0.01779927684942717
secretary,-0.7407704580540202,-0.3145448954973654,-0.21298121845135853,-0.09621912423792973,-0.2140514568179764
teacher,-0.8273905164910089,-0.06570505596879672,-0.030902705511303672,0.012300604939503327,-0.04804324857431529
