,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.6174628694829399,0.016106465951733175,-0.037341904084282354
carpenter,2.4493771970908655,0.1734523953843545,-0.021896698321031933
cashier,-0.926589191709193,-0.03600142153872875,0.1785765745544358
ceo,0.3706539684842256,0.09575873560738227,0.037957778168227096
cleaner,-0.6057233414942873,-0.09995317309951281,-0.15689853379881932
cook,-0.15161727620617454,0.015325686234592352,0.14117269796260853
designer,-0.026341766150245322,0.038304285832267845,0.1696042443285709
driver,1.2064820263370053,0.021953042731156506,-0.11995577909164325
lawyer,1.0211837284232959,-0.025710318280490845,-0.344858142974062
manager,0.3813298293344721,0.005139091893229428,0.02269491780281526
receptionist,-1.929392968212504,-0.053229215356893136,0.00851951053386473
salesperson,0.044281313147072586,-0.010866378277344706,0.07394634304609968
secretary,-1.672837637087113,-0.0765229246759875,-0.031584727242886086
teacher,-0.7782687514612145,-0.06375627240686185,0.08006371911644561
