target_model,term,coef,std_err,t,p_value,ci_low,ci_high
Qwen_Qwen3-4B-Base — Raw counts,C(tense)[T.present perfect],-0.2062474302674742,0.0290368458551052,-7.102955716907233,1.2716333304142685e-12,-0.2631628291630009,-0.1493320313719475
Qwen_Qwen3-4B-Base — Raw counts,C(tense)[T.simple future],0.0180795077130656,0.0290368458551046,0.6226402069730071,0.5335296945999694,-0.0388358911824597,0.0749949066085909
Qwen_Qwen3-4B-Base — Raw counts,C(tense)[T.simple past],0.0055821155801053,0.0290368458551043,0.1922424910735999,0.8475546586414157,-0.0513332833154194,0.0624975144756302
Qwen_Qwen3-4B-Base — Raw counts,C(semantic_role)[T.patient],0.1412065458924996,0.0167644307708622,8.42298481961743,3.972392286754441e-17,0.1083464250191333,0.1740666667658659
Qwen_Qwen3-4B-Base — Raw counts,C(syntactic_role)[T.subject],-0.358778555469483,0.0167644307708622,-21.401177312448105,3.109573834402035e-100,-0.3916386763428492,-0.3259184345961167
Qwen_Qwen3-4B-Base — Raw counts,"C(valence, Treatment(reference='-val'))[T.+val]",-0.1252605694775479,0.0167644307708622,-7.471805705163549,8.310719365571434e-14,-0.1581206903509143,-0.0924004486041815
Qwen_Qwen3-4B-Base — Raw counts,"C(dominance, Treatment(reference='-dom'))[T.+dom]",0.0278511228801213,0.0167644307708622,1.6613223115531337,0.0966679648857235,-0.0050089979932449,0.0607112437534876
Qwen_Qwen3-4B-Base — Raw counts,log_frequency,-0.0356792574309277,0.0147578962948595,-2.4176384437228675,0.0156324880488474,-0.0646063509131926,-0.0067521639486628
Qwen_Qwen3-4B-Base — Raw counts,lex_emb_norm,0.0344356415761832,0.0092630141180709,3.717541735038898,0.00020184426584,0.0162791191310221,0.0525921640213443
Qwen_Qwen3-4B-Base — Raw counts,profession_embedding_1,-3.3919670181749734e-05,3.181171790420133e-06,-10.66263390235521,1.860791172875571e-26,-4.015511539196443e-05,-2.768422497153504e-05
Qwen_Qwen3-4B-Base — Raw counts,profession_embedding_2,-0.0010504140460086,1.2359843179710438e-05,-84.98603345817253,0.0,-0.0010746406926757,-0.0010261873993415
Qwen_Qwen3-4B-Base — Raw counts,profession_embedding_3,8.741654696094872e-05,5.885923148816608e-05,1.4851798902356417,0.1375155184494834,-2.7953994851674383e-05,0.0002027870887735
Qwen_Qwen3-4B-Base — Raw counts,profession_embedding_4,0.0045912955370612,0.000163573973259,28.068619020398344,2.459871152451241e-169,0.0042706726297585,0.004911918444364
Qwen_Qwen3-4B-Base — Raw counts,profession_embedding_5,0.003454508541007,0.0002546589437258,13.565235488945085,1.0839975077566968e-41,0.0029553491131272,0.0039536679688869
Qwen_Qwen3-4B-Base — Raw counts,profession_embedding_6,0.0049300764025148,0.0002941356790851,16.761232156020203,1.5650394802454666e-62,0.0043535382486094,0.0055066145564202
Qwen_Qwen3-4B-Base — Raw counts,profession_embedding_7,-0.0008164213279466,0.0004250432521535,-1.9207958809137693,0.0547748721644198,-0.0016495526661396,1.671001024638693e-05
Qwen_Qwen3-4B-Base — Raw counts,profession_embedding_8,-0.0191838461745894,0.0004948573445897,-38.76641699739434,0.0,-0.0201538207821707,-0.018213871567008
Qwen_Qwen3-4B-Base — Raw counts,profession_embedding_9,-0.0561925035690974,0.0006371602414071,-88.19210603127837,0.0,-0.0574414074438854,-0.0549435996943095
Qwen_Qwen3-4B-Base — Raw counts,profession_embedding_10,0.0006086410503459,0.0007808798404433,0.7794298416007128,0.4357378682950838,-0.0009219689831985,0.0021392510838903
Qwen_Qwen3-4B-Base — TF-IDF,Intercept,1.1624506287225969,0.1867760227524112,6.223767974027007,4.972203358082411e-10,0.7963491626019439,1.5285520948432498
Qwen_Qwen3-4B-Base — TF-IDF,C(tense)[T.past perfect],-0.1498525846343765,0.0218020091655481,-6.873338300911088,6.4989756447410896e-12,-0.1925869110337754,-0.1071182582349777
Qwen_Qwen3-4B-Base — TF-IDF,C(tense)[T.present continuous],-0.1640555636906049,0.021802009165548,-7.524791061451759,5.555572750016143e-14,-0.2067898900900036,-0.1213212372912063
Qwen_Qwen3-4B-Base — TF-IDF,C(tense)[T.present perfect],-0.2062474302674607,0.0218020091655479,-9.460019427630447,3.489243812433518e-21,-0.2489817566668592,-0.1635131038680622
Qwen_Qwen3-4B-Base — TF-IDF,C(tense)[T.simple future],0.0180795077130713,0.021802009165548,0.8292587887560822,0.4069701300539976,-0.0246548186863272,0.0608138341124699
Qwen_Qwen3-4B-Base — TF-IDF,C(tense)[T.simple past],0.0055821155801162,0.021802009165548,0.2560367504540446,0.797925691459949,-0.0371522108192823,0.0483164419795148
Qwen_Qwen3-4B-Base — TF-IDF,C(semantic_role)[T.patient],0.1412065458924953,0.0125873958606038,11.218090497530564,4.2486256007488926e-29,0.1165338710421652,0.1658792207428253
Qwen_Qwen3-4B-Base — TF-IDF,C(syntactic_role)[T.subject],-0.3587785554694883,0.0125873958606038,-28.503000894124355,1.986891008073624e-174,-0.3834512303198184,-0.3341058806191581
Qwen_Qwen3-4B-Base — TF-IDF,"C(valence, Treatment(reference='-val'))[T.+val]",-0.1252605694775501,0.0125873958606038,-9.95126957670347,2.9010142295566653e-23,-0.1499332443278802,-0.1005878946272199
Qwen_Qwen3-4B-Base — TF-IDF,"C(dominance, Treatment(reference='-dom'))[T.+dom]",0.0278511228801168,0.0125873958606038,2.2126199246093146,0.0269376682177935,0.0031784480297867,0.0525237977304469
Qwen_Qwen3-4B-Base — TF-IDF,log_frequency,-0.328933919160069,0.0083237334773039,-39.51759388463889,0.0,-0.3452493486500632,-0.3126184896700748
Qwen_Qwen3-4B-Base — TF-IDF,lex_emb_norm,-0.2591252080138437,0.0072623104648467,-35.6808221389241,1.5035604609207964e-268,-0.2733601321193225,-0.2448902839083649
Qwen_Qwen3-4B-Base — TF-IDF,profession_embedding_1,0.8616117599290496,0.1933198877788466,4.456922512363098,8.369905256358189e-06,0.4826836014687196,1.2405399183893795
Qwen_Qwen3-4B-Base — TF-IDF,profession_embedding_2,-4.885509322892398,0.0472754229790587,-103.34141960097324,0.0,-4.978174331007761,-4.792844314777035
Qwen_Qwen3-4B-Base — TF-IDF,profession_embedding_3,-1.697828645813878,0.1083098365907654,-15.67566436489884,5.5928865854983214e-55,-1.9101277909976817,-1.4855295006300744
Qwen_Qwen3-4B-Base — TF-IDF,profession_embedding_4,-3.850596765327352,0.1459231561245589,-26.38783910375753,2.6688273368391924e-150,-4.136622137379367,-3.5645713932753376
Qwen_Qwen3-4B-Base — TF-IDF,profession_embedding_5,0.8641720603314413,0.1874954145493836,4.609030372333884,4.076197669726437e-06,0.4966605074785321,1.2316836131843505
Qwen_Qwen3-4B-Base — TF-IDF,profession_embedding_6,1.2939131281131784,0.1855837390888876,6.972125545403751,3.241658729005681e-12,0.9301486685890644,1.6576775876372924
Qwen_Qwen3-4B-Base — TF-IDF,profession_embedding_7,-0.9006766827323791,0.2003257677228825,-4.49606005742764,6.970152080569897e-06,-1.2933371333851431,-0.5080162320796152
Qwen_Qwen3-4B-Base — TF-IDF,profession_embedding_8,-8.484501869830925,0.2552543488387945,-33.23940182969928,1.8180555923866932e-234,-8.984828356959472,-7.98417538270238
Qwen_Qwen3-4B-Base — TF-IDF,profession_embedding_9,-14.889752256584895,0.295038206171438,-50.4672003324644,0.0,-15.468059462452286,-14.311445050717507
Qwen_Qwen3-4B-Base — TF-IDF,profession_embedding_10,5.283801055449194,0.2748859647803084,19.22179278840977,1.935383173976905e-81,4.744994450409405,5.822607660488983
Qwen_Qwen3-8B-Base — log(1 + x) counts,Intercept,4.831546370870176,0.0807673216035752,59.82055953996501,0.0,4.673233572375137,4.989859169365214
Qwen_Qwen3-8B-Base — log(1 + x) counts,C(tense)[T.past perfect],0.143052304286418,0.0313425493051847,4.564156632362832,5.051698129699608e-06,0.0816174740362977,0.2044871345365383
Qwen_Qwen3-8B-Base — log(1 + x) counts,C(tense)[T.present continuous],-0.2680732758076832,0.0313425493051845,-8.553014408542047,1.304319519603172e-17,-0.3295081060578032,-0.2066384455575632
Qwen_Qwen3-8B-Base — log(1 + x) counts,C(tense)[T.present perfect],-0.0301111488862119,0.0313425493051844,-0.9607115424153194,0.336711478282006,-0.0915459791363315,0.0313236813639077
Qwen_Qwen3-8B-Base — log(1 + x) counts,C(tense)[T.simple future],0.1311550945743158,0.0313425493051844,4.184570096620092,2.872034278402757e-05,0.069720264324196,0.1925899248244356
Qwen_Qwen3-8B-Base — log(1 + x) counts,C(tense)[T.simple past],0.0912011158885078,0.0313425493051845,2.909818055974849,0.0036212829632475,0.029766285638388,0.1526359461386276
Qwen_Qwen3-8B-Base — log(1 + x) counts,C(semantic_role)[T.patient],0.0818839087489428,0.0180956292784374,4.5250655552783074,6.080351299868995e-06,0.0464144929664171,0.1173533245314685
Qwen_Qwen3-8B-Base — log(1 + x) counts,C(syntactic_role)[T.subject],-0.3367921067128419,0.0180956292784373,-18.611793020879396,1.600026135780446e-76,-0.3722615224953675,-0.3013226909303162
Qwen_Qwen3-8B-Base — log(1 + x) counts,"C(valence, Treatment(reference='-val'))[T.+val]",-0.1853325925653333,0.0180956292784373,-10.241842917625103,1.5281100057489156e-24,-0.2208020083478589,-0.1498631767828077
Qwen_Qwen3-8B-Base — log(1 + x) counts,"C(dominance, Treatment(reference='-dom'))[T.+dom]",0.0706149128404877,0.0180956292784373,3.902318717627126,9.565859635905278e-05,0.035145497057962,0.1060843286230133
Qwen_Qwen3-8B-Base — log(1 + x) counts,log_frequency,1.1091735528986135,0.0316386733951525,35.057524032235555,1.1910430268025426e-259,1.047158286991425,1.171188818805802
Qwen_Qwen3-8B-Base — log(1 + x) counts,lex_emb_norm,0.1694716834058773,0.0105186696447428,16.111513064827395,5.935815134085199e-58,0.1488539385699469,0.1900894282418078
Qwen_Qwen3-8B-Base — log(1 + x) counts,profession_embedding_1,-0.1679564584607477,0.0047268930414407,-35.53210470139059,2.0537029032847604e-266,-0.1772216866584856,-0.1586912302630098
Qwen_Qwen3-8B-Base — log(1 + x) counts,profession_embedding_2,-0.1590324342099962,0.0066429087825748,-23.94018033593314,1.635880673621185e-124,-0.1720532631620626,-0.1460116052579297
Qwen_Qwen3-8B-Base — log(1 + x) counts,profession_embedding_3,0.0301402556889587,0.0040527450663979,7.436997688025594,1.0811781169527937e-13,0.0221964313759828,0.0380840800019345
Qwen_Qwen3-8B-Base — log(1 + x) counts,profession_embedding_4,-0.3650068080013871,0.004934937298098,-73.96381877882511,0.0,-0.3746798257336584,-0.3553337902691157
Qwen_Qwen3-8B-Base — log(1 + x) counts,profession_embedding_5,-0.1283027254191119,0.004888600441273,-26.245287779276783,9.803889344077404e-149,-0.137884917835751,-0.1187205330024729
Qwen_Qwen3-8B-Base — log(1 + x) counts,profession_embedding_6,-0.3606464348965771,0.0051735312439124,-69.70991724867649,0.0,-0.370787122900883,-0.3505057468922712
Qwen_Qwen3-8B-Base — log(1 + x) counts,profession_embedding_7,0.0783841940768921,0.0053776299163901,14.57597404350738,7.985732680056668e-48,0.0678434503152878,0.0889249378384964
Qwen_Qwen3-8B-Base — log(1 + x) counts,profession_embedding_8,-0.076556743244074,0.0055709156006465,-13.742219184794042,9.815744672552163e-43,-0.0874763481214876,-0.0656371383666604
Qwen_Qwen3-8B-Base — log(1 + x) counts,profession_embedding_9,0.0845519559044895,0.0061050838163359,13.849434086104807,2.257687232072645e-43,0.0725853228055887,0.0965185890033903
Qwen_Qwen3-8B-Base — log(1 + x) counts,profession_embedding_10,0.1397775031473274,0.0062525309536053,22.35534764793588,4.645217279765974e-109,0.1275218575063768,0.152033148788278
Qwen_Qwen3-8B-Base — PPMI,Intercept,1.7592836577449416,0.0407806009917784,43.140209191611056,0.0,1.6793492126040297,1.8392181028858536
Qwen_Qwen3-8B-Base — PPMI,C(tense)[T.past perfect],0.1430523042864138,0.0360971836258325,3.962976883992686,7.433638368311035e-05,0.072297870214629,0.2138067383581985
Qwen_Qwen3-8B-Base — PPMI,C(tense)[T.present continuous],-0.2680732758076831,0.0360971836258323,-7.426431895252928,1.1707852402978845e-13,-0.3388277098794675,-0.1973188417358988
Qwen_Qwen3-8B-Base — PPMI,C(tense)[T.present perfect],-0.0301111488862131,0.0360971836258322,-0.8341689257071206,0.404198024245461,-0.1008655829579973,0.0406432851855709
Qwen_Qwen3-8B-Base — PPMI,C(tense)[T.simple future],0.131155094574314,0.0360971836258323,3.633388574959489,0.0002805825489376,0.0604006605025296,0.2019095286460983
Qwen_Qwen3-8B-Base — PPMI,C(tense)[T.simple past],0.0912011158885039,0.0360971836258323,2.526543811114323,0.0115284869203778,0.0204466818167196,0.1619555499602882
Qwen_Qwen3-8B-Base — PPMI,C(semantic_role)[T.patient],0.0818839087489472,0.0208407186833616,3.92903478968409,8.563929897562956e-05,0.0410338171912429,0.1227340003066515
Qwen_Qwen3-8B-Base — PPMI,C(syntactic_role)[T.subject],-0.3367921067128384,0.0208407186833616,-16.16029235026903,2.7271771116169912e-58,-0.3776421982705427,-0.2959420151551341
Qwen_Qwen3-8B-Base — PPMI,"C(valence, Treatment(reference='-val'))[T.+val]",-0.18533259256533,0.0208407186833616,-8.892811969737492,6.571777406241672e-19,-0.2261826841230342,-0.1444825010076258
Qwen_Qwen3-8B-Base — PPMI,"C(dominance, Treatment(reference='-dom'))[T.+dom]",0.0706149128404909,0.0208407186833616,3.388314669631188,0.000704899763008,0.0297648212827867,0.1114650043981952
Qwen_Qwen3-8B-Base — PPMI,log_frequency,-0.4286502097220078,0.0145445081050844,-29.471619571112235,4.876974489926301e-186,-0.4571590388454877,-0.4001413805985279
Qwen_Qwen3-8B-Base — PPMI,profession_embedding_1,0.1516906996704799,0.0067018039871714,22.6343086071818,1.043502347060068e-111,0.1385544297252257,0.1648269696157341
Qwen_Qwen3-8B-Base — PPMI,profession_embedding_2,-0.0299136482432785,0.0057704999106712,-5.183891986196902,2.1989894179362935e-07,-0.0412244601814885,-0.0186028363050684
Qwen_Qwen3-8B-Base — PPMI,profession_embedding_3,-0.2078557286508547,0.006283761991453,-33.07823067353176,2.725354705658013e-232,-0.2201725904912581,-0.1955388668104514
Qwen_Qwen3-8B-Base — PPMI,profession_embedding_4,-0.2211022043139066,0.005448012558436,-40.58401149819989,0.0,-0.2317809057157595,-0.2104235029120537
Qwen_Qwen3-8B-Base — PPMI,profession_embedding_5,-0.2262856294237731,0.0056592047638723,-39.98541117797159,0.0,-0.2373782906827415,-0.2151929681648048
Qwen_Qwen3-8B-Base — PPMI,profession_embedding_6,0.1398161550677053,0.0059873357651527,23.351981674630206,1.158998013401816e-118,0.1280803211020334,0.1515519890333771
Qwen_Qwen3-8B-Base — PPMI,profession_embedding_7,0.2191880060523341,0.0060919523856315,35.97992764508628,7.221867767695839e-273,0.2072471120505884,0.2311289000540799
Qwen_Qwen3-8B-Base — PPMI,profession_embedding_8,-0.044415353700423,0.0060137968875004,-7.385575956637167,1.5913015682464714e-13,-0.0562030543645061,-0.0326276530363398
Qwen_Qwen3-8B-Base — PPMI,profession_embedding_9,0.1600522471559524,0.0062518479144206,25.600790253834163,9.334742637908702e-142,0.147797940402471,0.1723065539094337
Qwen_Qwen3-8B-Base — PPMI,profession_embedding_10,-0.1497827808347211,0.0063807539183729,-23.474150978214663,7.245708125929308e-120,-0.1622897574765972,-0.137275804192845
Qwen_Qwen3-8B-Base — Raw counts,Intercept,2.5682299895001086,0.0303260952095715,84.687130728572,0.0,2.5087875206310937,2.627672458369124
Qwen_Qwen3-8B-Base — Raw counts,C(tense)[T.past perfect],0.1430523042864129,0.0304642596639007,4.695742022443614,2.6780536938019232e-06,0.0833390179508392,0.2027655906219865
Qwen_Qwen3-8B-Base — Raw counts,C(tense)[T.present continuous],-0.2680732758076875,0.0304642596639009,-8.799599227594053,1.5084416940148854e-18,-0.3277865621432615,-0.2083599894721135
Qwen_Qwen3-8B-Base — Raw counts,C(tense)[T.present perfect],-0.0301111488862144,0.0304642596639009,-0.9884090149709136,0.3229670475757583,-0.0898244352217884,0.0296021374493595
Qwen_Qwen3-8B-Base — Raw counts,C(tense)[T.simple future],0.1311550945743172,0.0304642596639,4.30521194413712,1.6780026028214173e-05,0.071441808238745,0.1908683809098894
Qwen_Qwen3-8B-Base — Raw counts,C(tense)[T.simple past],0.0912011158885125,0.0304642596639001,2.993708591467429,0.0027602242251857,0.0314878295529401,0.1509144022240849
Qwen_Qwen3-8B-Base — Raw counts,C(semantic_role)[T.patient],0.0818839087489465,0.0175885485176153,4.655523943146179,3.2570550713133004e-06,0.0474084268089066,0.1163593906889863
Qwen_Qwen3-8B-Base — Raw counts,C(syntactic_role)[T.subject],-0.3367921067128359,0.0175885485176152,-19.148374089853544,7.701872272822461e-81,-0.3712675886528755,-0.3023166247727963
Qwen_Qwen3-8B-Base — Raw counts,"C(valence, Treatment(reference='-val'))[T.+val]",-0.1853325925653297,0.0175885485176152,-10.537116941725772,7.056256855315764e-26,-0.2198080745053693,-0.15085711062529
Qwen_Qwen3-8B-Base — Raw counts,"C(dominance, Treatment(reference='-dom'))[T.+dom]",0.0706149128404917,0.0175885485176152,4.014823211237101,5.975670098973094e-05,0.036139430900452,0.1050903947805314
Qwen_Qwen3-8B-Base — Raw counts,log_frequency,0.0860602645344905,0.0156780216207938,5.489229866882471,4.09717678807558e-08,0.0553296246126175,0.1167909044563635
Qwen_Qwen3-8B-Base — Raw counts,lex_emb_norm,0.0227112819057746,0.0099621112015407,2.2797659498382394,0.0226344349761179,0.0031844525901313,0.0422381112214179
Qwen_Qwen3-8B-Base — Raw counts,profession_embedding_1,-4.778025401844919e-05,3.3250067913621927e-06,-14.369971857673866,1.5373136740371006e-46,-5.429763158779842e-05,-4.1262876449099954e-05
Qwen_Qwen3-8B-Base — Raw counts,profession_embedding_2,-0.0010609307187301,1.3107040689621768e-05,-80.94357405712819,0.0,-0.001086621954373,-0.0010352394830873
Qwen_Qwen3-8B-Base — Raw counts,profession_embedding_3,0.0002927324011159,6.273555335976959e-05,4.666132447054538,3.0936285894983757e-06,0.0001697638437795,0.0004157009584523
Qwen_Qwen3-8B-Base — Raw counts,profession_embedding_4,0.0051015775788333,0.0001765989156238,28.8879326399724,5.323952099017925e-179,0.0047554243575983,0.0054477308000682
Qwen_Qwen3-8B-Base — Raw counts,profession_embedding_5,0.0057847185038579,0.000270309545011,21.400348639636885,3.163796345227649e-100,0.0052548821829179,0.0063145548247979
Qwen_Qwen3-8B-Base — Raw counts,profession_embedding_6,0.0049970580065669,0.0003083662445749,16.204944913653627,1.33571549604858e-58,0.0043926263853268,0.0056014896278069
Qwen_Qwen3-8B-Base — Raw counts,profession_embedding_7,-0.0020203258789487,0.0004472450213906,-4.517268571636345,6.308224955633634e-06,-0.0028969751170757,-0.0011436766408218
Qwen_Qwen3-8B-Base — Raw counts,profession_embedding_8,-0.0164460326425859,0.0005209443450642,-31.569653838085586,2.2697991654648529e-212,-0.0174671406289579,-0.015424924656214
Qwen_Qwen3-8B-Base — Raw counts,profession_embedding_9,-0.0567864378443892,0.0006749017698865,-84.14030067506832,0.0,-0.058109319249624,-0.0554635564391543
Qwen_Qwen3-8B-Base — Raw counts,profession_embedding_10,-0.0036755027241555,0.0008311258417466,-4.422317944574296,9.827957877877578e-06,-0.005304600424761,-0.0020464050235499
Qwen_Qwen3-8B-Base — TF-IDF,Intercept,0.2783896320070497,0.2015092410539869,1.3815229046119306,0.1671371782546644,-0.1165905560255295,0.673369820039629
Qwen_Qwen3-8B-Base — TF-IDF,C(tense)[T.past perfect],0.1430523042864142,0.0232664336160125,6.148441426276959,8.00712320679891e-10,0.0974475455347394,0.188657063038089
Qwen_Qwen3-8B-Base — TF-IDF,C(tense)[T.present continuous],-0.2680732758076833,0.0232664336160123,-11.521889440897834,1.3445579775779629e-30,-0.3136780345593578,-0.2224685170560088
Qwen_Qwen3-8B-Base — TF-IDF,C(tense)[T.present perfect],-0.0301111488862113,0.0232664336160123,-1.2941884168052449,0.1956186843978276,-0.0757159076378856,0.015493609865463
Qwen_Qwen3-8B-Base — TF-IDF,C(tense)[T.simple future],0.1311550945743155,0.0232664336160123,5.63709491273524,1.7580785305025066e-08,0.085550335822641,0.17675985332599
Qwen_Qwen3-8B-Base — TF-IDF,C(tense)[T.simple past],0.0912011158885063,0.0232664336160123,3.919857997735421,8.89634269857858e-05,0.0455963571368318,0.1368058746401807
Qwen_Qwen3-8B-Base — TF-IDF,C(semantic_role)[T.patient],0.0818839087489478,0.0134328817112872,6.095781270830591,1.113571674647389e-09,0.0555539890073406,0.108213828490555
Qwen_Qwen3-8B-Base — TF-IDF,C(syntactic_role)[T.subject],-0.3367921067128367,0.0134328817112872,-25.072215623684027,3.755829822550326e-136,-0.3631220264544439,-0.3104621869712295
Qwen_Qwen3-8B-Base — TF-IDF,"C(valence, Treatment(reference='-val'))[T.+val]",-0.1853325925653282,0.0134328817112872,-13.796934756717032,4.642970091059543e-43,-0.2116625123069353,-0.159002672823721
Qwen_Qwen3-8B-Base — TF-IDF,"C(dominance, Treatment(reference='-dom'))[T.+dom]",0.0706149128404922,0.0134328817112872,5.256869996938667,1.4837628609685198e-07,0.044284993098885,0.0969448325820993
Qwen_Qwen3-8B-Base — TF-IDF,log_frequency,-0.2103145050370976,0.0088910429416954,-23.654649563192105,1.1766700674359338e-121,-0.2277419232266969,-0.1928870868474984
Qwen_Qwen3-8B-Base — TF-IDF,lex_emb_norm,-0.3461536460608286,0.007486151690557,-46.23919743671006,0.0,-0.3608273234907608,-0.3314799686308965
Qwen_Qwen3-8B-Base — TF-IDF,profession_embedding_1,2.1685084801315884,0.2085961008027697,10.395728739828847,3.1094952282086394e-25,1.7596372706178414,2.577379689645335
Qwen_Qwen3-8B-Base — TF-IDF,profession_embedding_2,-4.691557916659239,0.0506646404626581,-92.60024099286969,0.0,-4.7908661623350906,-4.592249670983387
Qwen_Qwen3-8B-Base — TF-IDF,profession_embedding_3,-1.6665134003935826,0.1155510938287983,-14.422307441439768,7.279748180115156e-47,-1.893006203051905,-1.4400205977352605
Qwen_Qwen3-8B-Base — TF-IDF,profession_embedding_4,-2.0969506212403464,0.1574913323240549,-13.314704944686415,3.084893880090553e-40,-2.4056508859502457,-1.788250356530447
Qwen_Qwen3-8B-Base — TF-IDF,profession_embedding_5,-2.0226034738870826,0.2000617082787329,-10.10989804740206,5.8758707334743725e-24,-2.4147463391013004,-1.6304606086728648
Qwen_Qwen3-8B-Base — TF-IDF,profession_embedding_6,0.8041452168366288,0.2002029098176738,4.016650994578298,5.929577864257377e-05,0.4117255811372973,1.1965648525359602
Qwen_Qwen3-8B-Base — TF-IDF,profession_embedding_7,-1.399341086208233,0.2137632553744099,-6.546219011107701,6.077391667221055e-11,-1.8183404847500608,-0.9803416876664052
Qwen_Qwen3-8B-Base — TF-IDF,profession_embedding_8,-4.7954575913154045,0.2582968768466268,-18.565681667776733,3.7128180050034584e-76,-5.301747766651709,-4.2891674159791
Qwen_Qwen3-8B-Base — TF-IDF,profession_embedding_9,-11.576391174989014,0.310777276606621,-37.24979928195427,1.5399984471916429e-291,-12.185548683142446,-10.967233666835584
Qwen_Qwen3-8B-Base — TF-IDF,profession_embedding_10,11.242937293529764,0.2988909016695383,37.61552202067446,5.1149016148320384e-297,10.65707838241892,11.828796204640607
allenai_Olmo-3-1025-7B — log(1 + x) counts,Intercept,4.787258011387361,0.0786540936156623,60.8647025389417,0.0,4.633087371255163,4.941428651519559
allenai_Olmo-3-1025-7B — log(1 + x) counts,C(tense)[T.past perfect],0.0373854045384467,0.030353297045759,1.231675243782793,0.21808819178513,-0.0221103829094878,0.0968811919863813
allenai_Olmo-3-1025-7B — log(1 + x) counts,C(tense)[T.present continuous],-0.0756523960100016,0.0303532970457588,-2.492394677782536,0.0126983483399521,-0.1351481834579359,-0.0161566085620674
allenai_Olmo-3-1025-7B — log(1 + x) counts,C(tense)[T.present perfect],-0.0131335555504283,0.0303532970457587,-0.4326895865918295,0.6652460212818492,-0.0726293429983624,0.0463622318975057
allenai_Olmo-3-1025-7B — log(1 + x) counts,C(tense)[T.simple future],0.2525567303850344,0.0303532970457588,8.320569920437144,9.439909973354717e-17,0.1930609429371002,0.3120525178329686
allenai_Olmo-3-1025-7B — log(1 + x) counts,C(tense)[T.simple past],0.0238226672887585,0.0303532970457587,0.7848461158221107,0.4325552059435549,-0.0356731201591756,0.0833184547366927
allenai_Olmo-3-1025-7B — log(1 + x) counts,C(semantic_role)[T.patient],0.0522911630891447,0.0175244842201615,2.98389170444086,0.0028502927646844,0.0179412541904311,0.0866410719878583
allenai_Olmo-3-1025-7B — log(1 + x) counts,C(syntactic_role)[T.subject],-0.2199739549421192,0.0175244842201615,-12.552378271369848,5.658638012272757e-36,-0.2543238638408328,-0.1856240460434056
allenai_Olmo-3-1025-7B — log(1 + x) counts,"C(valence, Treatment(reference='-val'))[T.+val]",-0.1590754731839389,0.0175244842201615,-9.07732696640089,1.2375424338025877e-19,-0.1934253820826525,-0.1247255642852253
allenai_Olmo-3-1025-7B — log(1 + x) counts,"C(dominance, Treatment(reference='-dom'))[T.+dom]",0.0433410479804206,0.0175244842201614,2.4731711036926134,0.0134021197446112,0.008991139081707,0.0776909568791341
allenai_Olmo-3-1025-7B — log(1 + x) counts,log_frequency,1.2266205445338327,0.0306666557781393,39.9985102193056,0.0,1.1665105396416269,1.2867305494260386
allenai_Olmo-3-1025-7B — log(1 + x) counts,lex_emb_norm,-0.0953735009623881,0.0107113696262211,-8.903950128741393,5.947328102570341e-19,-0.1163689588725183,-0.0743780430522578
allenai_Olmo-3-1025-7B — log(1 + x) counts,profession_embedding_1,-0.1929827104999041,0.0045948767406611,-41.99954022534633,0.0,-0.2019891722855778,-0.1839762487142304
allenai_Olmo-3-1025-7B — log(1 + x) counts,profession_embedding_2,-0.1987170942487141,0.0065696672324549,-30.24766509740816,1.3682412052293952e-195,-0.2115943617388504,-0.1858398267585778
allenai_Olmo-3-1025-7B — log(1 + x) counts,profession_embedding_3,0.0345578277274436,0.0040958405252704,8.43729815998199,3.5169112114040496e-17,0.0265295315939212,0.042586123860966
allenai_Olmo-3-1025-7B — log(1 + x) counts,profession_embedding_4,-0.406357265647552,0.0047894538074722,-84.84417680646101,0.0,-0.4157451198003147,-0.3969694114947892
allenai_Olmo-3-1025-7B — log(1 + x) counts,profession_embedding_5,-0.1168428643580144,0.004643876324166,-25.16063223948952,4.413021852809085e-137,-0.125945370695318,-0.1077403580207108
allenai_Olmo-3-1025-7B — log(1 + x) counts,profession_embedding_6,-0.3793032940356234,0.0049107709046222,-77.2390529720308,0.0,-0.3889289429892262,-0.3696776450820206
allenai_Olmo-3-1025-7B — log(1 + x) counts,profession_embedding_7,0.013886455426224,0.0052210970054942,2.6596815595671006,0.0078291063781863,0.0036525333183344,0.0241203775341137
allenai_Olmo-3-1025-7B — log(1 + x) counts,profession_embedding_8,-0.0365323357721348,0.0054214570682453,-6.738471837416626,1.654222674368796e-11,-0.0471589855526896,-0.02590568599158
allenai_Olmo-3-1025-7B — log(1 + x) counts,profession_embedding_9,-0.0586679036760277,0.0059274782305775,-9.897616050849871,4.9511122887861114e-23,-0.070286410369948,-0.0470493969821074
allenai_Olmo-3-1025-7B — log(1 + x) counts,profession_embedding_10,0.1729648987083202,0.0060439926620395,28.61765531163868,8.753353779617709e-176,0.1611180109644459,0.1848117864521945
allenai_Olmo-3-1025-7B — PPMI,Intercept,1.2284711697225972,0.0413728159625699,29.692713467557915,9.76419840009784e-189,1.1473759179968706,1.3095664214483238
allenai_Olmo-3-1025-7B — PPMI,C(tense)[T.past perfect],0.0373854045384476,0.0366160837148939,1.0210104616742717,0.3072646371877894,-0.0343861308764008,0.1091569399532961
