target_model,predictor,folded_shapley_r2
meta-llama_Llama-3.1-70B — TF-IDF,"C(valence, Treatment(reference='-val'))",4.6735241880423885e-05
meta-llama_Llama-3.1-70B — TF-IDF,lex_emb_norm,0.0083328470427295
meta-llama_Llama-3.1-70B — TF-IDF,log_frequency,0.0066105155060915
meta-llama_Llama-3.1-70B — TF-IDF,profession_embedding,0.6795766148391205
meta-llama_Llama-3.1-70B — log(1 + x) counts,"C(dominance, Treatment(reference='-dom'))",0.0006309852672685
meta-llama_Llama-3.1-70B — log(1 + x) counts,C(semantic_role),5.928419825335629e-05
meta-llama_Llama-3.1-70B — log(1 + x) counts,C(syntactic_role),0.0008773891569089
meta-llama_Llama-3.1-70B — log(1 + x) counts,C(tense),0.0185137887747412
meta-llama_Llama-3.1-70B — log(1 + x) counts,"C(valence, Treatment(reference='-val'))",4.673524188045008e-05
meta-llama_Llama-3.1-70B — log(1 + x) counts,lex_emb_norm,0.0018193181842838
meta-llama_Llama-3.1-70B — log(1 + x) counts,log_frequency,0.0192035447328988
meta-llama_Llama-3.1-70B — log(1 + x) counts,profession_embedding,0.4606441535677507
meta-llama_Llama-3.1-8B — PPMI,"C(dominance, Treatment(reference='-dom'))",0.0001134594227535
meta-llama_Llama-3.1-8B — PPMI,C(syntactic_role),0.0095286952878947
meta-llama_Llama-3.1-8B — PPMI,C(tense),0.0094861325712383
meta-llama_Llama-3.1-8B — PPMI,"C(valence, Treatment(reference='-val'))",6.739584365347561e-05
meta-llama_Llama-3.1-8B — PPMI,log_frequency,0.0340297868741353
meta-llama_Llama-3.1-8B — PPMI,profession_embedding,0.2686764409009422
meta-llama_Llama-3.1-8B — Raw counts,"C(dominance, Treatment(reference='-dom'))",0.0001134594227535
meta-llama_Llama-3.1-8B — Raw counts,C(syntactic_role),0.0095286952878947
meta-llama_Llama-3.1-8B — Raw counts,C(tense),0.0094861325712383
meta-llama_Llama-3.1-8B — Raw counts,"C(valence, Treatment(reference='-val'))",6.73958436534805e-05
meta-llama_Llama-3.1-8B — Raw counts,lex_emb_norm,0.0042874383246369
meta-llama_Llama-3.1-8B — Raw counts,log_frequency,0.0025149923361073
meta-llama_Llama-3.1-8B — Raw counts,profession_embedding,0.5141024809864251
meta-llama_Llama-3.1-8B — TF-IDF,"C(dominance, Treatment(reference='-dom'))",0.0001134594227535
meta-llama_Llama-3.1-8B — TF-IDF,C(syntactic_role),0.0095286952878948
meta-llama_Llama-3.1-8B — TF-IDF,C(tense),0.0094861325712383
meta-llama_Llama-3.1-8B — TF-IDF,"C(valence, Treatment(reference='-val'))",6.739584365351136e-05
meta-llama_Llama-3.1-8B — TF-IDF,lex_emb_norm,0.0131063907031275
meta-llama_Llama-3.1-8B — TF-IDF,log_frequency,0.0133628525759643
meta-llama_Llama-3.1-8B — TF-IDF,profession_embedding,0.7125025835084773
meta-llama_Llama-3.1-8B — log(1 + x) counts,"C(dominance, Treatment(reference='-dom'))",0.0001134594227535
meta-llama_Llama-3.1-8B — log(1 + x) counts,C(syntactic_role),0.0095286952878947
meta-llama_Llama-3.1-8B — log(1 + x) counts,C(tense),0.0094861325712383
meta-llama_Llama-3.1-8B — log(1 + x) counts,"C(valence, Treatment(reference='-val'))",6.739584365346718e-05
meta-llama_Llama-3.1-8B — log(1 + x) counts,lex_emb_norm,0.0019352943624615
meta-llama_Llama-3.1-8B — log(1 + x) counts,log_frequency,0.0257695827992588
meta-llama_Llama-3.1-8B — log(1 + x) counts,profession_embedding,0.464698842992976
mistralai_Mistral-7B-v0.3 — PPMI,"C(dominance, Treatment(reference='-dom'))",0.0007823765550959
mistralai_Mistral-7B-v0.3 — PPMI,C(semantic_role),4.9130819064417295e-05
mistralai_Mistral-7B-v0.3 — PPMI,C(syntactic_role),0.0006009946280026
mistralai_Mistral-7B-v0.3 — PPMI,C(tense),0.0101754223284296
mistralai_Mistral-7B-v0.3 — PPMI,"C(valence, Treatment(reference='-val'))",9.745231764236208e-05
mistralai_Mistral-7B-v0.3 — PPMI,lex_emb_norm,0.0015218134374074
mistralai_Mistral-7B-v0.3 — PPMI,log_frequency,0.0294272601706515
mistralai_Mistral-7B-v0.3 — PPMI,profession_embedding,0.2536384657096742
mistralai_Mistral-7B-v0.3 — Raw counts,"C(dominance, Treatment(reference='-dom'))",0.0007823765550959
mistralai_Mistral-7B-v0.3 — Raw counts,C(semantic_role),4.913081906442329e-05
mistralai_Mistral-7B-v0.3 — Raw counts,C(syntactic_role),0.0006009946280026
mistralai_Mistral-7B-v0.3 — Raw counts,C(tense),0.0101754223284296
mistralai_Mistral-7B-v0.3 — Raw counts,"C(valence, Treatment(reference='-val'))",9.745231764231076e-05
mistralai_Mistral-7B-v0.3 — Raw counts,lex_emb_norm,0.0383527447246683
mistralai_Mistral-7B-v0.3 — Raw counts,log_frequency,0.0093175653237631
mistralai_Mistral-7B-v0.3 — Raw counts,profession_embedding,0.539253744110904
mistralai_Mistral-7B-v0.3 — TF-IDF,"C(dominance, Treatment(reference='-dom'))",0.0007823765550959
mistralai_Mistral-7B-v0.3 — TF-IDF,C(semantic_role),4.91308190644395e-05
mistralai_Mistral-7B-v0.3 — TF-IDF,C(syntactic_role),0.0006009946280026
mistralai_Mistral-7B-v0.3 — TF-IDF,C(tense),0.0101754223284296
mistralai_Mistral-7B-v0.3 — TF-IDF,"C(valence, Treatment(reference='-val'))",9.74523176423392e-05
mistralai_Mistral-7B-v0.3 — TF-IDF,lex_emb_norm,0.005268554683611
mistralai_Mistral-7B-v0.3 — TF-IDF,log_frequency,0.010543124942006
mistralai_Mistral-7B-v0.3 — TF-IDF,profession_embedding,0.7214455572707681
mistralai_Mistral-7B-v0.3 — log(1 + x) counts,"C(dominance, Treatment(reference='-dom'))",0.0007823765550959
mistralai_Mistral-7B-v0.3 — log(1 + x) counts,C(semantic_role),4.913081906442418e-05
mistralai_Mistral-7B-v0.3 — log(1 + x) counts,C(syntactic_role),0.0006009946280025
mistralai_Mistral-7B-v0.3 — log(1 + x) counts,C(tense),0.0101754223284296
mistralai_Mistral-7B-v0.3 — log(1 + x) counts,"C(valence, Treatment(reference='-val'))",9.745231764230656e-05
mistralai_Mistral-7B-v0.3 — log(1 + x) counts,lex_emb_norm,0.0252428144477642
mistralai_Mistral-7B-v0.3 — log(1 + x) counts,log_frequency,0.0378325363894935
mistralai_Mistral-7B-v0.3 — log(1 + x) counts,profession_embedding,0.4966083307676393
tiiuae_Falcon3-10B-Base — PPMI,C(syntactic_role),0.008250710280472
tiiuae_Falcon3-10B-Base — PPMI,C(tense),0.0110990819598059
tiiuae_Falcon3-10B-Base — PPMI,"C(valence, Treatment(reference='-val'))",0.0032934886779842
tiiuae_Falcon3-10B-Base — PPMI,lex_emb_norm,0.0296172987958178
tiiuae_Falcon3-10B-Base — PPMI,log_frequency,0.0202973945317817
tiiuae_Falcon3-10B-Base — PPMI,profession_embedding,0.275892096635357
tiiuae_Falcon3-10B-Base — Raw counts,"C(dominance, Treatment(reference='-dom'))",6.0125707607083575e-05
tiiuae_Falcon3-10B-Base — Raw counts,C(semantic_role),6.73943199641598e-05
tiiuae_Falcon3-10B-Base — Raw counts,C(syntactic_role),0.008250710280472
tiiuae_Falcon3-10B-Base — Raw counts,C(tense),0.011099081959806
tiiuae_Falcon3-10B-Base — Raw counts,"C(valence, Treatment(reference='-val'))",0.0032934886779842
tiiuae_Falcon3-10B-Base — Raw counts,lex_emb_norm,0.0365553374648657
tiiuae_Falcon3-10B-Base — Raw counts,log_frequency,0.0013920977273681
tiiuae_Falcon3-10B-Base — Raw counts,profession_embedding,0.4505554016989728
tiiuae_Falcon3-10B-Base — TF-IDF,C(syntactic_role),0.008250710280472
tiiuae_Falcon3-10B-Base — TF-IDF,C(tense),0.0110990819598059
tiiuae_Falcon3-10B-Base — TF-IDF,"C(valence, Treatment(reference='-val'))",0.0032934886779842
tiiuae_Falcon3-10B-Base — TF-IDF,lex_emb_norm,0.0253211250313387
tiiuae_Falcon3-10B-Base — TF-IDF,log_frequency,0.0050869058940878
tiiuae_Falcon3-10B-Base — TF-IDF,profession_embedding,0.6304153963821203
tiiuae_Falcon3-10B-Base — log(1 + x) counts,"C(dominance, Treatment(reference='-dom'))",6.012570760711244e-05
tiiuae_Falcon3-10B-Base — log(1 + x) counts,C(semantic_role),6.739431996418022e-05
tiiuae_Falcon3-10B-Base — log(1 + x) counts,C(syntactic_role),0.008250710280472
tiiuae_Falcon3-10B-Base — log(1 + x) counts,C(tense),0.011099081959806
tiiuae_Falcon3-10B-Base — log(1 + x) counts,"C(valence, Treatment(reference='-val'))",0.0032934886779843
tiiuae_Falcon3-10B-Base — log(1 + x) counts,lex_emb_norm,0.0400429561323086
tiiuae_Falcon3-10B-Base — log(1 + x) counts,log_frequency,0.0057469843653843
tiiuae_Falcon3-10B-Base — log(1 + x) counts,profession_embedding,0.4063219948491241
tiiuae_Falcon3-3B-Base — PPMI,"C(dominance, Treatment(reference='-dom'))",0.0006083302529063
tiiuae_Falcon3-3B-Base — PPMI,C(syntactic_role),0.0076744596712147
tiiuae_Falcon3-3B-Base — PPMI,C(tense),0.0078506959525681
tiiuae_Falcon3-3B-Base — PPMI,"C(valence, Treatment(reference='-val'))",0.000359187018095
tiiuae_Falcon3-3B-Base — PPMI,lex_emb_norm,0.0362273959769921
tiiuae_Falcon3-3B-Base — PPMI,log_frequency,0.0340734549178363
tiiuae_Falcon3-3B-Base — PPMI,profession_embedding,0.2816634076584747
tiiuae_Falcon3-3B-Base — Raw counts,"C(dominance, Treatment(reference='-dom'))",0.0006083302529063
tiiuae_Falcon3-3B-Base — Raw counts,C(semantic_role),4.432449210161549e-05
tiiuae_Falcon3-3B-Base — Raw counts,C(syntactic_role),0.0076744596712146
tiiuae_Falcon3-3B-Base — Raw counts,C(tense),0.0078506959525681
tiiuae_Falcon3-3B-Base — Raw counts,"C(valence, Treatment(reference='-val'))",0.000359187018095
tiiuae_Falcon3-3B-Base — Raw counts,lex_emb_norm,0.0401581216263534
tiiuae_Falcon3-3B-Base — Raw counts,log_frequency,0.0046540524834406
tiiuae_Falcon3-3B-Base — Raw counts,profession_embedding,0.4719602593551684
tiiuae_Falcon3-3B-Base — TF-IDF,"C(dominance, Treatment(reference='-dom'))",0.0006083302529063
tiiuae_Falcon3-3B-Base — TF-IDF,C(syntactic_role),0.0076744596712146
tiiuae_Falcon3-3B-Base — TF-IDF,C(tense),0.0078506959525681
tiiuae_Falcon3-3B-Base — TF-IDF,"C(valence, Treatment(reference='-val'))",0.000359187018095
tiiuae_Falcon3-3B-Base — TF-IDF,lex_emb_norm,0.0297115989625656
tiiuae_Falcon3-3B-Base — TF-IDF,log_frequency,0.0193336838252787
tiiuae_Falcon3-3B-Base — TF-IDF,profession_embedding,0.6506583349113424
tiiuae_Falcon3-3B-Base — log(1 + x) counts,"C(dominance, Treatment(reference='-dom'))",0.0006083302529063
tiiuae_Falcon3-3B-Base — log(1 + x) counts,C(semantic_role),4.4324492101553535e-05
tiiuae_Falcon3-3B-Base — log(1 + x) counts,C(syntactic_role),0.0076744596712146
tiiuae_Falcon3-3B-Base — log(1 + x) counts,C(tense),0.0078506959525681
tiiuae_Falcon3-3B-Base — log(1 + x) counts,"C(valence, Treatment(reference='-val'))",0.000359187018095
tiiuae_Falcon3-3B-Base — log(1 + x) counts,lex_emb_norm,0.037322184135629
tiiuae_Falcon3-3B-Base — log(1 + x) counts,log_frequency,0.0123537572732962
tiiuae_Falcon3-3B-Base — log(1 + x) counts,profession_embedding,0.4610092865463983
tiiuae_Falcon3-7B-Base — PPMI,C(semantic_role),0.0002976989068793
tiiuae_Falcon3-7B-Base — PPMI,C(syntactic_role),0.0232448167117417
tiiuae_Falcon3-7B-Base — PPMI,C(tense),0.0169441293038321
tiiuae_Falcon3-7B-Base — PPMI,"C(valence, Treatment(reference='-val'))",0.0034322551495767
tiiuae_Falcon3-7B-Base — PPMI,lex_emb_norm,0.0146074718426021
tiiuae_Falcon3-7B-Base — PPMI,log_frequency,0.0300091749352341
tiiuae_Falcon3-7B-Base — PPMI,profession_embedding,0.2965308624598902
tiiuae_Falcon3-7B-Base — Raw counts,"C(dominance, Treatment(reference='-dom'))",0.0001194317136265
tiiuae_Falcon3-7B-Base — Raw counts,C(semantic_role),0.0002976989068793
tiiuae_Falcon3-7B-Base — Raw counts,C(syntactic_role),0.0232448167117417
tiiuae_Falcon3-7B-Base — Raw counts,C(tense),0.0169441293038321
tiiuae_Falcon3-7B-Base — Raw counts,"C(valence, Treatment(reference='-val'))",0.0034322551495767
tiiuae_Falcon3-7B-Base — Raw counts,lex_emb_norm,0.0253085561036367
tiiuae_Falcon3-7B-Base — Raw counts,log_frequency,0.0039117387396721
tiiuae_Falcon3-7B-Base — Raw counts,profession_embedding,0.4693825209575281
tiiuae_Falcon3-7B-Base — TF-IDF,C(semantic_role),0.0002976989068793
tiiuae_Falcon3-7B-Base — TF-IDF,C(syntactic_role),0.0232448167117417
tiiuae_Falcon3-7B-Base — TF-IDF,C(tense),0.0169441293038321
tiiuae_Falcon3-7B-Base — TF-IDF,"C(valence, Treatment(reference='-val'))",0.0034322551495767
tiiuae_Falcon3-7B-Base — TF-IDF,lex_emb_norm,0.0182945739907135
tiiuae_Falcon3-7B-Base — TF-IDF,log_frequency,0.0095224587872641
tiiuae_Falcon3-7B-Base — TF-IDF,profession_embedding,0.5957173225772978
tiiuae_Falcon3-7B-Base — log(1 + x) counts,"C(dominance, Treatment(reference='-dom'))",0.0001194317136265
tiiuae_Falcon3-7B-Base — log(1 + x) counts,C(semantic_role),0.0002976989068793
tiiuae_Falcon3-7B-Base — log(1 + x) counts,C(syntactic_role),0.0232448167117417
tiiuae_Falcon3-7B-Base — log(1 + x) counts,C(tense),0.0169441293038321
tiiuae_Falcon3-7B-Base — log(1 + x) counts,"C(valence, Treatment(reference='-val'))",0.0034322551495767
tiiuae_Falcon3-7B-Base — log(1 + x) counts,lex_emb_norm,0.0219301074296011
tiiuae_Falcon3-7B-Base — log(1 + x) counts,log_frequency,0.0144761396119784
tiiuae_Falcon3-7B-Base — log(1 + x) counts,profession_embedding,0.4489951771471212
