target_model,predictor,shapley_r2,mc_standard_error,relative_r2,permutations,random_state,baseline_r2,full_r2
allenai_Olmo-3-1025-7B — PPMI,"C(valence, Treatment(reference='-val'))",0.0023133814603697,5.752655377071341e-18,0.0069238574498052,500,0,0.0,0.3341174305133709
allenai_Olmo-3-1025-7B — PPMI,C(semantic_role),0.0002499754775863,6.530293263899965e-18,0.000748166526967,500,0,0.0,0.3341174305133709
allenai_Olmo-3-1025-7B — PPMI,"C(dominance, Treatment(reference='-dom'))",0.0001717274099725,6.387506096231987e-18,0.0005139732150718,500,0,0.0,0.3341174305133709
allenai_Olmo-3-1025-7B — Raw counts,profession_embedding,0.545243095843402,5.592065125122733e-05,0.9696386884908652,500,0,0.0,0.5623157391667326
allenai_Olmo-3-1025-7B — Raw counts,lex_emb_norm,0.005318968185251,4.507483476298018e-05,0.0094590419843715,500,0,0.0,0.5623157391667326
allenai_Olmo-3-1025-7B — Raw counts,C(syntactic_role),0.0044236761910725,5.649380353749679e-18,0.0078668902236806,500,0,0.0,0.5623157391667326
allenai_Olmo-3-1025-7B — Raw counts,C(tense),0.0038524321709859,6.625587432865696e-18,0.0068510125231327,500,0,0.0,0.5623157391667326
allenai_Olmo-3-1025-7B — Raw counts,"C(valence, Treatment(reference='-val'))",0.0023133814603697,5.624966674511817e-18,0.0041140258030085,500,0,0.0,0.5623157391667326
allenai_Olmo-3-1025-7B — Raw counts,log_frequency,0.0007424824280917,3.964442810407741e-05,0.0013204012912602,500,0,0.0,0.5623157391667326
allenai_Olmo-3-1025-7B — Raw counts,C(semantic_role),0.0002499754775863,6.517116653100073e-18,0.0004445464712703,500,0,0.0,0.5623157391667326
allenai_Olmo-3-1025-7B — Raw counts,"C(dominance, Treatment(reference='-dom'))",0.0001717274099725,6.3604407076655925e-18,0.0003053932124094,500,0,0.0,0.5623157391667326
allenai_Olmo-3-1025-7B — TF-IDF,profession_embedding,0.6954338146848528,0.0003985616997297,0.9641993520393266,500,0,0.0,0.7212552188652459
allenai_Olmo-3-1025-7B — TF-IDF,lex_emb_norm,0.0082889176057852,0.0001771773066099,0.0114923502651755,500,0,0.0,0.7212552188652459
allenai_Olmo-3-1025-7B — TF-IDF,log_frequency,0.0065212938646183,0.0003051459086214,0.0090415898478742,500,0,0.0,0.7212552188652459
allenai_Olmo-3-1025-7B — TF-IDF,C(syntactic_role),0.0044236761910724,5.838690852264785e-18,0.0061333021590225,500,0,0.0,0.7212552188652459
allenai_Olmo-3-1025-7B — TF-IDF,C(tense),0.0038524321709859,6.4060477376709174e-18,0.0053412884513292,500,0,0.0,0.7212552188652459
allenai_Olmo-3-1025-7B — TF-IDF,"C(valence, Treatment(reference='-val'))",0.0023133814603697,5.6647908050320025e-18,0.0032074380882947,500,0,0.0,0.7212552188652459
allenai_Olmo-3-1025-7B — TF-IDF,C(semantic_role),0.0002499754775863,6.25138683195943e-18,0.0003465839428928,500,0,0.0,0.7212552188652459
allenai_Olmo-3-1025-7B — TF-IDF,"C(dominance, Treatment(reference='-dom'))",0.0001717274099724,5.9971816943484554e-18,0.0002380952060806,500,0,0.0,0.7212552188652459
allenai_Olmo-3-1125-32B — log(1 + x) counts,profession_embedding,0.420644849000704,0.0007974478389471,0.869577205229956,500,0,0.0,0.4837349075743841
allenai_Olmo-3-1125-32B — log(1 + x) counts,C(syntactic_role),0.0260873531721991,1.020468006566122e-17,0.0539290275804371,500,0,0.0,0.4837349075743841
allenai_Olmo-3-1125-32B — log(1 + x) counts,log_frequency,0.0198734193251637,0.0008094892871512,0.0410832855226761,500,0,0.0,0.4837349075743841
allenai_Olmo-3-1125-32B — log(1 + x) counts,C(tense),0.0136630807177161,7.864427730861547e-18,0.0282449757166122,500,0,0.0,0.4837349075743841
allenai_Olmo-3-1125-32B — log(1 + x) counts,lex_emb_norm,0.0013164173141967,3.331106658654585e-05,0.0027213610049307,500,0,0.0,0.4837349075743841
allenai_Olmo-3-1125-32B — log(1 + x) counts,"C(dominance, Treatment(reference='-dom'))",0.0010756725149543,7.823192683491336e-18,0.0022236818102462,500,0,0.0,0.4837349075743841
allenai_Olmo-3-1125-32B — log(1 + x) counts,"C(valence, Treatment(reference='-val'))",0.0010741155294498,6.6116426995008695e-18,0.0022204631351411,500,0,0.0,0.4837349075743841
allenai_Olmo-3-1125-32B — PPMI,profession_embedding,0.2351702665899664,0.0007893353706855,0.7895663035404734,500,0,0.0,0.2978473948741804
allenai_Olmo-3-1125-32B — PPMI,C(syntactic_role),0.0260873531721991,1.1562999541846893e-17,0.0875863063473133,500,0,0.0,0.2978473948741804
allenai_Olmo-3-1125-32B — PPMI,log_frequency,0.0192653443640431,0.0007822547464591,0.0646819300607998,500,0,0.0,0.2978473948741804
allenai_Olmo-3-1125-32B — PPMI,C(tense),0.0136630807177161,7.851264235588556e-18,0.0458727554877148,500,0,0.0,0.2978473948741804
allenai_Olmo-3-1125-32B — PPMI,lex_emb_norm,0.0015115619858521,4.232605602549102e-05,0.0050749545299553,500,0,0.0,0.2978473948741804
allenai_Olmo-3-1125-32B — PPMI,"C(dominance, Treatment(reference='-dom'))",0.0010756725149543,8.7528959112763e-18,0.0036114887471441,500,0,0.0,0.2978473948741804
allenai_Olmo-3-1125-32B — PPMI,"C(valence, Treatment(reference='-val'))",0.0010741155294498,6.4933242401427154e-18,0.0036062612866013,500,0,0.0,0.2978473948741804
allenai_Olmo-3-1125-32B — Raw counts,profession_embedding,0.4953204013540557,6.0192524522998205e-05,0.9175815823611296,500,0,0.0,0.5398107491210673
allenai_Olmo-3-1125-32B — Raw counts,C(syntactic_role),0.0260873531721991,1.0107698358032948e-17,0.0483268501315975,500,0,0.0,0.5398107491210673
allenai_Olmo-3-1125-32B — Raw counts,C(tense),0.0136630807177161,8.596150991316154e-18,0.0253108718934602,500,0,0.0,0.5398107491210673
allenai_Olmo-3-1125-32B — Raw counts,lex_emb_norm,0.00137416345447,2.9406338563964274e-05,0.0025456392943407,500,0,0.0,0.5398107491210673
allenai_Olmo-3-1125-32B — Raw counts,log_frequency,0.0012159623782236,4.6123918020397485e-05,0.0022525716284892,500,0,0.0,0.5398107491210673
allenai_Olmo-3-1125-32B — Raw counts,"C(dominance, Treatment(reference='-dom'))",0.0010756725149543,7.953773944984337e-18,0.0019926845041633,500,0,0.0,0.5398107491210673
allenai_Olmo-3-1125-32B — Raw counts,"C(valence, Treatment(reference='-val'))",0.0010741155294498,7.470314327258321e-18,0.0019898001868223,500,0,0.0,0.5398107491210673
allenai_Olmo-3-1125-32B — TF-IDF,profession_embedding,0.668187233325866,0.0006815359935976,0.911417831302576,500,0,0.0,0.7331294279934256
allenai_Olmo-3-1125-32B — TF-IDF,C(syntactic_role),0.0260873531721992,1.0382407051302437e-17,0.0355835575221694,500,0,0.0,0.7331294279934256
allenai_Olmo-3-1125-32B — TF-IDF,log_frequency,0.0136959027797833,0.0005266282741823,0.0186814254848137,500,0,0.0,0.7331294279934256
allenai_Olmo-3-1125-32B — TF-IDF,C(tense),0.0136630807177161,7.644710667740418e-18,0.0186366556790824,500,0,0.0,0.7331294279934256
allenai_Olmo-3-1125-32B — TF-IDF,lex_emb_norm,0.0093460699534594,0.0003255479572379,0.0127481855134905,500,0,0.0,0.7331294279934256
allenai_Olmo-3-1125-32B — TF-IDF,"C(dominance, Treatment(reference='-dom'))",0.0010756725149543,7.238366208747029e-18,0.0014672341252191,500,0,0.0,0.7331294279934256
allenai_Olmo-3-1125-32B — TF-IDF,"C(valence, Treatment(reference='-val'))",0.0010741155294498,5.7019691674513694e-18,0.0014651103726523,500,0,0.0,0.7331294279934256
google_gemma-3-12b-pt — log(1 + x) counts,profession_embedding,0.449614744570149,0.0007569437455993,0.9322656754772416,500,0,0.0,0.4822817748170167
google_gemma-3-12b-pt — log(1 + x) counts,log_frequency,0.0190903851824089,0.0007862397869705,0.0395834679625868,500,0,0.0,0.4822817748170167
google_gemma-3-12b-pt — log(1 + x) counts,lex_emb_norm,0.0066298533522159,0.0001994006705887,0.01374684613519,500,0,0.0,0.4822817748170167
google_gemma-3-12b-pt — log(1 + x) counts,C(tense),0.0041977937659238,9.470715817570908e-18,0.0087040273655717,500,0,0.0,0.4822817748170167
google_gemma-3-12b-pt — log(1 + x) counts,C(syntactic_role),0.0023556966218267,8.515561301057007e-18,0.0048844819456852,500,0,0.0,0.4822817748170167
google_gemma-3-12b-pt — log(1 + x) counts,"C(valence, Treatment(reference='-val'))",0.000370357124057,8.968196026336262e-18,0.000767926849812,500,0,0.0,0.4822817748170167
google_gemma-3-12b-pt — log(1 + x) counts,"C(dominance, Treatment(reference='-dom'))",1.3769408798722128e-05,7.890515468132063e-18,2.8550547662611556e-05,500,0,0.0,0.4822817748170167
google_gemma-3-12b-pt — log(1 + x) counts,C(semantic_role),9.17479163770385e-06,9.405203164119909e-18,1.9023716252153363e-05,500,0,0.0,0.4822817748170167
google_gemma-3-12b-pt — PPMI,profession_embedding,0.2675084392661941,0.0008731138331507,0.8715168102889397,500,0,0.0,0.306945816888495
google_gemma-3-12b-pt — PPMI,log_frequency,0.0228433976980469,0.0008933032357582,0.0744215963899104,500,0,0.0,0.306945816888495
google_gemma-3-12b-pt — PPMI,lex_emb_norm,0.009670132412446,5.279884542461648e-05,0.0315043629213521,500,0,0.0,0.306945816888495
google_gemma-3-12b-pt — PPMI,C(tense),0.0041977937659237,1.048871831967212e-17,0.0136760090379362,500,0,0.0,0.306945816888495
google_gemma-3-12b-pt — PPMI,C(syntactic_role),0.0023556966218267,9.180529678091705e-18,0.0076746334115462,500,0,0.0,0.306945816888495
google_gemma-3-12b-pt — PPMI,"C(valence, Treatment(reference='-val'))",0.000370357124057,1.107985194070514e-17,0.0012065879503142,500,0,0.0,0.306945816888495
google_gemma-3-12b-pt — Raw counts,profession_embedding,0.4858666345169382,0.0002047097164676,0.9700047115341088,500,0,0.0,0.5008910046926647
google_gemma-3-12b-pt — Raw counts,lex_emb_norm,0.0066355439281206,0.000186170925518,0.013247480721264,500,0,0.0,0.5008910046926647
google_gemma-3-12b-pt — Raw counts,C(tense),0.0041977937659238,1.1046784993562254e-17,0.008380653129316,500,0,0.0,0.5008910046926647
google_gemma-3-12b-pt — Raw counts,C(syntactic_role),0.0023556966218268,8.241462509076815e-18,0.0047030124313616,500,0,0.0,0.5008910046926647
google_gemma-3-12b-pt — Raw counts,log_frequency,0.0014512093269997,4.123991960516038e-05,0.0028972557171198,500,0,0.0,0.5008910046926647
google_gemma-3-12b-pt — Raw counts,"C(valence, Treatment(reference='-val'))",0.000370357124057,9.943356400981878e-18,0.0007393966363685,500,0,0.0,0.5008910046926647
google_gemma-3-12b-pt — Raw counts,"C(dominance, Treatment(reference='-dom'))",1.3769408798738558e-05,8.488032406824209e-18,2.7489830461593445e-05,500,0,0.0,0.5008910046926647
google_gemma-3-12b-pt — TF-IDF,profession_embedding,0.7026449120115282,0.0003270529402733,0.9668530730279076,500,0,0.0,0.7267339077808845
google_gemma-3-12b-pt — TF-IDF,log_frequency,0.0100304752898272,0.0003383895517086,0.0138021292008456,500,0,0.0,0.7267339077808845
google_gemma-3-12b-pt — TF-IDF,lex_emb_norm,0.0071346729677209,0.0001730798089854,0.0098174488507175,500,0,0.0,0.7267339077808845
google_gemma-3-12b-pt — TF-IDF,C(tense),0.0041977937659237,1.0017969719743136e-17,0.0057762459147419,500,0,0.0,0.7267339077808845
google_gemma-3-12b-pt — TF-IDF,C(syntactic_role),0.0023556966218268,7.429511226571768e-18,0.0032414843956023,500,0,0.0,0.7267339077808845
google_gemma-3-12b-pt — TF-IDF,"C(valence, Treatment(reference='-val'))",0.0003703571240569,9.659156447535812e-18,0.0005096186101841,500,0,0.0,0.7267339077808845
google_gemma-3-4b-pt — log(1 + x) counts,profession_embedding,0.4426158794629481,0.0004650131795822,0.913531893651261,500,0,0.0,0.4845105929404101
google_gemma-3-4b-pt — log(1 + x) counts,C(syntactic_role),0.0181829049981525,9.16379708800559e-18,0.0375283951746104,500,0,0.0,0.4845105929404101
google_gemma-3-4b-pt — log(1 + x) counts,log_frequency,0.015074502369301,0.0004537316130886,0.031112843741592,500,0,0.0,0.4845105929404101
google_gemma-3-4b-pt — log(1 + x) counts,C(tense),0.0056548657216865,6.27210508430046e-18,0.0116712943000238,500,0,0.0,0.4845105929404101
google_gemma-3-4b-pt — log(1 + x) counts,"C(valence, Treatment(reference='-val'))",0.0014521845421635,7.811765963423903e-18,0.0029972193865783,500,0,0.0,0.4845105929404101
google_gemma-3-4b-pt — log(1 + x) counts,lex_emb_norm,0.001236853012221,3.365597949719534e-05,0.0025527883811884,500,0,0.0,0.4845105929404101
google_gemma-3-4b-pt — log(1 + x) counts,"C(dominance, Treatment(reference='-dom'))",0.0001523975476158,6.119821820681095e-18,0.0003145391449358,500,0,0.0,0.4845105929404101
google_gemma-3-4b-pt — log(1 + x) counts,C(semantic_role),0.0001410052863196,5.694643214946556e-18,0.0002910262198063,500,0,0.0,0.4845105929404101
google_gemma-3-4b-pt — PPMI,profession_embedding,0.2554096277666293,0.0011869017201098,0.8098192901801801,500,0,0.0,0.3153908913552826
google_gemma-3-4b-pt — PPMI,log_frequency,0.0292812596644305,0.001117117567868,0.0928411709628154,500,0,0.0,0.3153908913552826
google_gemma-3-4b-pt — PPMI,C(syntactic_role),0.0181829049981525,8.977254489087723e-18,0.0576519661681346,500,0,0.0,0.3153908913552826
google_gemma-3-4b-pt — PPMI,C(tense),0.0056548657216865,6.9344192037220336e-18,0.0179297052536511,500,0,0.0,0.3153908913552826
google_gemma-3-4b-pt — PPMI,lex_emb_norm,0.0051166458282832,0.0001798475991264,0.016223188330824,500,0,0.0,0.3153908913552826
google_gemma-3-4b-pt — PPMI,"C(valence, Treatment(reference='-val'))",0.0014521845421635,7.694907359708683e-18,0.0046043959479087,500,0,0.0,0.3153908913552826
google_gemma-3-4b-pt — PPMI,"C(dominance, Treatment(reference='-dom'))",0.0001523975476158,7.424349410867293e-18,0.0004832021209014,500,0,0.0,0.3153908913552826
google_gemma-3-4b-pt — PPMI,C(semantic_role),0.0001410052863195,6.5662572630518415e-18,0.0004470810355798,500,0,0.0,0.3153908913552826
google_gemma-3-4b-pt — Raw counts,profession_embedding,0.4416174265082029,0.0001061546327802,0.9369260947087464,500,0,0.0,0.4713471307952891
google_gemma-3-4b-pt — Raw counts,C(syntactic_role),0.0181829049981525,9.5947616615375e-18,0.0385764626751267,500,0,0.0,0.4713471307952891
google_gemma-3-4b-pt — Raw counts,C(tense),0.0056548657216865,6.331824739436384e-18,0.0119972422705645,500,0,0.0,0.4713471307952891
google_gemma-3-4b-pt — Raw counts,log_frequency,0.0033555296191022,9.598132790624572e-05,0.0071190199321688,500,0,0.0,0.4713471307952891
google_gemma-3-4b-pt — Raw counts,"C(valence, Treatment(reference='-val'))",0.0014521845421635,7.234925969692441e-18,0.0030809236914486,500,0,0.0,0.4713471307952891
google_gemma-3-4b-pt — Raw counts,lex_emb_norm,0.0007908165720452,1.984717611773929e-05,0.0016777795394891,500,0,0.0,0.4713471307952891
google_gemma-3-4b-pt — Raw counts,"C(dominance, Treatment(reference='-dom'))",0.0001523975476158,6.226999052074163e-18,0.0003233233802838,500,0,0.0,0.4713471307952891
google_gemma-3-4b-pt — Raw counts,C(semantic_role),0.0001410052863196,6.025518140222878e-18,0.0002991538021706,500,0,0.0,0.4713471307952891
google_gemma-3-4b-pt — TF-IDF,profession_embedding,0.6223117778418691,0.0004785742754439,0.935569133780254,500,0,0.0,0.6651692059648875
google_gemma-3-4b-pt — TF-IDF,C(syntactic_role),0.0181829049981525,9.299890107340155e-18,0.0273357588341399,500,0,0.0,0.6651692059648875
google_gemma-3-4b-pt — TF-IDF,log_frequency,0.0144211808581372,0.0004265957193101,0.0216804697644083,500,0,0.0,0.6651692059648875
google_gemma-3-4b-pt — TF-IDF,C(tense),0.0056548657216865,5.8551903160452715e-18,0.008501394338428,500,0,0.0,0.6651692059648875
google_gemma-3-4b-pt — TF-IDF,lex_emb_norm,0.0028528891689447,9.84357187108009e-05,0.004288967594052,500,0,0.0,0.6651692059648875
google_gemma-3-4b-pt — TF-IDF,"C(valence, Treatment(reference='-val'))",0.0014521845421635,6.6586984579244125e-18,0.0021831806540969,500,0,0.0,0.6651692059648875
google_gemma-3-4b-pt — TF-IDF,"C(dominance, Treatment(reference='-dom'))",0.0001523975476158,5.745496205252018e-18,0.000229110948386,500,0,0.0,0.6651692059648875
google_gemma-3-4b-pt — TF-IDF,C(semantic_role),0.0001410052863195,5.0561317565264465e-18,0.0002119840862372,500,0,0.0,0.6651692059648875
gpt2 — log(1 + x) counts,profession_embedding,0.4973973273256746,0.0005728035262678,0.8759763210515522,500,0,0.0,0.5678205168018489
gpt2 — log(1 + x) counts,lex_emb_norm,0.0469984945713869,0.0005868850678671,0.0827699830856726,500,0,0.0,0.5678205168018489
gpt2 — log(1 + x) counts,log_frequency,0.0131836516794295,0.0003246719026463,0.0232179910540819,500,0,0.0,0.5678205168018489
gpt2 — log(1 + x) counts,C(tense),0.0068755831368979,7.043034510140819e-18,0.0121087261439996,500,0,0.0,0.5678205168018489
gpt2 — log(1 + x) counts,C(semantic_role),0.0015039566052514,8.203374835045315e-18,0.0026486478750754,500,0,0.0,0.5678205168018489
gpt2 — log(1 + x) counts,"C(valence, Treatment(reference='-val'))",0.001352441131141,7.662223621062367e-18,0.0023818109616017,500,0,0.0,0.5678205168018489
gpt2 — log(1 + x) counts,"C(dominance, Treatment(reference='-dom'))",0.0004262619877945,7.611558773568466e-18,0.0007506984604842,500,0,0.0,0.5678205168018489
gpt2 — log(1 + x) counts,C(syntactic_role),8.2800364275734e-05,8.381151262226433e-18,0.0001458213675372,500,0,0.0,0.5678205168018489
gpt2 — PPMI,profession_embedding,0.3063625360765424,0.0012462698740281,0.8250897721918506,500,0,0.0,0.3713081247664608
gpt2 — PPMI,lex_emb_norm,0.0317532525884283,0.0012860535818121,0.0855172576910349,500,0,0.0,0.3713081247664608
gpt2 — PPMI,log_frequency,0.0229512928761282,0.0007814350810553,0.0618119867174027,500,0,0.0,0.3713081247664608
gpt2 — PPMI,C(tense),0.0068755831368979,7.151329174071486e-18,0.0185171901132582,500,0,0.0,0.3713081247664608
gpt2 — PPMI,C(semantic_role),0.0015039566052514,8.614673763346389e-18,0.0040504274076883,500,0,0.0,0.3713081247664608
gpt2 — PPMI,"C(valence, Treatment(reference='-val'))",0.001352441131141,8.073990048438775e-18,0.0036423688062081,500,0,0.0,0.3713081247664608
gpt2 — PPMI,"C(dominance, Treatment(reference='-dom'))",0.0004262619877945,8.066417615496862e-18,0.0011480007017424,500,0,0.0,0.3713081247664608
gpt2 — PPMI,C(syntactic_role),8.280036427576132e-05,8.86508177621643e-18,0.0002229963708115,500,0,0.0,0.3713081247664608
gpt2 — Raw counts,profession_embedding,0.5065930823741999,0.0009878000649833,0.9047271014198668,500,0,0.0,0.5599402091295369
gpt2 — Raw counts,lex_emb_norm,0.0386013474009791,0.0009706079511596,0.0689383380075302,500,0,0.0,0.5599402091295369
gpt2 — Raw counts,C(tense),0.0068755831368979,7.102148471521735e-18,0.0122791380665205,500,0,0.0,0.5599402091295369
gpt2 — Raw counts,log_frequency,0.0045047361289977,9.509388854904433e-05,0.0080450306221098,500,0,0.0,0.5599402091295369
gpt2 — Raw counts,C(semantic_role),0.0015039566052514,8.423162256608852e-18,0.0026859235695708,500,0,0.0,0.5599402091295369
gpt2 — Raw counts,"C(valence, Treatment(reference='-val'))",0.001352441131141,8.053766806020341e-18,0.0024153313319711,500,0,0.0,0.5599402091295369
gpt2 — Raw counts,"C(dominance, Treatment(reference='-dom'))",0.0004262619877945,8.16065571285391e-18,0.000761263400707,500,0,0.0,0.5599402091295369
gpt2 — Raw counts,C(syntactic_role),8.280036427574155e-05,8.26796729999568e-18,0.0001478735817248,500,0,0.0,0.5599402091295369
gpt2 — TF-IDF,profession_embedding,0.604554964171195,0.0010074885632557,0.916776515943361,500,0,0.0,0.6594354825386308
gpt2 — TF-IDF,lex_emb_norm,0.0380604218852264,0.0009957216834251,0.0577166726587188,500,0,0.0,0.6594354825386308
gpt2 — TF-IDF,C(tense),0.0068755831368979,6.8658992729624434e-18,0.0104264682731796,500,0,0.0,0.6594354825386308
gpt2 — TF-IDF,log_frequency,0.0065790532568487,5.054837615278808e-05,0.0099767959581449,500,0,0.0,0.6594354825386308
gpt2 — TF-IDF,C(semantic_role),0.0015039566052514,8.223728644049879e-18,0.0022806728559125,500,0,0.0,0.6594354825386308
gpt2 — TF-IDF,"C(valence, Treatment(reference='-val'))",0.001352441131141,7.5840881887392e-18,0.0020509074306018,500,0,0.0,0.6594354825386308
gpt2 — TF-IDF,"C(dominance, Treatment(reference='-dom'))",0.0004262619877945,7.740535054758713e-18,0.0006464043853896,500,0,0.0,0.6594354825386308
gpt2 — TF-IDF,C(syntactic_role),8.280036427575865e-05,8.347869727328038e-18,0.0001255624946916,500,0,0.0,0.6594354825386308
meta-llama_Llama-3.1-70B — log(1 + x) counts,profession_embedding,0.4606441535677507,0.0008807888760409,0.9179923490139452,500,0,0.0,0.5017951991239886
meta-llama_Llama-3.1-70B — log(1 + x) counts,log_frequency,0.0192035447328988,0.0008979091033855,0.0382696860520457,500,0,0.0,0.5017951991239886
meta-llama_Llama-3.1-70B — log(1 + x) counts,C(tense),0.0185137887747412,6.5662873412891494e-18,0.0368951094132861,500,0,0.0,0.5017951991239886
meta-llama_Llama-3.1-70B — log(1 + x) counts,lex_emb_norm,0.0018193181842838,6.920266464332685e-05,0.0036256189526323,500,0,0.0,0.5017951991239886
meta-llama_Llama-3.1-70B — log(1 + x) counts,C(syntactic_role),0.0008773891569089,6.920496089371684e-18,0.0017485005006837,500,0,0.0,0.5017951991239886
meta-llama_Llama-3.1-70B — log(1 + x) counts,"C(dominance, Treatment(reference='-dom'))",0.0006309852672685,6.711579664276179e-18,0.0012574557675523,500,0,0.0,0.5017951991239886
meta-llama_Llama-3.1-70B — log(1 + x) counts,C(semantic_role),5.928419825335629e-05,7.870410790884453e-18,0.0001181442117358,500,0,0.0,0.5017951991239886
meta-llama_Llama-3.1-70B — log(1 + x) counts,"C(valence, Treatment(reference='-val'))",4.673524188045008e-05,6.8814877425037585e-18,9.313608811331468e-05,500,0,0.0,0.5017951991239886
meta-llama_Llama-3.1-70B — PPMI,profession_embedding,0.2854149220127485,0.0008605155560512,0.8783853093163811,500,0,0.0,0.324931347309164
meta-llama_Llama-3.1-70B — PPMI,log_frequency,0.019388242657365,0.0008605155560512,0.059668735620382,500,0,0.0,0.324931347309164
meta-llama_Llama-3.1-70B — PPMI,C(tense),0.0185137887747412,7.289893270571823e-18,0.0569775398035875,500,0,0.0,0.324931347309164
meta-llama_Llama-3.1-70B — PPMI,C(syntactic_role),0.0008773891569089,6.882212907940221e-18,0.0027002293382118,500,0,0.0,0.324931347309164
meta-llama_Llama-3.1-70B — PPMI,"C(dominance, Treatment(reference='-dom'))",0.0006309852672684,7.349606682377713e-18,0.0019419033358702,500,0,0.0,0.324931347309164
meta-llama_Llama-3.1-70B — PPMI,C(semantic_role),5.928419825329945e-05,6.5383980399734595e-18,0.000182451458575,500,0,0.0,0.324931347309164
meta-llama_Llama-3.1-70B — PPMI,"C(valence, Treatment(reference='-val'))",4.673524188038636e-05,8.050337076393236e-18,0.0001438311269977,500,0,0.0,0.324931347309164
meta-llama_Llama-3.1-70B — Raw counts,profession_embedding,0.5101982015210262,7.761852717105401e-06,0.9563975687779545,500,0,0.0,0.5334582794610578
meta-llama_Llama-3.1-70B — Raw counts,C(tense),0.0185137887747412,5.70846904797255e-18,0.0347052234214929,500,0,0.0,0.5334582794610578
meta-llama_Llama-3.1-70B — Raw counts,lex_emb_norm,0.0031318953009787,7.76185271710533e-06,0.0058709282835442,500,0,0.0,0.5334582794610578
meta-llama_Llama-3.1-70B — Raw counts,C(syntactic_role),0.0008773891569089,7.420282629830141e-18,0.0016447193542396,500,0,0.0,0.5334582794610578
meta-llama_Llama-3.1-70B — Raw counts,"C(dominance, Treatment(reference='-dom'))",0.0006309852672685,6.890097558798559e-18,0.0011828202721045,500,0,0.0,0.5334582794610578
meta-llama_Llama-3.1-70B — Raw counts,C(semantic_role),5.928419825330189e-05,6.739192108960869e-18,0.0001111318364262,500,0,0.0,0.5334582794610578
meta-llama_Llama-3.1-70B — Raw counts,"C(valence, Treatment(reference='-val'))",4.673524188044032e-05,6.932870277716749e-18,8.760805423744851e-05,500,0,0.0,0.5334582794610578
meta-llama_Llama-3.1-70B — TF-IDF,profession_embedding,0.6795766148391205,0.0004486556583682,0.9509247387042196,500,0,0.0,0.7146481600269938
meta-llama_Llama-3.1-70B — TF-IDF,C(tense),0.0185137887747412,5.842969486226795e-18,0.0259061588768967,500,0,0.0,0.7146481600269938
meta-llama_Llama-3.1-70B — TF-IDF,lex_emb_norm,0.0083328470427295,0.0002308040920231,0.0116600692603963,500,0,0.0,0.7146481600269938
meta-llama_Llama-3.1-70B — TF-IDF,log_frequency,0.0066105155060915,0.0003089678285576,0.0092500280219595,500,0,0.0,0.7146481600269938
meta-llama_Llama-3.1-70B — TF-IDF,C(syntactic_role),0.0008773891569089,6.18189175745068e-18,0.0012277218440971,500,0,0.0,0.7146481600269938
meta-llama_Llama-3.1-70B — TF-IDF,"C(dominance, Treatment(reference='-dom'))",0.0006309852672684,6.058812057064968e-18,0.0008829313535833,500,0,0.0,0.7146481600269938
meta-llama_Llama-3.1-70B — TF-IDF,C(semantic_role),5.928419825331344e-05,5.888514784636319e-18,8.295578379586696e-05,500,0,0.0,0.7146481600269938
meta-llama_Llama-3.1-70B — TF-IDF,"C(valence, Treatment(reference='-val'))",4.6735241880423885e-05,6.195558096735445e-18,6.539615505154115e-05,500,0,0.0,0.7146481600269938
meta-llama_Llama-3.1-8B — log(1 + x) counts,profession_embedding,0.464698842992976,0.0009461319027757,0.908325615732645,500,0,0.0,0.511599403280238
meta-llama_Llama-3.1-8B — log(1 + x) counts,log_frequency,0.0257695827992588,0.0009631945167405,0.0503706271626417,500,0,0.0,0.511599403280238
meta-llama_Llama-3.1-8B — log(1 + x) counts,C(syntactic_role),0.0095286952878947,7.191078150368133e-18,0.0186253057114597,500,0,0.0,0.511599403280238
meta-llama_Llama-3.1-8B — log(1 + x) counts,C(tense),0.0094861325712383,6.3712580897719125e-18,0.0185421103121227,500,0,0.0,0.511599403280238
meta-llama_Llama-3.1-8B — log(1 + x) counts,lex_emb_norm,0.0019352943624615,7.87219875073592e-05,0.0037828315475994,500,0,0.0,0.511599403280238
meta-llama_Llama-3.1-8B — log(1 + x) counts,"C(dominance, Treatment(reference='-dom'))",0.0001134594227535,7.350581180789557e-18,0.0002217739544379,500,0,0.0,0.511599403280238
meta-llama_Llama-3.1-8B — log(1 + x) counts,"C(valence, Treatment(reference='-val'))",6.739584365346718e-05,7.530062928559982e-18,0.0001317355790904,500,0,0.0,0.511599403280238
meta-llama_Llama-3.1-8B — PPMI,profession_embedding,0.2686764409009422,0.0013259310041074,0.8346531406080787,500,0,0.0,0.3219019109006173
meta-llama_Llama-3.1-8B — PPMI,log_frequency,0.0340297868741353,0.0013259310041074,0.105714771244839,500,0,0.0,0.3219019109006173
meta-llama_Llama-3.1-8B — PPMI,C(syntactic_role),0.0095286952878947,8.093657041772137e-18,0.0296012386544566,500,0,0.0,0.3219019109006173
meta-llama_Llama-3.1-8B — PPMI,C(tense),0.0094861325712383,8.509122882361532e-18,0.0294690160263356,500,0,0.0,0.3219019109006173
meta-llama_Llama-3.1-8B — PPMI,"C(dominance, Treatment(reference='-dom'))",0.0001134594227535,8.425273267026583e-18,0.0003524658254937,500,0,0.0,0.3219019109006173
