target_model,predictor,shapley_r2,mc_standard_error,relative_r2,permutations,random_state,baseline_r2,full_r2
meta-llama_Llama-3.1-8B — PPMI,"C(valence, Treatment(reference='-val'))",6.739584365347561e-05,7.742621789581773e-18,0.0002093676407975,500,0,0.0,0.3219019109006173
meta-llama_Llama-3.1-8B — Raw counts,profession_embedding,0.5141024809864251,9.849999888386928e-05,0.9518643118746724,500,0,0.0,0.5401005947727081
meta-llama_Llama-3.1-8B — Raw counts,C(syntactic_role),0.0095286952878947,7.133959223794729e-18,0.0176424454631544,500,0,0.0,0.5401005947727081
meta-llama_Llama-3.1-8B — Raw counts,C(tense),0.0094861325712383,6.5944407675612246e-18,0.0175636402978419,500,0,0.0,0.5401005947727081
meta-llama_Llama-3.1-8B — Raw counts,lex_emb_norm,0.0042874383246369,2.596289050169161e-05,0.0079382218166992,500,0,0.0,0.5401005947727081
meta-llama_Llama-3.1-8B — Raw counts,log_frequency,0.0025149923361073,0.0001031396664887,0.0046565257665857,500,0,0.0,0.5401005947727081
meta-llama_Llama-3.1-8B — Raw counts,"C(dominance, Treatment(reference='-dom'))",0.0001134594227535,7.70009310491319e-18,0.0002100709087374,500,0,0.0,0.5401005947727081
meta-llama_Llama-3.1-8B — Raw counts,"C(valence, Treatment(reference='-val'))",6.73958436534805e-05,7.142175216516536e-18,0.0001247838723114,500,0,0.0,0.5401005947727081
meta-llama_Llama-3.1-8B — TF-IDF,profession_embedding,0.7125025835084773,0.0006451840179979,0.9397693440993496,500,0,0.0,0.7581675099131066
meta-llama_Llama-3.1-8B — TF-IDF,log_frequency,0.0133628525759643,0.0003944153826872,0.0176251981273846,500,0,0.0,0.7581675099131066
meta-llama_Llama-3.1-8B — TF-IDF,lex_emb_norm,0.0131063907031275,0.0004176927197591,0.0172869326788082,500,0,0.0,0.7581675099131066
meta-llama_Llama-3.1-8B — TF-IDF,C(syntactic_role),0.0095286952878948,6.958334509274592e-18,0.0125680607033489,500,0,0.0,0.7581675099131066
meta-llama_Llama-3.1-8B — TF-IDF,C(tense),0.0094861325712383,6.164356619063225e-18,0.0125119217682192,500,0,0.0,0.7581675099131066
meta-llama_Llama-3.1-8B — TF-IDF,"C(dominance, Treatment(reference='-dom'))",0.0001134594227535,6.9217521585763954e-18,0.0001496495448169,500,0,0.0,0.7581675099131066
meta-llama_Llama-3.1-8B — TF-IDF,"C(valence, Treatment(reference='-val'))",6.739584365351136e-05,6.660032748906075e-18,8.889307807615706e-05,500,0,0.0,0.7581675099131066
mistralai_Mistral-7B-v0.3 — log(1 + x) counts,profession_embedding,0.4966083307676393,0.0022414948335534,0.8691246771261031,500,0,0.0,0.5713890582531296
mistralai_Mistral-7B-v0.3 — log(1 + x) counts,log_frequency,0.0378325363894935,0.0016258161978046,0.0662115170793722,500,0,0.0,0.5713890582531296
mistralai_Mistral-7B-v0.3 — log(1 + x) counts,lex_emb_norm,0.0252428144477642,0.0011275902669661,0.0441779801050749,500,0,0.0,0.5713890582531296
mistralai_Mistral-7B-v0.3 — log(1 + x) counts,C(tense),0.0101754223284296,8.204322875360727e-18,0.0178082204785969,500,0,0.0,0.5713890582531296
mistralai_Mistral-7B-v0.3 — log(1 + x) counts,"C(dominance, Treatment(reference='-dom'))",0.0007823765550959,7.649834162209015e-18,0.0013692536526475,500,0,0.0,0.5713890582531296
mistralai_Mistral-7B-v0.3 — log(1 + x) counts,C(syntactic_role),0.0006009946280025,6.957624072970185e-18,0.0010518133298526,500,0,0.0,0.5713890582531296
mistralai_Mistral-7B-v0.3 — log(1 + x) counts,"C(valence, Treatment(reference='-val'))",9.745231764230656e-05,7.115397632571901e-18,0.0001705533493067,500,0,0.0,0.5713890582531296
mistralai_Mistral-7B-v0.3 — log(1 + x) counts,C(semantic_role),4.913081906442418e-05,6.670202168336746e-18,8.5984879050062e-05,500,0,0.0,0.5713890582531296
mistralai_Mistral-7B-v0.3 — PPMI,profession_embedding,0.2536384657096742,0.0012316649742272,0.8560395879961077,500,0,0.0,0.2962929159659698
mistralai_Mistral-7B-v0.3 — PPMI,log_frequency,0.0294272601706515,0.0012317764317717,0.0993181361583123,500,0,0.0,0.2962929159659698
mistralai_Mistral-7B-v0.3 — PPMI,C(tense),0.0101754223284296,8.838650320476504e-18,0.0343424421581458,500,0,0.0,0.2962929159659698
mistralai_Mistral-7B-v0.3 — PPMI,lex_emb_norm,0.0015218134374074,5.414315018269511e-05,0.0051361789479375,500,0,0.0,0.2962929159659698
mistralai_Mistral-7B-v0.3 — PPMI,"C(dominance, Treatment(reference='-dom'))",0.0007823765550959,8.169386846569793e-18,0.0026405509984782,500,0,0.0,0.2962929159659698
mistralai_Mistral-7B-v0.3 — PPMI,C(syntactic_role),0.0006009946280026,7.925780083745229e-18,0.0020283800105152,500,0,0.0,0.2962929159659698
mistralai_Mistral-7B-v0.3 — PPMI,"C(valence, Treatment(reference='-val'))",9.745231764236208e-05,8.786779194788215e-18,0.0003289053243971,500,0,0.0,0.2962929159659698
mistralai_Mistral-7B-v0.3 — PPMI,C(semantic_role),4.9130819064417295e-05,6.9053955551268944e-18,0.0001658184061007,500,0,0.0,0.2962929159659698
mistralai_Mistral-7B-v0.3 — Raw counts,profession_embedding,0.539253744110904,0.0017378560473678,0.9008139532722892,500,0,0.0,0.5986294308075661
mistralai_Mistral-7B-v0.3 — Raw counts,lex_emb_norm,0.0383527447246683,0.0017616819025021,0.0640675896487907,500,0,0.0,0.5986294308075661
mistralai_Mistral-7B-v0.3 — Raw counts,C(tense),0.0101754223284296,7.824226484001325e-18,0.0169978651311927,500,0,0.0,0.5986294308075661
mistralai_Mistral-7B-v0.3 — Raw counts,log_frequency,0.0093175653237631,0.000455638415353,0.0155648300004119,500,0,0.0,0.5986294308075661
mistralai_Mistral-7B-v0.3 — Raw counts,"C(dominance, Treatment(reference='-dom'))",0.0007823765550959,7.102923943146708e-18,0.0013069463591867,500,0,0.0,0.5986294308075661
mistralai_Mistral-7B-v0.3 — Raw counts,C(syntactic_role),0.0006009946280026,6.8325033404514e-18,0.0010039510205701,500,0,0.0,0.5986294308075661
mistralai_Mistral-7B-v0.3 — Raw counts,"C(valence, Treatment(reference='-val'))",9.745231764231076e-05,7.118070204871075e-18,0.0001627923931351,500,0,0.0,0.5986294308075661
mistralai_Mistral-7B-v0.3 — Raw counts,C(semantic_role),4.913081906442329e-05,6.652165261200177e-18,8.20721744304228e-05,500,0,0.0,0.5986294308075661
mistralai_Mistral-7B-v0.3 — TF-IDF,profession_embedding,0.7214455572707681,0.0004574682092901,0.9632597732166868,500,0,0.0,0.7489626135446203
mistralai_Mistral-7B-v0.3 — TF-IDF,log_frequency,0.010543124942006,0.0003480235551969,0.0140769709346485,500,0,0.0,0.7489626135446203
mistralai_Mistral-7B-v0.3 — TF-IDF,C(tense),0.0101754223284296,7.696461303963329e-18,0.0135860217111137,500,0,0.0,0.7489626135446203
mistralai_Mistral-7B-v0.3 — TF-IDF,lex_emb_norm,0.005268554683611,0.0002100948008445,0.007034469529362,500,0,0.0,0.7489626135446203
mistralai_Mistral-7B-v0.3 — TF-IDF,"C(dominance, Treatment(reference='-dom'))",0.0007823765550959,7.089578258885202e-18,0.0010446136308369,500,0,0.0,0.7489626135446203
mistralai_Mistral-7B-v0.3 — TF-IDF,C(syntactic_role),0.0006009946280026,6.6196764774815774e-18,0.0008024360857724,500,0,0.0,0.7489626135446203
mistralai_Mistral-7B-v0.3 — TF-IDF,"C(valence, Treatment(reference='-val'))",9.74523176423392e-05,7.099334092967568e-18,0.0001301163981752,500,0,0.0,0.7489626135446203
mistralai_Mistral-7B-v0.3 — TF-IDF,C(semantic_role),4.91308190644395e-05,6.6249805419179115e-18,6.559849340398681e-05,500,0,0.0,0.7489626135446203
tiiuae_Falcon3-10B-Base — log(1 + x) counts,profession_embedding,0.4063219948491241,0.0003160623615837,0.8556259552015434,500,0,0.0,0.4748827362926533
tiiuae_Falcon3-10B-Base — log(1 + x) counts,lex_emb_norm,0.0400429561323086,0.0003126661802123,0.08432177687679,500,0,0.0,0.4748827362926533
tiiuae_Falcon3-10B-Base — log(1 + x) counts,C(tense),0.011099081959806,6.8180483409829615e-18,0.023372258268336,500,0,0.0,0.4748827362926533
tiiuae_Falcon3-10B-Base — log(1 + x) counts,C(syntactic_role),0.008250710280472,7.611477993196848e-18,0.0173742055667978,500,0,0.0,0.4748827362926533
tiiuae_Falcon3-10B-Base — log(1 + x) counts,log_frequency,0.0057469843653843,0.0002467291407051,0.0121019020616548,500,0,0.0,0.4748827362926533
tiiuae_Falcon3-10B-Base — log(1 + x) counts,"C(valence, Treatment(reference='-val'))",0.0032934886779843,7.965075303864605e-18,0.0069353725167946,500,0,0.0,0.4748827362926533
tiiuae_Falcon3-10B-Base — log(1 + x) counts,C(semantic_role),6.739431996418022e-05,8.907888362475176e-18,0.0001419178142594,500,0,0.0,0.4748827362926533
tiiuae_Falcon3-10B-Base — log(1 + x) counts,"C(dominance, Treatment(reference='-dom'))",6.012570760711244e-05,8.005679080618182e-18,0.0001266116938183,500,0,0.0,0.4748827362926533
tiiuae_Falcon3-10B-Base — PPMI,profession_embedding,0.275892096635357,0.0008794400054186,0.7917693801514637,500,0,0.0,0.3484500708812198
tiiuae_Falcon3-10B-Base — PPMI,lex_emb_norm,0.0296172987958178,0.0007414354247267,0.0849972528945583,500,0,0.0,0.3484500708812198
tiiuae_Falcon3-10B-Base — PPMI,log_frequency,0.0202973945317817,0.0008124028345751,0.0582505105550709,500,0,0.0,0.3484500708812198
tiiuae_Falcon3-10B-Base — PPMI,C(tense),0.0110990819598059,6.420322845795442e-18,0.0318527183298793,500,0,0.0,0.3484500708812198
tiiuae_Falcon3-10B-Base — PPMI,C(syntactic_role),0.008250710280472,5.908153190597423e-18,0.0236783142549124,500,0,0.0,0.3484500708812198
tiiuae_Falcon3-10B-Base — PPMI,"C(valence, Treatment(reference='-val'))",0.0032934886779842,5.9797699802390015e-18,0.0094518238141124,500,0,0.0,0.3484500708812198
tiiuae_Falcon3-10B-Base — Raw counts,profession_embedding,0.4505554016989728,0.0004402274523224,0.8812412147926532,500,0,0.0,0.5112736378370408
tiiuae_Falcon3-10B-Base — Raw counts,lex_emb_norm,0.0365553374648657,0.0004321787041877,0.0714985768081339,500,0,0.0,0.5112736378370408
tiiuae_Falcon3-10B-Base — Raw counts,C(tense),0.011099081959806,6.528992875224405e-18,0.021708692055317,500,0,0.0,0.5112736378370408
tiiuae_Falcon3-10B-Base — Raw counts,C(syntactic_role),0.008250710280472,7.219668623140202e-18,0.0161375624907572,500,0,0.0,0.5112736378370408
tiiuae_Falcon3-10B-Base — Raw counts,"C(valence, Treatment(reference='-val'))",0.0032934886779842,7.054997282366459e-18,0.0064417338079809,500,0,0.0,0.5112736378370408
tiiuae_Falcon3-10B-Base — Raw counts,log_frequency,0.0013920977273681,1.669925152359776e-05,0.0027228036502282,500,0,0.0,0.5112736378370408
tiiuae_Falcon3-10B-Base — Raw counts,C(semantic_role),6.73943199641598e-05,7.481626836908791e-18,0.0001318165361493,500,0,0.0,0.5112736378370408
tiiuae_Falcon3-10B-Base — Raw counts,"C(dominance, Treatment(reference='-dom'))",6.0125707607083575e-05,6.860089592166172e-18,0.000117599858779,500,0,0.0,0.5112736378370408
tiiuae_Falcon3-10B-Base — TF-IDF,profession_embedding,0.6304153963821203,0.0008952530169118,0.9223790841526088,500,0,0.0,0.6834667082258092
tiiuae_Falcon3-10B-Base — TF-IDF,lex_emb_norm,0.0253211250313387,0.0009358880456703,0.0370480737782665,500,0,0.0,0.6834667082258092
tiiuae_Falcon3-10B-Base — TF-IDF,C(tense),0.0110990819598059,6.187650939163636e-18,0.0162393893165882,500,0,0.0,0.6834667082258092
tiiuae_Falcon3-10B-Base — TF-IDF,C(syntactic_role),0.008250710280472,6.299987015403679e-18,0.0120718539486579,500,0,0.0,0.6834667082258092
tiiuae_Falcon3-10B-Base — TF-IDF,log_frequency,0.0050869058940878,0.0001503636910519,0.0074427998216515,500,0,0.0,0.6834667082258092
tiiuae_Falcon3-10B-Base — TF-IDF,"C(valence, Treatment(reference='-val'))",0.0032934886779842,5.912593711612858e-18,0.0048187989822265,500,0,0.0,0.6834667082258092
tiiuae_Falcon3-3B-Base — log(1 + x) counts,profession_embedding,0.4610092865463983,0.0009551930093212,0.874411707979812,500,0,0.0,0.527222225342209
tiiuae_Falcon3-3B-Base — log(1 + x) counts,lex_emb_norm,0.037322184135629,0.0010300716991849,0.0707902329257914,500,0,0.0,0.527222225342209
tiiuae_Falcon3-3B-Base — log(1 + x) counts,log_frequency,0.0123537572732962,0.0002424088307493,0.0234317839413496,500,0,0.0,0.527222225342209
tiiuae_Falcon3-3B-Base — log(1 + x) counts,C(tense),0.0078506959525681,7.59555189935063e-18,0.0148906771664878,500,0,0.0,0.527222225342209
tiiuae_Falcon3-3B-Base — log(1 + x) counts,C(syntactic_role),0.0076744596712146,7.151713700650197e-18,0.0145564039266997,500,0,0.0,0.527222225342209
tiiuae_Falcon3-3B-Base — log(1 + x) counts,"C(dominance, Treatment(reference='-dom'))",0.0006083302529063,5.9099282177320446e-18,0.0011538403042692,500,0,0.0,0.527222225342209
tiiuae_Falcon3-3B-Base — log(1 + x) counts,"C(valence, Treatment(reference='-val'))",0.000359187018095,6.684318855150682e-18,0.0006812820113224,500,0,0.0,0.527222225342209
tiiuae_Falcon3-3B-Base — log(1 + x) counts,C(semantic_role),4.4324492101553535e-05,6.169668646019313e-18,8.407174426833662e-05,500,0,0.0,0.527222225342209
tiiuae_Falcon3-3B-Base — PPMI,profession_embedding,0.2816634076584747,0.0013715042437028,0.7644405183300471,500,0,0.0,0.3684569314480875
tiiuae_Falcon3-3B-Base — PPMI,lex_emb_norm,0.0362273959769921,0.0010442996284511,0.098321928249832,500,0,0.0,0.3684569314480875
tiiuae_Falcon3-3B-Base — PPMI,log_frequency,0.0340734549178363,0.0012225331092381,0.0924760861029887,500,0,0.0,0.3684569314480875
tiiuae_Falcon3-3B-Base — PPMI,C(tense),0.0078506959525681,8.960808087915437e-18,0.0213069568856089,500,0,0.0,0.3684569314480875
tiiuae_Falcon3-3B-Base — PPMI,C(syntactic_role),0.0076744596712147,7.772237178569554e-18,0.02082864784509,500,0,0.0,0.3684569314480875
tiiuae_Falcon3-3B-Base — PPMI,"C(dominance, Treatment(reference='-dom'))",0.0006083302529063,7.043836729763343e-18,0.0016510213297265,500,0,0.0,0.3684569314480875
tiiuae_Falcon3-3B-Base — PPMI,"C(valence, Treatment(reference='-val'))",0.000359187018095,7.694701987652689e-18,0.0009748412567064,500,0,0.0,0.3684569314480875
tiiuae_Falcon3-3B-Base — Raw counts,profession_embedding,0.4719602593551684,0.0009299556224772,0.8849651479091833,500,0,0.0,0.5333094308518485
tiiuae_Falcon3-3B-Base — Raw counts,lex_emb_norm,0.0401581216263534,0.0008991045063814,0.0752998527744191,500,0,0.0,0.5333094308518485
tiiuae_Falcon3-3B-Base — Raw counts,C(tense),0.0078506959525681,7.789152331989356e-18,0.0147207146515829,500,0,0.0,0.5333094308518485
tiiuae_Falcon3-3B-Base — Raw counts,C(syntactic_role),0.0076744596712146,7.327029241494589e-18,0.0143902568138657,500,0,0.0,0.5333094308518485
tiiuae_Falcon3-3B-Base — Raw counts,log_frequency,0.0046540524834406,0.0001411451480141,0.0087267395140692,500,0,0.0,0.5333094308518485
tiiuae_Falcon3-3B-Base — Raw counts,"C(dominance, Treatment(reference='-dom'))",0.0006083302529063,5.806777592520354e-18,0.0011406703457965,500,0,0.0,0.5333094308518485
tiiuae_Falcon3-3B-Base — Raw counts,"C(valence, Treatment(reference='-val'))",0.000359187018095,7.314407625394764e-18,0.0006735058435425,500,0,0.0,0.5333094308518485
tiiuae_Falcon3-3B-Base — Raw counts,C(semantic_role),4.432449210161549e-05,6.553793680385453e-18,8.311214754034356e-05,500,0,0.0,0.5333094308518485
tiiuae_Falcon3-3B-Base — TF-IDF,profession_embedding,0.6506583349113424,0.0012909041638768,0.908491629259521,500,0,0.0,0.7161962905939714
tiiuae_Falcon3-3B-Base — TF-IDF,lex_emb_norm,0.0297115989625656,0.0013330262059481,0.0414852734547459,500,0,0.0,0.7161962905939714
tiiuae_Falcon3-3B-Base — TF-IDF,log_frequency,0.0193336838252787,0.0005461877865633,0.0269949510758349,500,0,0.0,0.7161962905939714
tiiuae_Falcon3-3B-Base — TF-IDF,C(tense),0.0078506959525681,8.219054763454728e-18,0.01096165402652,500,0,0.0,0.7161962905939714
tiiuae_Falcon3-3B-Base — TF-IDF,C(syntactic_role),0.0076744596712146,7.090577397017417e-18,0.0107155814292893,500,0,0.0,0.7161962905939714
tiiuae_Falcon3-3B-Base — TF-IDF,"C(dominance, Treatment(reference='-dom'))",0.0006083302529063,5.086214733242263e-18,0.0008493903988274,500,0,0.0,0.7161962905939714
tiiuae_Falcon3-3B-Base — TF-IDF,"C(valence, Treatment(reference='-val'))",0.000359187018095,6.7706186336769395e-18,0.0005015203552606,500,0,0.0,0.7161962905939714
tiiuae_Falcon3-7B-Base — log(1 + x) counts,profession_embedding,0.4489951771471212,0.0004214903253643,0.8480571624637606,500,0,0.0,0.5294397559743595
tiiuae_Falcon3-7B-Base — log(1 + x) counts,C(syntactic_role),0.0232448167117417,9.182646424247159e-18,0.0439045546720663,500,0,0.0,0.5294397559743595
tiiuae_Falcon3-7B-Base — log(1 + x) counts,lex_emb_norm,0.0219301074296011,0.0002823967690698,0.0414213462100931,500,0,0.0,0.5294397559743595
tiiuae_Falcon3-7B-Base — log(1 + x) counts,C(tense),0.0169441293038321,8.072492342970839e-18,0.0320038854517996,500,0,0.0,0.5294397559743595
tiiuae_Falcon3-7B-Base — log(1 + x) counts,log_frequency,0.0144761396119784,0.0004177953567039,0.0273423736102649,500,0,0.0,0.5294397559743595
tiiuae_Falcon3-7B-Base — log(1 + x) counts,"C(valence, Treatment(reference='-val'))",0.0034322551495767,5.879159843051628e-18,0.0064828058543887,500,0,0.0,0.5294397559743595
tiiuae_Falcon3-7B-Base — log(1 + x) counts,C(semantic_role),0.0002976989068793,6.443281830236954e-18,0.0005622904277965,500,0,0.0,0.5294397559743595
tiiuae_Falcon3-7B-Base — log(1 + x) counts,"C(dominance, Treatment(reference='-dom'))",0.0001194317136265,5.7315152224529184e-18,0.0002255813098258,500,0,0.0,0.5294397559743595
tiiuae_Falcon3-7B-Base — PPMI,profession_embedding,0.2965308624598902,0.0010916013263326,0.770077200427403,500,0,0.0,0.3850664093097571
tiiuae_Falcon3-7B-Base — PPMI,log_frequency,0.0300091749352341,0.0011065108617207,0.0779324662180387,500,0,0.0,0.3850664093097571
tiiuae_Falcon3-7B-Base — PPMI,C(syntactic_role),0.0232448167117417,8.861632982650508e-18,0.0603657347141984,500,0,0.0,0.3850664093097571
tiiuae_Falcon3-7B-Base — PPMI,C(tense),0.0169441293038321,6.2832974662486925e-18,0.044003135288287,500,0,0.0,0.3850664093097571
tiiuae_Falcon3-7B-Base — PPMI,lex_emb_norm,0.0146074718426021,0.0005761322302956,0.0379349418423342,500,0,0.0,0.3850664093097571
tiiuae_Falcon3-7B-Base — PPMI,"C(valence, Treatment(reference='-val'))",0.0034322551495767,6.610534555400317e-18,0.0089134109509296,500,0,0.0,0.3850664093097571
tiiuae_Falcon3-7B-Base — PPMI,C(semantic_role),0.0002976989068793,7.055805837500167e-18,0.0007731105588072,500,0,0.0,0.3850664093097571
tiiuae_Falcon3-7B-Base — Raw counts,profession_embedding,0.4693825209575281,0.0001781618215013,0.8649961821826492,500,0,0.0,0.5426411475864932
tiiuae_Falcon3-7B-Base — Raw counts,lex_emb_norm,0.0253085561036367,0.0001107191189951,0.0466395816391765,500,0,0.0,0.5426411475864932
tiiuae_Falcon3-7B-Base — Raw counts,C(syntactic_role),0.0232448167117417,8.99277225042322e-18,0.042836443227956,500,0,0.0,0.5426411475864932
tiiuae_Falcon3-7B-Base — Raw counts,C(tense),0.0169441293038321,7.322658306727987e-18,0.031225293878274,500,0,0.0,0.5426411475864932
tiiuae_Falcon3-7B-Base — Raw counts,log_frequency,0.0039117387396721,9.963579454053883e-05,0.0072087027625353,500,0,0.0,0.5426411475864932
tiiuae_Falcon3-7B-Base — Raw counts,"C(valence, Treatment(reference='-val'))",0.0034322551495767,5.513442171015673e-18,0.0063250919412256,500,0,0.0,0.5426411475864932
tiiuae_Falcon3-7B-Base — Raw counts,C(semantic_role),0.0002976989068793,6.4346272767302565e-18,0.0005486110078518,500,0,0.0,0.5426411475864932
tiiuae_Falcon3-7B-Base — Raw counts,"C(dominance, Treatment(reference='-dom'))",0.0001194317136265,5.844429914949437e-18,0.0002200933603317,500,0,0.0,0.5426411475864932
tiiuae_Falcon3-7B-Base — TF-IDF,profession_embedding,0.5957173225772978,0.0003935694136284,0.8925229111301873,500,0,0.0,0.6674532554273039
tiiuae_Falcon3-7B-Base — TF-IDF,C(syntactic_role),0.0232448167117417,9.331460542452397e-18,0.0348261342988886,500,0,0.0,0.6674532554273039
tiiuae_Falcon3-7B-Base — TF-IDF,lex_emb_norm,0.0182945739907135,0.0004176927574905,0.0274095209543945,500,0,0.0,0.6674532554273039
tiiuae_Falcon3-7B-Base — TF-IDF,C(tense),0.0169441293038321,5.773395583585385e-18,0.0253862411577938,500,0,0.0,0.6674532554273039
tiiuae_Falcon3-7B-Base — TF-IDF,log_frequency,0.0095224587872641,0.0001784926376725,0.0142668549592553,500,0,0.0,0.6674532554273039
tiiuae_Falcon3-7B-Base — TF-IDF,"C(valence, Treatment(reference='-val'))",0.0034322551495767,4.830117665590969e-18,0.0051423153931272,500,0,0.0,0.6674532554273039
tiiuae_Falcon3-7B-Base — TF-IDF,C(semantic_role),0.0002976989068793,5.3288480381180734e-18,0.0004460221063552,500,0,0.0,0.6674532554273039
