,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.44815922926392093,0.05352584629445844,0.04130910298031648
carpenter,2.0366027665148696,0.03355699718232067,-0.18128694167629436
cashier,-0.23655655233390144,0.011261229600129747,-0.01269322677343299
ceo,-0.6990485508232652,-0.0330382241188294,-0.09769489965777754
cleaner,-0.013074460997112238,-0.02358804988308093,-0.18637796337728943
cook,-0.32351958651004,-0.02888108664200932,-0.06767945272700997
designer,-0.12747923792953306,0.030164013366275527,0.11690544738061281
driver,1.4111110278975962,-0.05155829455263512,0.14758800062029606
lawyer,0.3551997211765054,0.05479950365930342,-0.045687508379043715
manager,0.600887363100738,0.03629986724452766,0.43694068155603255
receptionist,-1.6287453250649386,0.05620006496690237,-0.15482659350325947
salesperson,-0.2647603768809482,0.018037144710831163,0.2095316977098273
secretary,-0.8109282839438899,-0.18805520986254098,-0.19617187226473143
teacher,-0.747847733539639,0.031276198033387395,-0.009856471892717985
