predictor,unique_r2,relative_r2
profession_embedding_4,0.10523822105017933,0.22920420999733013
profession_embedding_5,0.0819908229341949,0.1785724008837291
log_frequency,0.06814709980301448,0.14842138168138988
profession_embedding_3,0.054248684936177294,0.1181512462878086
profession_embedding_9,0.039092516537183375,0.08514177910172314
profession_embedding_1,0.025181117465220892,0.05484336468129696
profession_embedding_6,0.01969770155864059,0.042900726365933776
profession_embedding_10,0.01710721057343123,0.03725875110404669
profession_embedding_7,0.016639390031337076,0.036239858569555
lex_emb_norm,0.010080850916535433,0.021955649262862833
profession_embedding_2,0.007588126463501377,0.016526605201710638
profession_embedding_8,0.005809050900540957,0.012651856988896721
C(tense),0.004674346004029273,0.010180519704878467
"C(dominance, Treatment(reference='-dom'))",0.00155926972537912,0.003396020780395604
"C(valence, Treatment(reference='-val'))",0.001437087294188788,0.003129912827058194
C(semantic_role),0.0006236061522624237,0.0013581867315167813
C(syntactic_role),3.1006058584859275e-05,6.752982986746806e-05
