,Group
CEO,0.1780071208456163
accountant,-0.07025417131155165
administrator,0.38310245052424347
agronomist,0.2336426339050238
bodyguard,0.6501201952232725
bookbinder,0.6146410327759807
builder,1.5877419897450062
cashier,-1.0633369206255152
chauffeur,1.038805940206661
colonel,1.3098571357037871
doctor,-0.23354018724698086
electrician,1.1274278591730462
farmer,1.6656766661024989
farmhand,0.1767712767722553
fisherman,2.8612397279419004
hairdresser,-1.0154002532877433
hawker,0.36791024170383724
housekeeper,-3.4951254188189083
manager,-0.12013076560619466
midwife,-4.253227469303275
molder,0.20761745909939103
nurse,-2.9880273514815623
paralegal,-1.630336068559702
programmer,0.9143031312887073
salesperson,0.12449659933170072
scientist,0.11514260840848209
scrivener,0.5394180978994513
secretary,-1.896732537309155
sergeant,1.043034366276982
soldier,1.7275420887720248
solicitor,-0.013112672760004518
teacher,-1.3181189820376322
tradesperson,0.256632365738917
welder,0.9742118103036259
