,Group,C(tense)[T.past perfect],C(tense)[T.present continuous],C(tense)[T.present perfect],C(tense)[T.simple future],C(tense)[T.simple past],C(semantic_role)[T.patient],C(syntactic_role)[T.subject],"C(valence, Treatment(reference='-val'))[T.+val]","C(dominance, Treatment(reference='-dom'))[T.+dom]"
CEO,0.4673549115608951,-0.027187507145791878,0.012397190316545327,0.009767054407399504,-0.25437229430421726,-0.05196269141744928,-0.11537485627136099,-0.17158523103565784,0.000707656830753571,-0.0725313203780377
accountant,0.02398605632981747,0.05715441718621095,-0.26187614792923924,-0.2299980332649688,-0.31944039436090277,0.002103197058044909,-0.002069055431867496,0.39081397568352005,-0.01436534222770007,-0.013927991999048962
administrator,-0.29094146637371393,-0.09339081139900532,0.2671589489589427,0.19775409314867162,0.3435231502178801,0.041728435800950786,-0.0361706317662293,0.18394696937378682,-0.027279170391623808,0.01984396429548415
agronomist,0.7963514634773312,-0.009170608381951405,-0.16296944366999921,-0.13240208179386007,-0.1852972404983434,-0.04033292732863243,0.027094294299309825,0.28554372852564835,-0.055663270423967834,-0.04234415090050919
bodyguard,1.0553275013055736,0.0825066032523587,-0.18553246705257104,-0.113477326305882,-0.32747767303365455,-0.03557188350087835,-0.0173290583272573,-0.049290249191127095,-0.01644079801746803,0.014095655134622992
bookbinder,1.1820236179306356,0.22007521744165467,-0.2895030974189248,-0.11734447918230909,-0.3629776805867455,-0.07613769024298285,-0.1364636983716992,-0.2786485507074723,-0.07388067590858668,0.030554910152355577
builder,1.6978241780216878,0.28441912172039313,-0.09799322403984745,0.11984991755823265,-0.17567327581018238,0.08307399246504202,-0.04229863281325352,-0.7003863083510096,-0.05728300504230647,-0.019387900246304907
cashier,-2.257179976454538,-0.02248165627609014,0.31745823269699236,0.2515104202331305,0.5416230428353193,0.09660151799839697,-0.05504293196444604,0.37914937947972405,0.0881084744971148,0.050168388931782174
chauffeur,2.155771389315177,0.1285006753925738,-0.2613751458593262,-0.08609880100931389,-0.18800046761204028,-0.004845468423881196,0.002100079159514552,-0.4182039386301868,-0.015989765897533148,-0.011261325913285287
colonel,2.781096017917142,-0.01656410337178292,-0.6430576696529116,-0.5422713010126947,-0.9692345213925055,-0.2371017593980258,0.19539808667409575,-0.018566196797128467,-0.0006868783488037655,-0.11909241490095468
doctor,0.19339350990332627,0.03656597996670993,-0.19516135894289693,-0.14785465990882007,-0.26954794286820993,-0.029818401953524948,-0.043243904597407075,0.04353805828053142,0.007432386833352005,-0.06509798425404509
electrician,1.2372864473265834,-0.11046268730625805,-0.13246147088199475,-0.12463015017038376,-0.14376922143796955,-0.09940704266219696,0.04094104049732714,0.45150745902246187,-0.04135140146016693,-0.06816134659144849
farmer,1.9836632687316498,0.012471371853882023,-0.275124010124559,-0.18514442991056979,-0.2945195361476033,-0.0851268067942424,0.16061941994480833,0.29742218397017006,-0.020227602044471556,-0.009629115991354131
farmhand,0.7028157604586296,0.10169589822778904,-0.23813439906237555,-0.14741912649866137,-0.32262381392165423,-0.0005837071571606726,-0.016416449601592158,-0.36279955606221365,0.008527951642757277,-0.05258687950629257
fisherman,2.7874321193571987,-0.0772546577335281,-0.3380141810754189,-0.26805044896996566,-0.3343839371160072,-0.08614986461890049,0.20441997789986532,0.031058436832947428,-0.030075389484771477,-0.06477077710907495
