,Group,C(tense)[T.past perfect],C(tense)[T.present continuous],C(tense)[T.present perfect],C(tense)[T.simple future],C(tense)[T.simple past],C(semantic_role)[T.patient],C(syntactic_role)[T.subject],"C(valence, Treatment(reference='-val'))[T.+val]","C(dominance, Treatment(reference='-dom'))[T.+dom]"
Group,1.9854623235667197,0.05869562220978457,-0.24443482004267494,-0.12695850960209545,-0.31054831347321504,-0.06171368878506131,-0.01356653961614266,-0.17236583843681136,-0.04278086973811106,-0.037807568423287426
C(tense)[T.past perfect],0.05869562220978457,0.014980293761063737,-0.01125057473462359,-0.0006301338060810662,-0.010004239299399875,0.003953627027083348,-0.00610104824698691,-0.01316323606697344,-0.002947737844876886,0.00247058416339308
C(tense)[T.present continuous],-0.24443482004267494,-0.01125057473462359,0.04805225854112308,0.031249604264443117,0.05757171716070262,0.009012518946786773,0.0006228452211310836,0.017119368657161356,0.005232741004423686,0.005016185576341978
C(tense)[T.present perfect],-0.12695850960209545,-0.0006301338060810662,0.031249604264443117,0.025758303609408086,0.0414349120138243,0.0085007874392541,-0.0038084871686438477,0.0019746596567841866,0.002034710028843251,0.004809179296096099
C(tense)[T.simple future],-0.31054831347321504,-0.010004239299399875,0.05757171716070262,0.0414349120138243,0.1102764000742302,0.017811993679127638,0.0014838173577998075,0.01821055263982313,0.005594641641697032,0.014283092749284555
C(tense)[T.simple past],-0.06171368878506131,0.003953627027083348,0.009012518946786773,0.0085007874392541,0.017811993679127638,0.010612669760449788,-0.0007409172048452028,0.0024895309217263417,0.0003581183569215346,0.0015857331786143522
C(semantic_role)[T.patient],-0.01356653961614266,-0.00610104824698691,0.0006228452211310836,-0.0038084871686438477,0.0014838173577998075,-0.0007409172048452028,0.012070438337401504,0.011183862185354606,0.0018086768624983529,-0.000993834583438489
C(syntactic_role)[T.subject],-0.17236583843681136,-0.01316323606697344,0.017119368657161356,0.0019746596567841866,0.01821055263982313,0.0024895309217263417,0.011183862185354606,0.06363921804367591,0.004093908498991474,0.0015459754167351947
"C(valence, Treatment(reference='-val'))[T.+val]",-0.04278086973811106,-0.002947737844876886,0.005232741004423686,0.002034710028843251,0.005594641641697032,0.0003581183569215346,0.0018086768624983529,0.004093908498991474,0.0024580202471363925,0.00012508406591759476
"C(dominance, Treatment(reference='-dom'))[T.+dom]",-0.037807568423287426,0.00247058416339308,0.005016185576341978,0.004809179296096099,0.014283092749284555,0.0015857331786143522,-0.000993834583438489,0.0015459754167351947,0.00012508406591759476,0.005614683783954044
