predictor,unique_r2,relative_r2
profession_embedding_1,0.03400825027727039,0.2881766707225085
C(syntactic_role),0.02324481671174161,0.19697025977316107
profession_embedding_2,0.0190887161262403,0.1617525928790157
C(tense),0.0169441293038326,0.1435799469616845
log_frequency,0.011747116599949536,0.09954187365602633
profession_embedding_5,0.008160071901060273,0.06914623169765095
"C(valence, Treatment(reference='-val'))",0.0034322551495773457,0.029083997383318863
lex_emb_norm,0.0007220714281019891,0.006118637050649814
C(semantic_role),0.00029769890687969536,0.002522619633849815
profession_embedding_4,0.00019797841935109695,0.0016776153227040709
profession_embedding_3,0.00016870436237326203,0.0014295549194303452
