predictor,unique_r2,relative_r2
profession_embedding_4,0.14466006481581994,0.3222649751376191
profession_embedding_6,0.14420900617499022,0.32126013387850816
profession_embedding_1,0.04223815284345156,0.09409561162083266
profession_embedding_10,0.02957732020161763,0.06589057160694235
profession_embedding_2,0.029536987410238802,0.06580072064477474
log_frequency,0.02588523065246151,0.05766555699576031
profession_embedding_5,0.01470601305947461,0.032761169705122425
profession_embedding_3,0.00890715522318386,0.01984282365835321
profession_embedding_9,0.0033426532747763416,0.007446561536253886
C(tense),0.0026311513221795035,0.005861520361580555
C(syntactic_role),0.001148749821280881,0.0025591156278394153
"C(valence, Treatment(reference='-val'))",0.0008780446355212135,0.001956054927780034
profession_embedding_7,0.0006760500666213032,0.0015060635994383585
profession_embedding_8,0.00033411329246479937,0.0007443174591854709
C(semantic_role),8.29263909450928e-05,0.00018473841657818934
"C(dominance, Treatment(reference='-dom'))",5.7061232445088095e-05,0.00012711757511411835
lex_emb_norm,1.4789541044613053e-05,3.2947248316992316e-05
