predictor,unique_r2,relative_r2
lex_emb_norm,0.023862472748392594,0.2946327269795186
profession_embedding_3,0.012224721556196805,0.15094005917346479
profession_embedding_1,0.009530539695304596,0.1176746823190524
C(tense),0.007850695952567932,0.09693345620889061
C(syntactic_role),0.007674459671214495,0.09475744634120453
profession_embedding_5,0.006957712867373345,0.0859076901740111
profession_embedding_2,0.00449708586157016,0.05552604228514864
profession_embedding_4,0.004352875204637674,0.053745456527774085
log_frequency,0.003072490019125018,0.03793639169323458
"C(dominance, Treatment(reference='-dom'))",0.0006083302529061863,0.007511124400549113
"C(valence, Treatment(reference='-val'))",0.0003591870180950085,0.004434923897151555
