predictor,shapley_r2,mc_standard_error,relative_r2,permutations,random_state,full_r2,utility
C(tense):C(syntactic_role),0.004435072120172254,5.52487415354065e-05,0.1950486386555318,500,0,0.02273828800212685,OLS fixed-effect R2
C(tense):log_frequency,0.001342747596638833,0.00011083717905335525,0.05905227326319544,500,0,0.02273828800212685,OLS fixed-effect R2
C(semantic_role):log_frequency,0.001163235455204175,0.00010764349485900164,0.05115756538466619,500,0,0.02273828800212685,OLS fixed-effect R2
C(tense):lex_emb_norm,0.0011533630250812926,9.287873211636534e-05,0.05072338889248881,500,0,0.02273828800212685,OLS fixed-effect R2
C(syntactic_role):log_frequency,0.0010821742887470918,0.00010504952766926411,0.047592601898870726,500,0,0.02273828800212685,OLS fixed-effect R2
"C(valence, Treatment(reference='-val')):log_frequency",0.0010442645195120153,0.00010556778321126008,0.04592538010840301,500,0,0.02273828800212685,OLS fixed-effect R2
log_frequency,0.0010103974090104933,0.00010437257863415556,0.04443594913196564,500,0,0.02273828800212685,OLS fixed-effect R2
"C(tense):C(valence, Treatment(reference='-val'))",0.000996750621136402,5.578986465307059e-05,0.043835781350080975,500,0,0.02273828800212685,OLS fixed-effect R2
"C(valence, Treatment(reference='-val')):lex_emb_norm",0.0009890381266983014,9.27717476476847e-05,0.043496595988483856,500,0,0.02273828800212685,OLS fixed-effect R2
"C(dominance, Treatment(reference='-dom')):log_frequency",0.000987055118215299,0.00010321324604571431,0.0434093858835359,500,0,0.02273828800212685,OLS fixed-effect R2
C(syntactic_role):lex_emb_norm,0.0009719983487073715,8.983770745509998e-05,0.04274720896386107,500,0,0.02273828800212685,OLS fixed-effect R2
lex_emb_norm,0.0008869348467503715,8.876649819499037e-05,0.03900622802681587,500,0,0.02273828800212685,OLS fixed-effect R2
"C(dominance, Treatment(reference='-dom')):lex_emb_norm",0.0008108580346256704,8.630726921816585e-05,0.03566046988893033,500,0,0.02273828800212685,OLS fixed-effect R2
"C(tense):C(dominance, Treatment(reference='-dom'))",0.0007519513246704598,4.960804299784172e-05,0.033069830261632946,500,0,0.02273828800212685,OLS fixed-effect R2
C(semantic_role):lex_emb_norm,0.0007111169076448674,8.169908826450786e-05,0.03127398630795565,500,0,0.02273828800212685,OLS fixed-effect R2
C(semantic_role):C(syntactic_role),0.0006720039354528582,2.117929575380344e-05,0.029553849233944156,500,0,0.02273828800212685,OLS fixed-effect R2
C(tense):C(semantic_role),0.0006175962712113623,4.649258368240216e-05,0.02716107171980559,500,0,0.02273828800212685,OLS fixed-effect R2
"C(syntactic_role):C(dominance, Treatment(reference='-dom'))",0.0005882685578964942,2.1555585515856207e-05,0.025871277461234982,500,0,0.02273828800212685,OLS fixed-effect R2
C(tense),0.0005420171723689476,4.763645276911497e-05,0.02383720235746198,500,0,0.02273828800212685,OLS fixed-effect R2
log_frequency:lex_emb_norm,0.0004903523775699303,5.1269251845950575e-05,0.021565052633868684,500,0,0.02273828800212685,OLS fixed-effect R2
"C(syntactic_role):C(valence, Treatment(reference='-val'))",0.00047849223445937185,3.2659754923941604e-05,0.02104345913881536,500,0,0.02273828800212685,OLS fixed-effect R2
"C(valence, Treatment(reference='-val')):C(dominance, Treatment(reference='-dom'))",0.00036239916997592614,1.6406554506814172e-05,0.015937838853216597,500,0,0.02273828800212685,OLS fixed-effect R2
C(syntactic_role),0.00022974996425618443,2.0570041853370163e-05,0.010104101251364858,500,0,0.02273828800212685,OLS fixed-effect R2
"C(semantic_role):C(valence, Treatment(reference='-val'))",0.00017433141038129962,1.5846732228196574e-05,0.007666866140713555,500,0,0.02273828800212685,OLS fixed-effect R2
"C(valence, Treatment(reference='-val'))",0.00017209674856211944,1.560351278470038e-05,0.007568588653025337,500,0,0.02273828800212685,OLS fixed-effect R2
"C(semantic_role):C(dominance, Treatment(reference='-dom'))",4.528842739311067e-05,2.2596566783659897e-06,0.0019917254715427378,500,0,0.02273828800212685,OLS fixed-effect R2
C(semantic_role),1.6751130970886984e-05,1.4904575879115006e-06,0.0007366927083217588,500,0,0.02273828800212685,OLS fixed-effect R2
"C(dominance, Treatment(reference='-dom'))",1.1982858813462282e-05,1.0404328785100962e-06,0.0005269903702662862,500,0,0.02273828800212685,OLS fixed-effect R2
