predictor,unique_r2,relative_r2
profession_embedding_1,0.051882889833820056,0.40649033874481044
C(syntactic_role),0.0260873531721989,0.20438832651550207
log_frequency,0.017528580231736535,0.13733233709486986
C(tense),0.013663080717716158,0.10704705013601212
profession_embedding_5,0.009645468407180946,0.07556999490093107
profession_embedding_2,0.0026816086972877295,0.021009778584672574
profession_embedding_4,0.0024662452838924986,0.019322456480127797
profession_embedding_3,0.0013189382300304864,0.010333573353870723
"C(dominance, Treatment(reference='-dom'))",0.001075672514954329,0.008427643224630944
"C(valence, Treatment(reference='-val'))",0.001074115529449915,0.008415444606413318
lex_emb_norm,0.00021226622527914518,0.0016630563581590883
