predictor,shapley_r2,mc_standard_error,relative_r2,permutations,random_state,baseline_r2,full_r2
profession_embedding,0.6304153963821204,0.0008952530169118192,0.9223790841526089,500,0,0.0,0.6834667082258093
lex_emb_norm,0.02532112503133874,0.0009358880456703731,0.03704807377826652,500,0,0.0,0.6834667082258093
C(tense),0.011099081959806046,7.92485403489111e-18,0.016239389316588394,500,0,0.0,0.6834667082258093
C(syntactic_role),0.008250710280471992,6.065646251296419e-18,0.012071853948657956,500,0,0.0,0.6834667082258093
log_frequency,0.005086905894087793,0.00015036369105197217,0.007442799821651501,500,0,0.0,0.6834667082258093
"C(valence, Treatment(reference='-val'))",0.003293488677984252,6.667666715650095e-18,0.004818798982226537,500,0,0.0,0.6834667082258093
