predictor,unique_r2,relative_r2
profession_embedding_2,0.17236470345542543,0.6803009645929294
profession_embedding_10,0.029408689783210873,0.11607225624419361
C(tense),0.011099081959806023,0.04380662636828474
log_frequency,0.008533602612331048,0.03368101457107702
C(syntactic_role),0.008250710280471862,0.03256447549792788
profession_embedding_9,0.005929529771534714,0.02340307929808112
profession_embedding_1,0.00542558932806958,0.02141409220899662
lex_emb_norm,0.004397544293161304,0.01735653277326252
"C(valence, Treatment(reference='-val'))",0.003293488677984291,0.012998969508209252
profession_embedding_5,0.003044465888831116,0.012016109094967297
profession_embedding_7,0.0008762851501062929,0.0034585829982873256
profession_embedding_8,0.0007416756386735557,0.0029272968437832163
