,Group
CEO,-0.1623258894072945
accountant,0.22217663320405898
administrator,-0.17912445054272283
agronomist,0.5573691600984213
bodyguard,0.6404209999797599
bookbinder,0.8047508341127461
builder,1.296289035411179
cashier,-1.2995520005676433
chauffeur,1.3033397418289958
colonel,1.8649867613532163
doctor,0.12642822976483256
electrician,0.7914713252369404
farmer,1.8967610385732852
farmhand,1.2936389610730703
fisherman,2.5485384822677224
hairdresser,-1.2867016798269362
hawker,0.9022329357418363
housekeeper,-3.2854518410081788
manager,-0.32980569411861416
midwife,-4.171298188561788
molder,0.37833646648126373
nurse,-2.726318287014918
paralegal,-1.3815378034705457
programmer,0.11002899149112594
salesperson,-0.4748885650619397
scientist,-0.014155039346119927
scrivener,0.23329676823855983
secretary,-2.013586814012493
sergeant,0.9607168835101569
soldier,1.889903911704315
solicitor,0.19677529529144341
teacher,-0.9389224475121404
tradesperson,-0.28750479698666426
welder,0.5337110424996981
