,Group,C(profession)[T.carpenter],C(profession)[T.cashier],C(profession)[T.ceo],C(profession)[T.cleaner],C(profession)[T.cook],C(profession)[T.designer],C(profession)[T.driver],C(profession)[T.lawyer],C(profession)[T.manager],C(profession)[T.receptionist],C(profession)[T.salesperson],C(profession)[T.secretary],C(profession)[T.teacher],C(syntactic_role)[T.subject]
Group,0.014123776357663846,-2.4414504725197913e-05,-2.6386028004913685e-06,0.0003182552355255367,0.00047091726977367785,0.00011815025119438849,0.00023432468789032513,0.00035933910379933086,0.000130464005247183,0.00028364710570948944,0.0003828337465383061,0.00030180924485617434,0.00024281210488445265,0.00048241442751003526,2.133801979711522e-05
C(profession)[T.carpenter],-2.4414504725197913e-05,0.011780547568679736,-0.0011050165700665097,6.053702757964569e-05,0.0006150374946172829,-0.0006662861660663969,-0.00024431629172931763,0.00020976223774811043,-0.0006215600335389047,-6.516694489339124e-05,0.00029509969861121044,8.017465783354896e-07,-0.0002134882163833572,0.0006567975783562997,-5.466524623985073e-05
C(profession)[T.cashier],-2.6386028004913685e-06,-0.0011050165700665097,0.012189661752794097,3.278891344587958e-05,0.0004965480175739181,-0.0005750931230573772,-0.00022217661076471792,0.00015759412803983616,-0.0005376862092938381,-7.234420207859581e-05,0.00022896651950012626,-1.717097306249625e-05,-0.00019639340325740664,0.0005314742623190189,-4.5662876290001225e-05
C(profession)[T.ceo],0.0003182552355255367,6.053702757964569e-05,3.278891344587958e-05,0.013620981697372778,-0.00048114958412387226,-9.902479829572211e-05,-0.00022486743494147334,-0.0003602857263147086,-0.00011236332027722894,-0.00027829453372377736,-0.0003857356262551699,-0.0002979681516182273,-0.0002340611867242874,-0.0004936035514895277,1.728509015860199e-05
C(profession)[T.cleaner],0.00047091726977367785,0.0006150374946172829,0.0004965480175739181,-0.00048114958412387226,0.012360624573660144,0.00011420844652180067,-0.0002099788327687053,-0.0005588342653688986,7.984664939091231e-05,-0.0003476141069199609,-0.0006243965742949288,-0.0003982959491721641,-0.00023366315357070447,-0.0009022786191778079,4.340521930713366e-05
C(profession)[T.cook],0.00011815025119438849,-0.0006662861660663969,-0.0005750931230573772,-9.902479829572211e-05,0.00011420844652180067,0.013420527961335181,-0.00021808470931925324,-4.5702409090442244e-05,-0.0003612981399012038,-0.000150074058105306,-1.330566085370181e-05,-0.00012503029575848673,-0.00020638141529702987,0.00012400607808766797,-2.0348074740316186e-05
C(profession)[T.designer],0.00023432468789032513,-0.00024431629172931763,-0.00022217661076471792,-0.00022486743494147334,-0.0002099788327687053,-0.00021808470931925324,0.01381338335846466,-0.0002108930996418808,-0.00021362969745377972,-0.0002117981284444333,-0.00021061218053655754,-0.00021158096864599255,-0.0002122863815337751,-0.00020942152119717396,5.529432051553723e-07
C(profession)[T.driver],0.00035933910379933086,0.00020976223774811043,0.00015759412803983616,-0.0003602857263147086,-0.0005588342653688986,-4.5702409090442244e-05,-0.0002108930996418808,0.013437106655940088,-5.81583749008005e-05,-0.00027270971441862874,-0.00041163252371410723,-0.0002981479727470697,-0.0002155153888123216,-0.0005511072335611049,2.2162849652470873e-05
C(profession)[T.lawyer],0.000130464005247183,-0.0006215600335389047,-0.0005376862092938381,-0.00011236332027722894,7.984664939091231e-05,-0.0003612981399012038,-0.00021362969745377972,-5.81583749008005e-05,0.013513339773466027,-0.00014677330716750183,-2.891891990993584e-05,-0.0001251929031754869,-0.00019529379299057506,8.94036690897845e-05,-1.7449526119436576e-05
C(profession)[T.manager],0.00028364710570948944,-6.516694489339124e-05,-7.234420207859581e-05,-0.00027829453372377736,-0.0003476141069199609,-0.000150074058105306,-0.0002117981284444333,-0.00027270971441862874,-0.00014677330716750183,0.013773529902868599,-0.00027879708350265705,-0.00023537968915100126,-0.0002037657694380859,-0.00033215790158640837,8.92982975692275e-06
C(profession)[T.receptionist],0.0003828337465383061,0.00029509969861121044,0.00022896651950012626,-0.0003857356262551699,-0.0006243965742949288,-1.330566085370181e-05,-0.00021061218053655754,-0.00041163252371410723,-2.891891990993584e-05,-0.00027879708350265705,0.013301399049798676,-0.00029474760568974797,-0.00020178328359128352,-0.0005793349328711517,2.4854172869932432e-05
C(profession)[T.salesperson],0.00030180924485617434,8.017465783354896e-07,-1.717097306249625e-05,-0.0002979681516182273,-0.0003982959491721641,-0.00012503029575848673,-0.00021158096864599255,-0.0002981479727470697,-0.0001251929031754869,-0.00023537968915100126,-0.00029474760568974797,0.013737908835863894,-0.0001936850399425759,-0.00035340902950624673,1.0941174815842362e-05
C(profession)[T.secretary],0.00024281210488445265,-0.0002134882163833572,-0.00019639340325740664,-0.0002340611867242874,-0.00023366315357070447,-0.00020638141529702987,-0.0002122863815337751,-0.0002155153888123216,-0.00019529379299057506,-0.0002037657694380859,-0.00020178328359128352,-0.0001936850399425759,0.013838111866604134,-0.00019346289441498732,1.065207879143865e-06
C(profession)[T.teacher],0.00048241442751003526,0.0006567975783562997,0.0005314742623190189,-0.0004936035514895277,-0.0009022786191778079,0.00012400607808766797,-0.00020942152119717396,-0.0005511072335611049,8.94036690897845e-05,-0.00033215790158640837,-0.0005793349328711517,-0.00035340902950624673,-0.00019346289441498732,0.012411008153451225,3.6831180131328826e-05
C(syntactic_role)[T.subject],2.133801979711522e-05,-5.466524623985073e-05,-4.5662876290001225e-05,1.728509015860199e-05,4.340521930713366e-05,-2.0348074740316186e-05,5.529432051553723e-07,2.2162849652470873e-05,-1.7449526119436576e-05,8.92982975692275e-06,2.4854172869932432e-05,1.0941174815842362e-05,1.065207879143865e-06,3.6831180131328826e-05,0.014630421811254062
