predictor,unique_r2,relative_r2
profession_embedding_10,0.07777955842442885,0.15393805308363512
profession_embedding_7,0.06511576754595161,0.12887440715942777
lex_emb_norm,0.06360861747203617,0.12589151868868875
profession_embedding_3,0.053470128939611006,0.10582584568273211
profession_embedding_2,0.04865640932670534,0.09629873289999263
profession_embedding_5,0.040067550998041046,0.07930002326331659
profession_embedding_9,0.033898035203071886,0.06708957531034904
profession_embedding_1,0.02931642538611534,0.05802184454023391
log_frequency,0.026000196711351675,0.0514585032701849
C(syntactic_role),0.0232448167117415,0.046005170270645025
C(tense),0.016944129303832156,0.033535112940549526
profession_embedding_4,0.016752923773561523,0.033156686941933404
profession_embedding_8,0.006560110697039545,0.012983497067504875
"C(valence, Treatment(reference='-val'))",0.0034322551495764575,0.0067929760224266856
C(semantic_role),0.0002976989068793623,0.0005891932412378174
"C(dominance, Treatment(reference='-dom'))",0.00011943171362671645,0.0002363742587970856
profession_embedding_6,1.2557653595868246e-06,2.485358344795543e-06
