,Group,C(profession)[T.carpenter],C(profession)[T.cashier],C(profession)[T.ceo],C(profession)[T.cleaner],C(profession)[T.cook],C(profession)[T.designer],C(profession)[T.driver],C(profession)[T.lawyer],C(profession)[T.manager],C(profession)[T.receptionist],C(profession)[T.salesperson],C(profession)[T.secretary],C(profession)[T.teacher],C(syntactic_role)[T.subject]
Group,0.009363275435372683,0.0011861081074541434,-0.00016323120903487335,0.0008474900411020888,-0.0005418393085896391,0.0001687106688789621,0.0003259421752493279,0.00016256007651790954,-5.957695352844117e-05,6.614115419397558e-05,-8.896072532940738e-06,-4.794674252889245e-05,-0.00023064170125105857,-0.00036259986448639747,-0.0001337403975440002
C(profession)[T.carpenter],0.0011861081074541434,0.00403322046275287,0.0005812436721832243,-0.0014973318532903986,0.00135986144572261,-0.00010140375728372771,-0.0004247545930577342,-8.875489813267146e-05,0.0003680758985836333,0.0001095332175181667,0.0002638492991710931,0.0003441580558239543,0.0007198751684863204,0.0009912506921101625,0.00032761224233342055
C(profession)[T.cashier],-0.00016323120903487335,0.0005812436721832243,0.009071938720587789,0.0002986107751649391,-0.0006553814324397581,-0.00016747758029452318,-5.951352418443343e-05,-0.00017170092530563143,-0.00032423278949961405,-0.00023790761746659355,-0.0002894324266054948,-0.0003162468280235975,-0.0004416955324807052,-0.0005323054799982678,-0.00010866636790908176
C(profession)[T.ceo],0.0008474900411020888,-0.0014973318532903986,0.0002986107751649391,0.007520195285674458,0.000522576120746608,-9.596628910328926e-05,-0.00023283823046988368,-9.06121235454153e-05,0.00010276086673267569,-6.6782772819618315e-06,5.864254253055761e-05,9.263662640424588e-05,0.00025167481318203724,0.00036654600152729417,0.00013959822814961484
C(profession)[T.cleaner],-0.0005418393085896391,0.00135986144572261,-0.0006553814324397581,0.000522576120746608,0.00750921766999284,-0.00018341302803518225,-8.310104898795905e-05,-0.00018733703859495472,-0.00032905803089920357,-0.00024885125504942214,-0.00029672418388305,-0.0003216380836582439,-0.00043819546642426076,-0.000522383329351728,-0.00010195415336253596
C(profession)[T.cook],0.0001687106688789621,-0.00010140375728372771,-0.00016747758029452318,-9.596628910328926e-05,-0.00018341302803518225,0.009674963109837328,-0.00013910331507333305,-0.00014700845955208173,-0.0001577564260081054,-0.00015167363105759093,-0.00015530426209462808,-0.00015719370525113939,-0.00016603329083299663,-0.00017241800711236297,-7.111767839371079e-06
C(profession)[T.designer],0.0003259421752493279,-0.0004247545930577342,-5.951352418443343e-05,-0.00023283823046988368,-8.310104898795905e-05,-0.00013910331507333305,0.009581934063520307,-0.00013430691451259006,-0.00011931919443948554,-0.0001278014713757955,-0.00012273866420254412,-0.00012010389182546215,-0.00010777735221483855,-9.887405495006872e-05,1.1566956125683151e-05
C(profession)[T.driver],0.00016256007651790954,-8.875489813267146e-05,-0.00017170092530563143,-9.06121235454153e-05,-0.00018733703859495472,-0.00014700845955208173,-0.00013430691451259006,0.009680043138318656,-0.0001559159551629229,-0.0001479823202788591,-0.00015271766008257017,-0.00015518201277901948,-0.0001667112596309163,-0.00017503868283256802,-9.45369408300689e-06
C(profession)[T.lawyer],-5.957695352844117e-05,0.0003680758985836333,-0.00032423278949961405,0.00010276086673267569,-0.00032905803089920357,-0.0001577564260081054,-0.00011931919443948554,-0.0001559159551629229,0.009460075427421579,-0.0001714491358315295,-0.00018765281094410455,-0.00019608548359597664,-0.0002355369650145869,-0.00026403225060781107,-3.413730924881054e-05
C(profession)[T.manager],6.614115419397558e-05,0.0001095332175181667,-0.00023790761746659355,-6.6782772819618315e-06,-0.00024885125504942214,-0.00015167363105759093,-0.0001278014713757955,-0.0001479823202788591,-0.0001714491358315295,0.00964011666394498,-0.0001610265624773673,-0.0001655747360033438,-0.00018685294645498,-0.0002022219177054979,-1.8122863906626578e-05
C(profession)[T.receptionist],-8.896072532940738e-06,0.0002638492991710931,-0.0002894324266054948,5.864254253055761e-05,-0.00029672418388305,-0.00015530426209462808,-0.00012273866420254412,-0.00015271766008257017,-0.00018765281094410455,-0.0001610265624773673,0.009558445393329121,-0.00017321494996949932,-0.00020180064808748624,-0.0002224477214663254,-2.4628195223572492e-05
C(profession)[T.salesperson],-4.794674252889245e-05,0.0003441580558239543,-0.0003162468280235975,9.263662640424588e-05,-0.0003216380836582439,-0.00015719370525113939,-0.00012010389182546215,-0.00015518201277901948,-0.00019608548359597664,-0.0001655747360033438,-0.00017321494996949932,0.00950481624839459,-0.00020031587636097292,-0.00022166967550518978,-2.5576122108563448e-05
C(profession)[T.secretary],-0.00023064170125105857,0.0007198751684863204,-0.0004416955324807052,0.00025167481318203724,-0.00043819546642426076,-0.00016603329083299663,-0.00010777735221483855,-0.0001667112596309163,-0.0002355369650145869,-0.00018685294645498,-0.00020180064808748624,-0.00020031587636097292,0.009098658632951779,-0.00022996457917234464,-3.0437061117104223e-05
C(profession)[T.teacher],-0.00036259986448639747,0.0009912506921101625,-0.0005323054799982678,0.00036654600152729417,-0.000522383329351728,-0.00017241800711236297,-9.887405495006872e-05,-0.00017503868283256802,-0.00026403225060781107,-0.0002022219177054979,-0.0002224477214663254,-0.00022166967550518978,-0.00022996457917234464,0.008749670858890377,-9.905031613319915e-06
C(syntactic_role)[T.subject],-0.0001337403975440002,0.00032761224233342055,-0.00010866636790908176,0.00013959822814961484,-0.00010195415336253596,-7.111767839371079e-06,1.1566956125683151e-05,-9.45369408300689e-06,-3.413730924881054e-05,-1.8122863906626578e-05,-2.4628195223572492e-05,-2.5576122108563448e-05,-3.0437061117104223e-05,-9.905031613319915e-06,0.010144904786387491
